Canal,Formato,Tienda,Marca,Genero,Tipo,Precio_Lista,Cantidad_Inventario,Cantidad_Ventas,Despacho
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NIKE,MASCULINO,TENIS,979950.0,1.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NIKE,MASCULINO,TENIS,1079950.0,1.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,125900.0,1.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,148900.0,3.0,2.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,149900.0,5.0,2.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,172900.0,4.0,2.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,175900.0,10.0,5.0,12.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,GORRO,195900.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,TENIS,649900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,TENIS,755900.0,3.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,OAKLEY,MASCULINO,TENIS,776000.0,1.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,FEMENINO,TENIS,899990.0,7.0,1.0,14.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,FEMENINO,TENIS,949990.0,9.0,2.0,17.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,FEMENINO,TENIS,999990.0,7.0,3.0,24.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,MASCULINO,TENIS,849990.0,3.0,0.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,MASCULINO,TENIS,899990.0,8.0,0.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,MASCULINO,TENIS,949990.0,26.0,2.0,42.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ON,MASCULINO,TENIS,999990.0,14.0,3.0,49.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,MASCULINO,MATERIAL PUBLICITARIO,25000.0,2.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,MASCULINO,MEDIAS,19900.0,4.0,2.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,NO APLICA,TARJETA REGALO,50000.0,1.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,NO APLICA,TARJETA REGALO,100000.0,12.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,NO APLICA,TARJETA REGALO,200000.0,3.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,1.0,9.0,0.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8900.0,1.0,0.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,10000.0,3.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,PILATOS,UNISEX,PROTECCION,39900.0,2.0,8.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SALOMON,UNISEX,TENIS,899900.0,20.0,1.0,82.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SALOMON,UNISEX,TENIS,999900.0,23.0,1.0,86.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,349900.0,5.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,399900.0,3.0,0.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,419900.0,4.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,439900.0,10.0,1.0,16.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,469900.0,10.0,1.0,16.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CAMISETA,179900.0,14.0,0.0,17.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CAMISETA,229900.0,29.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CAMISETA,249900.0,11.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CHAQUETA,699900.0,7.0,0.0,12.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CHAQUETA,749900.0,8.0,0.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,CHAQUETA,799900.0,4.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,449900.0,25.0,1.0,40.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,499900.0,64.0,0.0,69.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,549900.0,7.0,2.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,127920.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,169900.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,219900.0,29.0,0.0,14.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,229900.0,18.0,0.0,34.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,249900.0,33.0,0.0,15.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,269900.0,4.0,0.0,12.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISETA,279900.0,46.0,1.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,599900.0,4.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,779900.0,17.0,0.0,25.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,799900.0,18.0,1.0,25.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,829900.0,6.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,899900.0,7.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CHAQUETA,1049900.0,13.0,2.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,GORRO,159900.0,11.0,1.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,GORRO,169900.0,6.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,GORRO,179900.0,3.0,2.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,GORRO,189900.0,4.0,0.0,5.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,GORRO,199900.0,1.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,MORRAL,219900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,MORRAL,299900.0,4.0,2.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,MORRAL,379900.0,1.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,MORRAL,419900.0,1.0,2.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,SANDALIAS,249900.0,1.0,1.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AHLI,UNISEX,FRAGANCIA,500000.0,19.0,20.0,49.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,119900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,125900.0,2.0,2.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,129900.0,2.0,1.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,139900.0,3.0,1.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,149900.0,2.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,155900.0,2.0,0.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,165900.0,3.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,CAMISETA,260000.0,4.0,1.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,CAMISETA,280000.0,4.0,0.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,CAMISETA,295000.0,4.0,0.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,GORRO,250000.0,3.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,GORRO,260000.0,9.0,1.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,GORRO,280000.0,1.0,1.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,CAMISETA,320000.0,4.0,0.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,CAMISETA,350000.0,7.0,0.0,21.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,GORRO,220000.0,2.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,GORRO,230000.0,1.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,UNISEX,GORRO,240000.0,1.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,UNISEX,GORRO,260000.0,4.0,1.0,14.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,UNISEX,MATERIAL PUBLICITARIO,1.0,1.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,BLACKOUD,UNISEX,FRAGANCIA,350000.0,3.0,8.0,21.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,FEMENINO,CAMISETA,280000.0,3.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,FEMENINO,CAMISETA,350000.0,2.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,CAMISETA,320000.0,5.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,CAMISETA,370000.0,5.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,CAMISETA,380000.0,9.0,0.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,CAMISETA,390000.0,5.0,0.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,GORRO,290000.0,4.0,1.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CLEMONT,MASCULINO,GORRO,300000.0,2.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,FEMENINO,TENIS,399950.0,5.0,0.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,FEMENINO,TENIS,409950.0,6.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,FEMENINO,TENIS,414950.0,7.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,FEMENINO,TENIS,419950.0,6.0,3.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,FEMENINO,TENIS,424950.0,4.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,MASCULINO,TENIS,559900.0,3.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,UNISEX,TENIS,279950.0,8.0,0.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,CONVERSE,UNISEX,TENIS,424950.0,15.0,2.0,17.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DEVIER,UNISEX,FRAGANCIA,500000.0,2.0,2.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DEVIER,UNISEX,MATERIAL PUBLICITARIO,1.0,8.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,FEMENINO,TENIS,849900.0,6.0,0.0,10.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,FEMENINO,TENIS,1099900.0,12.0,1.0,12.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,4.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,FEMENINO,TENIS,1299900.0,8.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,FEMENINO,TENIS,1399900.0,4.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,8.0,0.0,16.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,399900.0,29.0,2.0,28.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,449900.0,13.0,2.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,499900.0,21.0,3.0,25.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,549900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,699900.0,1.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,749900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,CAMISETA,799900.0,4.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,FRAGANCIA,329900.0,2.0,1.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,FRAGANCIA,335900.0,2.0,2.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,FRAGANCIA,449990.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,MATERIAL PUBLICITARIO,1.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,849900.0,8.0,0.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,949900.0,19.0,3.0,67.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,999900.0,25.0,3.0,71.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1099900.0,12.0,1.0,28.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1149900.0,5.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1199900.0,10.0,0.0,21.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1249900.0,14.0,3.0,19.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1599900.0,8.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,UNISEX,MATERIAL PUBLICITARIO,1.0,48.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,269900.0,15.0,6.0,35.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,299900.0,1.0,1.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,319900.0,13.0,7.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,329900.0,2.0,1.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,359900.0,8.0,2.0,20.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,GOORIN BROS,MASCULINO,GORRO,399900.0,2.0,4.0,8.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,JOHN HATTER,UNISEX,GORRO,279900.0,8.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,FEMENINO,TENIS,390000.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,MASCULINO,TENIS,315000.0,2.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,MASCULINO,TENIS,390000.0,4.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,MASCULINO,TENIS,450000.0,2.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,UNISEX,TENIS,385000.0,6.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,LE COQ SPORTIF,UNISEX,TENIS,450000.0,4.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,199900.0,4.0,0.0,7.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,219900.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,229900.0,1.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,239900.0,1.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,280000.0,2.0,1.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,290000.0,8.0,1.0,9.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,300000.0,7.0,1.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,310000.0,10.0,2.0,14.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,330000.0,2.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,FEMENINO,CAMISETA,420000.0,10.0,1.0,17.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,315000.0,11.0,1.0,22.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,390000.0,45.0,1.0,51.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,410000.0,64.0,2.0,68.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,420000.0,7.0,0.0,18.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,430000.0,62.0,3.0,95.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,440000.0,23.0,0.0,25.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,450000.0,20.0,0.0,31.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,480000.0,32.0,1.0,27.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,510000.0,7.0,0.0,13.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,520000.0,10.0,0.0,11.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,530000.0,2.0,0.0,3.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,540000.0,5.0,0.0,6.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CAMISETA,690000.0,5.0,0.0,5.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,CORREA,390000.0,2.0,0.0,1.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,MASCULINO,POLO,490000.0,2.0,0.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,BOLSO,650000.0,2.0,1.0,2.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,260000.0,2.0,1.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,290000.0,4.0,1.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,320000.0,6.0,0.0,5.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,340000.0,15.0,7.0,24.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,350000.0,2.0,1.0,5.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,GORRO,390000.0,2.0,0.0,4.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,MONASTERY,UNISEX,MATERIAL PUBLICITARIO,1.0,1.0,0.0,0.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,594900.0,1.0,1.0,26.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,599900.0,86.0,40.0,307.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,649900.0,23.0,3.0,72.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,659900.0,19.0,1.0,52.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,664900.0,5.0,1.0,15.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,779900.0,10.0,3.0,33.0
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,949900.0,2.0,0.0,8.0
