Canal,Formato,Tienda,Marca,Genero,Tipo,Precio_Lista,Cantidad_Inventario,Cantidad_Ventas,Despacho
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,NEW PROJECT,MASCULINO,CAMISETA,59990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,NEW PROJECT,MASCULINO,POLO,84990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,1.0,3.0,0.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8900.0,3.0,0.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,10000.0,2.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,50000.0,1.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,MATERIAL PUBLICITARIO,70000.0,1.0,0.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,PROTECCION,29900.0,5.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,PILATOS,UNISEX,PROTECCION,39900.0,9.0,4.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,159900.0,13.0,0.0,13.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,179900.0,7.0,0.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,219900.0,5.0,0.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,229900.0,35.0,0.0,41.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,249900.0,21.0,0.0,29.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,89990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,159900.0,5.0,0.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,169900.0,4.0,0.0,41.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,219900.0,5.0,0.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,229900.0,12.0,0.0,19.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,249900.0,10.0,0.0,41.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,279900.0,11.0,0.0,92.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,CAMISETA,299900.0,3.0,0.0,19.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,GORRO,159900.0,6.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,GORRO,169900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,GORRO,179900.0,2.0,0.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,GORRO,189900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,GORRO,199900.0,3.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,299900.0,3.0,0.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,339900.0,1.0,0.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,379900.0,2.0,0.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,419900.0,2.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,449900.0,2.0,1.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,MORRAL,489900.0,1.0,1.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,SUPERDRY,MASCULINO,SANDALIAS,209900.0,8.0,1.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CELIO,MASCULINO,CAMISA,99900.0,2.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,FEMENINO,CAMISETA,280000.0,5.0,5.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,BERMUDA,400000.0,1.0,0.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,BERMUDA,430000.0,2.0,0.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,BUZO,650000.0,3.0,0.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,CAMISETA,320000.0,7.0,4.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,CAMISETA,370000.0,8.0,0.0,39.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,CAMISETA,380000.0,6.0,3.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,CAMISETA,390000.0,10.0,3.0,60.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,CAMISETA,410000.0,4.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,GORRO,290000.0,2.0,1.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,GORRO,300000.0,1.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,JEAN,650000.0,2.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,MASCULINO,SUDADERA,500000.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,CLEMONT,UNISEX,GORRO,300000.0,6.0,2.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,CORREA,109990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,CORREA,159990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,JEAN,999900.0,24.0,2.0,43.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,JEAN,1099900.0,6.0,0.0,9.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,JEAN,1199900.0,5.0,1.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,429900.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,849900.0,10.0,5.0,21.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,1099900.0,6.0,1.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,1199900.0,12.0,5.0,13.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,1299900.0,1.0,1.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,FEMENINO,TENIS,1599900.0,7.0,1.0,9.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,9.0,4.0,22.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,399900.0,33.0,3.0,42.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,449900.0,23.0,5.0,42.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,499900.0,23.0,11.0,39.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,549900.0,9.0,1.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,599900.0,3.0,2.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CAMISETA,799900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,CORREA,179990.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,799900.0,7.0,6.0,16.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,799920.0,2.0,0.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,849900.0,10.0,5.0,16.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,899900.0,14.0,5.0,23.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,949900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,999900.0,18.0,6.0,51.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1099900.0,5.0,1.0,15.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1299900.0,8.0,1.0,18.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1349900.0,4.0,0.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1399900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1499900.0,4.0,0.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1599900.0,2.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,1.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,POLO,399900.0,3.0,1.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,POLO,799900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,849900.0,5.0,0.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,949900.0,40.0,42.0,93.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,999900.0,12.0,6.0,110.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1099900.0,10.0,1.0,57.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1149900.0,12.0,1.0,13.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1199900.0,12.0,2.0,34.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1249900.0,9.0,2.0,19.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1299900.0,21.0,1.0,25.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1349900.0,5.0,0.0,14.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,1599900.0,9.0,0.0,19.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,269900.0,11.0,9.0,56.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,299900.0,3.0,2.0,14.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,319900.0,6.0,4.0,17.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,329900.0,1.0,1.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,359900.0,5.0,5.0,19.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,MASCULINO,GORRO,375000.0,1.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,GOORIN BROS,UNISEX,GORRO,269900.0,1.0,2.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,109900.0,17.0,9.0,15.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,119900.0,2.0,2.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,26.0,12.0,38.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,149900.0,11.0,6.0,17.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,169900.0,22.0,12.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,189900.0,14.0,17.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,199900.0,42.0,16.0,70.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,209900.0,9.0,3.0,15.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,219900.0,9.0,5.0,15.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,239900.0,6.0,1.0,17.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,249900.0,13.0,1.0,36.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,339900.0,6.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,449900.0,3.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,229900.0,2.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,349900.0,7.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,389900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,6.0,1.0,11.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,449900.0,33.0,8.0,33.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,459900.0,2.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,499900.0,11.0,1.0,12.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,589900.0,12.0,0.0,12.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,619900.0,5.0,0.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,649900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,349900.0,16.0,2.0,25.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,549900.0,6.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,639900.0,6.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,649900.0,6.0,2.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,299920.0,3.0,4.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,369900.0,3.0,2.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,429900.0,3.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,429900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,289900.0,6.0,0.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,339900.0,2.0,2.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,349900.0,3.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,389900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BUZO,489900.0,6.0,0.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,249900.0,4.0,1.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,359900.0,7.0,1.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,89900.0,5.0,1.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,109900.0,7.0,6.0,53.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,139900.0,40.0,32.0,186.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,169900.0,9.0,6.0,25.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,189900.0,85.0,57.0,123.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,199900.0,19.0,12.0,35.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,209900.0,8.0,3.0,14.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,239900.0,73.0,26.0,133.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,249900.0,16.0,1.0,32.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,279900.0,29.0,10.0,58.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,299900.0,5.0,2.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,489900.0,3.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,199900.0,2.0,3.0,23.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,219900.0,15.0,3.0,17.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,229900.0,2.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,249900.0,6.0,4.0,16.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,349900.0,7.0,1.0,17.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,389900.0,12.0,3.0,15.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,399900.0,13.0,4.0,12.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,449900.0,38.0,3.0,28.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,499900.0,8.0,0.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,549900.0,10.0,1.0,10.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,619900.0,3.0,0.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,149900.0,1.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,159900.0,3.0,0.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,199900.0,22.0,11.0,92.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,209900.0,5.0,0.0,5.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,219900.0,4.0,0.0,4.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,229900.0,18.0,6.0,31.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,249900.0,23.0,8.0,49.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,269900.0,2.0,0.0,9.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,289900.0,7.0,0.0,7.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,315000.0,7.0,5.0,21.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,390000.0,16.0,3.0,20.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,410000.0,16.0,9.0,9.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,420000.0,11.0,3.0,16.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,430000.0,17.0,3.0,37.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,480000.0,16.0,0.0,11.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,490000.0,2.0,0.0,1.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,510000.0,3.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,540000.0,2.0,0.0,0.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,570000.0,8.0,0.0,8.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,POLO,450000.0,4.0,1.0,50.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,BOLSO,780000.0,1.0,3.0,3.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,260000.0,1.0,2.0,2.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,290000.0,3.0,1.0,9.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,320000.0,9.0,3.0,14.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,340000.0,18.0,10.0,30.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,350000.0,1.0,1.0,6.0
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,MONASTERY,UNISEX,GORRO,390000.0,1.0,1.0,4.0
