Canal,Formato,Tienda,Marca,Genero,Tipo,Cantidad_Inventario,Cantidad_Ventas,Precio_Lista_Mediana,n_skus_inventario,n_skus_con_ventas,n_registros_inv,flag_confiable,flag_tiene_ventas
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,RELOJ,1.0,0.0,1399900.0,1,0,1,False,False
Diesel,Linea,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,RELOJ,1.0,0.0,1399900.0,1,0,1,False,False
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,38.0,0.0,299900.0,30,0,30,True,False
Diesel,Linea,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,26.0,0.0,299900.0,23,0,23,True,False
Diesel,Linea,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,54.0,0.0,299900.0,43,0,43,True,False
Diesel,Linea,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,43.0,0.0,299900.0,41,0,41,True,False
Diesel,Linea,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,49.0,0.0,299900.0,43,0,43,True,False
Diesel,Linea,DIESEL UNICENTRO CALI,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,58.0,0.0,299900.0,48,0,48,True,False
Pilatos,Linea,MOVIL EVENTO 2,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,45.0,0.0,129900.0,5,0,5,False,False
Pilatos,Outlet,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,21.0,16.0,349900.0,13,14,13,True,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,21.0,8.0,324900.0,12,5,12,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,5.0,27.0,299900.0,5,20,5,False,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,31.0,13.0,299900.0,31,12,31,True,True
Pilatos,Linea,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,14.0,8.0,349900.0,10,8,10,True,True
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,10.0,4.0,349900.0,10,4,10,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,111.0,0.0,299900.0,34,0,34,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,36.0,0.0,299900.0,21,0,21,True,False
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,19.0,0.0,299900.0,11,0,11,True,False
Pilatos,Mixta,PILATOS PREMIUM SOPO,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,15.0,13.0,349900.0,11,9,11,True,True
Pilatos,Mixta,PILATOS UNICENTRO MEDELLIN,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,10.0,17.0,349900.0,7,11,7,False,True
Pilatos,Mixta,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,19.0,27.0,299900.0,11,18,11,True,True
Pilatos,Mixta,PILATOS UNICO BUCARAMANGA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,18.0,17.0,349900.0,9,12,9,False,True
Pilatos,Linea,PILATOS UNICO CALI 2,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,5.0,10.0,349900.0,5,9,5,False,True
Pilatos,Mixta,PILATOS UNICO PASTO,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,22.0,14.0,299900.0,11,10,11,True,True
Pilatos,Mixta,PILATOS UNICO PEREIRA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,13.0,14.0,324900.0,10,13,10,True,True
Pilatos,Mixta,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,13.0,4.0,349900.0,11,4,11,True,True
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,308.0,0.0,1299900.0,288,0,288,True,False
Diesel,Linea,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,399.0,0.0,1299900.0,347,0,347,True,False
Diesel,Linea,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,TENIS,367.0,0.0,1249900.0,337,0,337,True,False
Diesel,Linea,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,341.0,0.0,1299900.0,324,0,324,True,False
Diesel,Linea,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,335.0,0.0,1199900.0,314,0,314,True,False
Diesel,Linea,DIESEL UNICENTRO CALI,DIESEL ADULTO,MASCULINO,TENIS,354.0,0.0,1099900.0,333,0,333,True,False
Pilatos,Linea,MOVIL EVENTO 1,DIESEL ADULTO,MASCULINO,TENIS,1.0,34.0,799900.0,1,30,1,False,True
Pilatos,Linea,MOVIL EVENTO 2,DIESEL ADULTO,MASCULINO,TENIS,7.0,113.0,1249900.0,7,77,7,False,True
Pilatos,Franquicia,PILATOS  LETICIA AMAZONAS,DIESEL ADULTO,MASCULINO,TENIS,158.0,35.0,1149900.0,152,35,152,True,True
Pilatos,Franquicia,PILATOS ACCESORIOS CALLE 6 POPAYAN,DIESEL ADULTO,MASCULINO,TENIS,255.0,133.0,1149900.0,233,109,233,True,True
Pilatos,Franquicia,PILATOS ACCESORIOS MALL PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,TENIS,111.0,114.0,999900.0,104,80,104,True,True
Pilatos,Linea,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,DIESEL ADULTO,MASCULINO,TENIS,71.0,14.0,999900.0,61,14,61,True,True
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,DIESEL ADULTO,MASCULINO,TENIS,72.0,212.0,999900.0,69,146,69,True,True
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,MASCULINO,TENIS,97.0,112.0,1099900.0,91,83,91,True,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,101.0,59.0,999900.0,101,50,101,True,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,151.0,206.0,999900.0,137,139,137,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,130.0,80.0,1099900.0,121,72,121,True,True
Pilatos,Linea,PILATOS ARRECIFE SANTA MARTA,DIESEL ADULTO,MASCULINO,TENIS,142.0,57.0,1149900.0,128,49,128,True,True
Pilatos,Linea,PILATOS BUENAVISTA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,151.0,63.0,1099900.0,139,53,139,True,True
Pilatos,Linea,PILATOS BUENAVISTA MONTERIA,DIESEL ADULTO,MASCULINO,TENIS,107.0,82.0,1099900.0,96,68,96,True,True
Pilatos,Linea,PILATOS BUENAVISTA SANTA MARTA,DIESEL ADULTO,MASCULINO,TENIS,115.0,62.0,1149900.0,107,53,107,True,True
Pilatos,Franquicia,PILATOS CACIQUE BUCARAMANGA,DIESEL ADULTO,MASCULINO,TENIS,207.0,111.0,1099900.0,192,96,192,True,True
Pilatos,Franquicia,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,MASCULINO,TENIS,383.0,367.0,1099900.0,343,239,343,True,True
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,MASCULINO,TENIS,225.0,107.0,1099900.0,201,87,201,True,True
Pilatos,Linea,PILATOS CARIBE PLAZA CARTAGENA,DIESEL ADULTO,MASCULINO,TENIS,118.0,116.0,1099900.0,107,97,107,True,True
Pilatos,Outlet,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,MASCULINO,TENIS,103.0,98.0,1549900.0,87,61,87,True,True
Pilatos,Linea,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,MASCULINO,TENIS,148.0,87.0,999900.0,138,72,138,True,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,DIESEL ADULTO,MASCULINO,TENIS,100.0,117.0,1649900.0,64,88,64,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,202.0,229.0,1099900.0,186,185,186,True,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,MASCULINO,TENIS,211.0,102.0,1149900.0,194,89,194,True,True
Pilatos,Franquicia,PILATOS FUSAGASUGA,DIESEL ADULTO,MASCULINO,TENIS,134.0,24.0,999900.0,120,24,120,True,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,216.0,197.0,1099900.0,196,163,196,True,True
Pilatos,Linea,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,MASCULINO,TENIS,181.0,118.0,1099900.0,149,95,149,True,True
Pilatos,Franquicia,PILATOS IPIALES,DIESEL ADULTO,MASCULINO,TENIS,397.0,52.0,1099900.0,367,46,367,True,True
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,TENIS,279.0,145.0,1099900.0,217,124,217,True,True
Pilatos,Linea,PILATOS JEANS ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,79.0,9.0,1099900.0,75,9,75,True,True
Pilatos,Franquicia,PILATOS LA ESTACION IBAGUE,DIESEL ADULTO,MASCULINO,TENIS,174.0,107.0,1099900.0,157,80,157,True,True
Pilatos,Linea,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,MASCULINO,TENIS,173.0,67.0,1149900.0,164,56,164,True,True
Pilatos,Franquicia,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,MASCULINO,TENIS,291.0,105.0,1099900.0,209,87,209,True,True
Pilatos,Linea,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,MASCULINO,TENIS,121.0,90.0,999900.0,107,72,107,True,True
Pilatos,Franquicia,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,MASCULINO,TENIS,161.0,137.0,1099900.0,148,105,148,True,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,TENIS,253.0,77.0,1199900.0,227,71,227,True,True
Pilatos,Linea,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,MASCULINO,TENIS,134.0,72.0,999900.0,116,61,116,True,True
Pilatos,Franquicia,PILATOS MULTICENTRO IBAGUE,DIESEL ADULTO,MASCULINO,TENIS,3.0,0.0,309990.0,3,0,3,False,False
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,266.0,173.0,1099900.0,250,134,250,True,True
Pilatos,Linea,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,171.0,97.0,1149900.0,159,77,159,True,True
Pilatos,Linea,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,86.0,43.0,1649900.0,77,34,77,True,True
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,DIESEL ADULTO,MASCULINO,TENIS,61.0,30.0,1474900.0,28,12,28,True,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,613.0,0.0,1649900.0,214,0,214,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,TENIS,80.0,0.0,1649900.0,58,0,58,True,False
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,290.0,0.0,1149900.0,178,0,178,True,False
Pilatos,Linea,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,MASCULINO,TENIS,131.0,118.0,999900.0,125,96,125,True,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,DIESEL ADULTO,MASCULINO,TENIS,127.0,132.0,1099900.0,122,99,122,True,True
Pilatos,Mixta,PILATOS PREMIUM SOPO,DIESEL ADULTO,MASCULINO,TENIS,139.0,68.0,1649900.0,81,38,81,True,True
Pilatos,Linea,PILATOS PRIMAVERA URBANA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,160.0,40.0,1099900.0,136,38,136,True,True
Pilatos,Franquicia,PILATOS QUIBDO,DIESEL ADULTO,MASCULINO,TENIS,179.0,188.0,1099900.0,160,138,160,True,True
Pilatos,Mixta,PILATOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,MASCULINO,TENIS,181.0,111.0,1099900.0,172,90,172,True,True
Pilatos,Franquicia,PILATOS SAN SILVESTRE BARRANCABERMEJA,DIESEL ADULTO,MASCULINO,TENIS,135.0,34.0,1149900.0,119,30,119,True,True
Pilatos,Franquicia,PILATOS SANTA ROSA,DIESEL ADULTO,MASCULINO,TENIS,272.0,60.0,1149900.0,230,51,230,True,True
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,103.0,131.0,999900.0,100,103,100,True,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,MASCULINO,TENIS,150.0,146.0,999900.0,130,109,130,True,True
Pilatos,Linea,PILATOS UNICENTRO CALI,DIESEL ADULTO,MASCULINO,TENIS,272.0,122.0,1099900.0,221,105,221,True,True
Pilatos,Mixta,PILATOS UNICENTRO MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,85.0,49.0,1649900.0,75,44,75,True,True
Pilatos,Outlet,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,181.0,0.0,1124900.0,172,0,172,True,False
Pilatos,Franquicia,PILATOS UNICENTRO TUNJA,DIESEL ADULTO,MASCULINO,TENIS,146.0,35.0,1149900.0,135,31,135,True,True
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,327.0,64.0,1099900.0,319,60,319,True,True
Pilatos,Franquicia,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,TENIS,135.0,160.0,1149900.0,127,108,127,True,True
Pilatos,Mixta,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,122.0,114.0,1649900.0,87,75,87,True,True
Pilatos,Mixta,PILATOS UNICO BUCARAMANGA,DIESEL ADULTO,MASCULINO,TENIS,80.0,169.0,1649900.0,56,86,56,True,True
Pilatos,Linea,PILATOS UNICO CALI 2,DIESEL ADULTO,MASCULINO,TENIS,76.0,122.0,1549900.0,51,81,51,True,True
Pilatos,Mixta,PILATOS UNICO PASTO,DIESEL ADULTO,MASCULINO,TENIS,52.0,120.0,1599900.0,44,72,44,True,True
Pilatos,Mixta,PILATOS UNICO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,161.0,128.0,1649900.0,109,83,109,True,True
Pilatos,Mixta,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,93.0,61.0,1649900.0,72,37,72,True,True
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,134.0,93.0,1099900.0,130,76,130,True,True
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,74.0,130.0,1099900.0,71,98,71,True,True
Pilatos,Franquicia,PILATOS VIVA TUNJA,DIESEL ADULTO,MASCULINO,TENIS,139.0,66.0,1099900.0,128,50,128,True,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,118.0,71.0,1149900.0,106,59,106,True,True
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,MASCULINO,ZAPATOS,13.0,0.0,3499900.0,11,0,11,True,False
Diesel,Linea,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,ZAPATOS,3.0,0.0,3599900.0,3,0,3,False,False
Pilatos,Linea,PILATOS ARRECIFE SANTA MARTA,DIESEL ADULTO,MASCULINO,ZAPATOS,2.0,2.0,1499900.0,2,2,2,False,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,DIESEL ADULTO,MASCULINO,ZAPATOS,2.0,0.0,3199900.0,2,0,2,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,ZAPATOS,2.0,0.0,3199900.0,2,0,2,False,False
Pilatos,Linea,PILATOS UNICO CALI 2,DIESEL ADULTO,MASCULINO,ZAPATOS,2.0,0.0,3199900.0,2,0,2,False,False
Pilatos,Linea,MOVIL EVENTO 2,DIESEL ADULTO,NIÑA,CAMISA,2.0,0.0,399900.0,2,0,2,False,False
Pilatos,Linea,MOVIL EVENTO 2,DIESEL ADULTO,NIÑA,PANTALON,2.0,0.0,399900.0,2,0,2,False,False
Pilatos,Linea,MOVIL EVENTO 2,DIESEL ADULTO,NIÑA,VESTIDO,1.0,0.0,279900.0,1,0,1,False,False
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,242.0,0.0,73.0,5,0,5,False,False
Diesel,Linea,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,719.0,0.0,73.0,5,0,5,False,False
Diesel,Linea,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,212.0,0.0,73.0,5,0,5,False,False
Diesel,Linea,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,368.0,0.0,73.0,5,0,5,False,False
Diesel,Linea,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,992.0,0.0,73.0,5,0,5,False,False
Diesel,Linea,DIESEL UNICENTRO CALI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,574.0,0.0,73.0,6,0,6,False,False
Pilatos,Linea,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,98.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,27.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,115.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,22.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,59.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,62.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS ARRECIFE SANTA MARTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,227.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS BUENAVISTA BARRANQUILLA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,152.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS BUENAVISTA MONTERIA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,54.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS BUENAVISTA SANTA MARTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,23.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,29.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS CARIBE PLAZA CARTAGENA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,17.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,393.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,32.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,26.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,57.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,30.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,167.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,30.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,70.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS JEANS ANDINO BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,30.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,30.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,120.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS MAYORCA SABANETA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,100.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,67.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,34.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,140.0,0.0,73.0,4,0,4,False,False
Pilatos,Linea,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,92.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS NUESTRO MONTERIA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,438.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,100.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,50.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,182.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,53.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,16.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS PREMIUM SOPO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,176.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,147.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,58.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,63.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS UNICENTRO CALI,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,298.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS UNICENTRO MEDELLIN,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,100.0,0.0,73.0,1,0,1,False,False
Pilatos,Outlet,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,50.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,174.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS UNICO BUCARAMANGA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,76.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS UNICO CALI 2,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,158.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS UNICO PEREIRA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,243.0,0.0,73.0,1,0,1,False,False
Pilatos,Mixta,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,134.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,119.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,10.0,0.0,73.0,1,0,1,False,False
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,NO APLICA,MATERIAL DE EMPAQUE,78.0,0.0,73.0,1,0,1,False,False
Diesel,Linea,DIESEL ANDINO BOGOTA,DIESEL ADULTO,NO APLICA,TARJETA REGALO,50.0,0.0,100000.0,3,0,3,False,False
Diesel,Linea,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,NO APLICA,TARJETA REGALO,49.0,0.0,100000.0,5,0,5,False,False
Diesel,Linea,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,NO APLICA,TARJETA REGALO,40.0,0.0,100000.5,2,0,2,False,False
