Canal,Formato,Tienda,Marca,Genero,Tipo,Cantidad_Inventario,Cantidad_Ventas,Precio_Lista_Mediana,n_skus_inventario,n_skus_con_ventas,n_registros_inv,flag_confiable,flag_tiene_ventas
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,BERMUDA,4.0,9.0,419950.0,3,7,3,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,BERMUDA,10.0,0.0,299990.0,9,0,9,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,BUZO,7.0,9.0,599950.0,6,8,6,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,BUZO,9.0,0.0,499950.0,9,0,9,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,CAMISA,1.0,2.0,159950.0,1,2,1,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,CAMISA,4.0,0.0,159950.0,4,0,4,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,CAMISETA,19.0,20.0,279990.0,17,17,17,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,CAMISETA,24.0,0.0,269970.0,22,0,22,True,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,CHAQUETA,6.0,5.0,599950.0,5,5,5,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,CHAQUETA,9.0,0.0,749950.0,9,0,9,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,FALDA,14.0,12.0,349950.0,11,11,11,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,FALDA,17.0,0.0,399950.0,15,0,15,True,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,JEAN,9.0,16.0,549950.0,8,14,8,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,JEAN,7.0,0.0,549950.0,7,0,7,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,MEDIAS,1.0,0.0,599950.0,1,0,1,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,PANTALON,12.0,19.0,419950.0,12,19,12,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,PANTALON,44.0,0.0,439950.0,41,0,41,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,POLO,2.0,0.0,259970.0,2,0,2,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,SUDADERA,1.0,2.0,219950.0,1,2,1,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,SUDADERA,8.0,0.0,399990.0,7,0,7,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,TENIS,107.0,64.0,599950.0,105,59,105,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,TENIS,134.0,0.0,599950.0,134,0,134,True,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,FEMENINO,TOP,3.0,0.0,379950.0,3,0,3,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,TOP,1.0,0.0,379950.0,1,0,1,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,VESTIDO,2.0,0.0,549950.0,2,0,2,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,BERMUDA,2.0,5.0,449950.0,2,5,2,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,BERMUDA,8.0,0.0,349950.0,8,0,8,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,BUZO,2.0,5.0,699950.0,1,5,1,False,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,CAMISETA,1.0,10.0,699950.0,1,10,1,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,CAMISETA,7.0,0.0,299950.0,7,0,7,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,CHAQUETA,1.0,3.0,1399950.0,1,2,1,False,True
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,GORRO,1.0,2.0,139950.0,1,2,1,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,GORRO,2.0,0.0,159950.0,2,0,2,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,PANTALON,7.0,10.0,449950.0,7,10,7,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,PANTALON,18.0,0.0,699950.0,18,0,18,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,SANDALIAS,3.0,0.0,339950.0,3,0,3,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,SUDADERA,1.0,0.0,399950.0,1,0,1,False,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,SUDADERA,2.0,0.0,379950.0,2,0,2,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,MASCULINO,TENIS,31.0,14.0,599950.0,31,14,31,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,MASCULINO,TENIS,37.0,0.0,649950.0,37,0,37,True,False
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,UNISEX,BUZO,1.0,0.0,999950.0,1,0,1,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,UNISEX,MEDIAS,7.0,5.0,99950.0,7,5,7,False,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,UNISEX,MEDIAS,4.0,0.0,99950.0,4,0,4,False,False
Pilatos,Outlet,PILATOS DE MODA PRIME OUTLET LC 108,ADIDAS,UNISEX,TENIS,14.0,21.0,699950.0,14,19,14,True,True
Pilatos,Outlet,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,UNISEX,TENIS,31.0,0.0,649950.0,31,0,31,True,False
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,AHLI,UNISEX,FRAGANCIA,22.0,19.0,500000.0,8,8,8,False,True
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,AHLI,UNISEX,FRAGANCIA,14.0,7.0,500000.0,8,4,8,False,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AHLI,UNISEX,FRAGANCIA,19.0,20.0,500000.0,8,6,8,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AHLI,UNISEX,FRAGANCIA,24.0,52.0,500000.0,7,8,7,False,True
Pilatos,Linea,PILATOS CHIPICHAPE CALI,AHLI,UNISEX,FRAGANCIA,12.0,8.0,500000.0,7,4,7,False,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AHLI,UNISEX,FRAGANCIA,17.0,28.0,500000.0,7,7,7,False,True
Pilatos,Linea,PILATOS GRAN PLAZA IPIALES,AHLI,UNISEX,FRAGANCIA,13.0,5.0,500000.0,7,3,7,False,True
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,AHLI,UNISEX,FRAGANCIA,14.0,20.0,500000.0,8,7,8,False,True
Pilatos,Linea,PILATOS PLAZA FABRICATO BELLO,AHLI,UNISEX,FRAGANCIA,11.0,17.0,500000.0,7,5,7,False,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,AHLI,UNISEX,FRAGANCIA,15.0,13.0,500000.0,8,6,8,False,True
Pilatos,Mixta,PILATOS SAN NICOLAS RIONEGRO,AHLI,UNISEX,FRAGANCIA,2.0,0.0,500000.0,2,0,2,False,False
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,AHLI,UNISEX,FRAGANCIA,16.0,48.0,500000.0,8,8,8,False,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,AHLI,UNISEX,FRAGANCIA,13.0,14.0,500000.0,8,6,8,False,True
Pilatos,Linea,PILATOS UNICENTRO CALI,AHLI,UNISEX,FRAGANCIA,11.0,7.0,500000.0,7,4,7,False,True
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,AHLI,UNISEX,FRAGANCIA,11.0,10.0,500000.0,7,6,7,False,True
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,AHLI,UNISEX,FRAGANCIA,9.0,30.0,500000.0,7,6,7,False,True
Pilatos,Outlet,PILATOS OUTLET AMERICAS 2 BOGOTA,ALPHASTYLE,UNISEX,PANTALON,1.0,0.0,1159900.0,1,0,1,False,False
Pilatos,Franquicia,PILATOS ACCESORIOS CALLE 6 POPAYAN,ALPINESTARS,MASCULINO,GORRO,1.0,6.0,159900.0,1,6,1,False,True
Pilatos,Linea,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,ALPINESTARS,MASCULINO,GORRO,42.0,18.0,142900.0,26,16,26,True,True
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,ALPINESTARS,MASCULINO,GORRO,24.0,48.0,155900.0,17,33,17,True,True
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,ALPINESTARS,MASCULINO,GORRO,25.0,38.0,132900.0,18,29,18,True,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,ALPINESTARS,MASCULINO,GORRO,16.0,42.0,139900.0,11,31,11,True,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,ALPINESTARS,MASCULINO,GORRO,21.0,41.0,147900.0,16,28,16,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,ALPINESTARS,MASCULINO,GORRO,46.0,50.0,149900.0,32,37,32,True,True
Pilatos,Linea,PILATOS ARRECIFE SANTA MARTA,ALPINESTARS,MASCULINO,GORRO,40.0,31.0,132900.0,24,23,24,True,True
Pilatos,Linea,PILATOS BUENAVISTA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,41.0,21.0,139900.0,29,18,29,True,True
Pilatos,Linea,PILATOS BUENAVISTA MONTERIA,ALPINESTARS,MASCULINO,GORRO,28.0,60.0,139900.0,19,37,19,True,True
Pilatos,Linea,PILATOS BUENAVISTA SANTA MARTA,ALPINESTARS,MASCULINO,GORRO,41.0,43.0,147900.0,30,33,30,True,True
Pilatos,Franquicia,PILATOS CAMPANARIO POPAYAN,ALPINESTARS,MASCULINO,GORRO,33.0,77.0,149900.0,27,55,27,True,True
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,ALPINESTARS,MASCULINO,GORRO,28.0,39.0,145900.0,18,29,18,True,True
Pilatos,Linea,PILATOS CARIBE PLAZA CARTAGENA,ALPINESTARS,MASCULINO,GORRO,39.0,32.0,145900.0,27,26,27,True,True
Pilatos,Linea,PILATOS CHIPICHAPE CALI,ALPINESTARS,MASCULINO,GORRO,44.0,20.0,139900.0,27,17,27,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,ALPINESTARS,MASCULINO,GORRO,14.0,64.0,157900.0,10,38,10,True,True
Pilatos,Franquicia,PILATOS FUSAGASUGA,ALPINESTARS,MASCULINO,GORRO,1.0,3.0,139900.0,1,3,1,False,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,ALPINESTARS,MASCULINO,GORRO,28.0,30.0,135900.0,21,26,21,True,True
Pilatos,Linea,PILATOS GRAN PLAZA IPIALES,ALPINESTARS,MASCULINO,GORRO,48.0,58.0,145900.0,36,37,36,True,True
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,ALPINESTARS,MASCULINO,GORRO,30.0,76.0,139900.0,21,47,21,True,True
Pilatos,Linea,PILATOS LA HERRADURA TULUA,ALPINESTARS,MASCULINO,GORRO,48.0,55.0,135900.0,22,34,22,True,True
Pilatos,Franquicia,PILATOS LLANOGRANDE PALMIRA,ALPINESTARS,MASCULINO,GORRO,17.0,15.0,139900.0,10,15,10,True,True
Pilatos,Linea,PILATOS MALL PLAZA CARTAGENA,ALPINESTARS,MASCULINO,GORRO,29.0,37.0,145900.0,20,27,20,True,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,ALPINESTARS,MASCULINO,GORRO,22.0,36.0,135900.0,13,23,13,True,True
Pilatos,Linea,PILATOS MEGAMALL BUCARAMANGA,ALPINESTARS,MASCULINO,GORRO,23.0,37.0,139900.0,17,31,17,True,True
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,ALPINESTARS,MASCULINO,GORRO,32.0,19.0,145900.0,22,17,22,True,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,ALPINESTARS,MASCULINO,GORRO,26.0,0.0,135900.0,15,0,15,True,False
Pilatos,Linea,PILATOS PLAZA FABRICATO BELLO,ALPINESTARS,MASCULINO,GORRO,23.0,44.0,135900.0,15,25,15,True,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,ALPINESTARS,MASCULINO,GORRO,36.0,42.0,139900.0,26,35,26,True,True
Pilatos,Linea,PILATOS PRIMAVERA URBANA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,23.0,24.0,139900.0,15,19,15,True,True
Pilatos,Franquicia,PILATOS QUIBDO,ALPINESTARS,MASCULINO,GORRO,1.0,6.0,169900.0,1,6,1,False,True
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,ALPINESTARS,MASCULINO,GORRO,23.0,70.0,139900.0,18,45,18,True,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,ALPINESTARS,MASCULINO,GORRO,34.0,63.0,139900.0,27,42,27,True,True
Pilatos,Linea,PILATOS UNICENTRO CALI,ALPINESTARS,MASCULINO,GORRO,36.0,49.0,137900.0,26,39,26,True,True
Pilatos,Mixta,PILATOS UNICENTRO MEDELLIN,ALPINESTARS,MASCULINO,GORRO,1.0,3.0,176900.0,1,3,1,False,True
Pilatos,Outlet,PILATOS UNICENTRO PEREIRA,ALPINESTARS,MASCULINO,GORRO,40.0,0.0,135900.0,27,0,27,True,False
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,1.0,2.0,139900.0,1,2,1,False,True
Pilatos,Linea,PILATOS UNICO CALI 2,ALPINESTARS,MASCULINO,GORRO,2.0,7.0,135900.0,1,5,1,False,True
Pilatos,Mixta,PILATOS UNICO PASTO,ALPINESTARS,MASCULINO,GORRO,6.0,3.0,159900.0,3,3,3,False,True
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,ALPINESTARS,MASCULINO,GORRO,38.0,29.0,145900.0,27,24,27,True,True
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,ALPINESTARS,MASCULINO,GORRO,21.0,49.0,142900.0,16,33,16,True,True
Pilatos,Franquicia,PILATOS VIVA TUNJA,ALPINESTARS,MASCULINO,GORRO,29.0,32.0,142900.0,18,23,18,True,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,29.0,32.0,149900.0,19,27,19,True,True
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,AP CROWN,FEMENINO,CAMISETA,10.0,2.0,280000.0,10,2,10,True,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,CAMISETA,12.0,1.0,280000.0,12,1,12,True,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,FEMENINO,CAMISETA,23.0,9.0,295000.0,23,9,23,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,AP CROWN,FEMENINO,CAMISETA,19.0,3.0,295000.0,19,3,19,True,True
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,AP CROWN,FEMENINO,CAMISETA,23.0,1.0,295000.0,23,1,23,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,FEMENINO,CAMISETA,27.0,1.0,295000.0,25,1,25,True,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,AP CROWN,FEMENINO,CAMISETA,21.0,3.0,295000.0,21,3,21,True,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,AP CROWN,FEMENINO,CAMISETA,29.0,0.0,295000.0,28,0,28,True,False
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,AP CROWN,FEMENINO,CAMISETA,12.0,12.0,290000.0,12,11,12,True,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,AP CROWN,FEMENINO,CAMISETA,12.0,0.0,320000.0,12,0,12,True,False
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,AP CROWN,FEMENINO,CAMISETA,23.0,2.0,295000.0,23,2,23,True,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,AP CROWN,FEMENINO,CAMISETA,21.0,0.0,220000.0,15,0,15,True,False
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,AP CROWN,FEMENINO,CAMISETA,19.0,7.0,295000.0,19,7,19,True,True
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,AP CROWN,FEMENINO,CAMISETA,22.0,4.0,290000.0,22,4,22,True,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,AP CROWN,FEMENINO,CAMISETA,23.0,0.0,295000.0,23,0,23,True,False
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,AP CROWN,FEMENINO,CAMISETA,24.0,0.0,290000.0,24,0,24,True,False
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,AP CROWN,FEMENINO,CAMISETA,23.0,1.0,295000.0,23,1,23,True,True
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,AP CROWN,FEMENINO,CAMISETA,21.0,3.0,295000.0,21,3,21,True,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,CAMISETA,25.0,2.0,295000.0,25,2,25,True,True
Pilatos,Franquicia,PILATOS ACCESORIOS CALLE 6 POPAYAN,AP CROWN,FEMENINO,GORRO,13.0,3.0,260000.0,8,2,8,False,True
Pilatos,Franquicia,PILATOS ACCESORIOS MALL PLAZA MANIZALES,AP CROWN,FEMENINO,GORRO,8.0,10.0,260000.0,5,6,5,False,True
Pilatos,Linea,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,AP CROWN,FEMENINO,GORRO,18.0,0.0,260000.0,9,0,9,False,False
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,AP CROWN,FEMENINO,GORRO,5.0,9.0,260000.0,4,7,4,False,True
Pilatos,Linea,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,AP CROWN,FEMENINO,GORRO,15.0,3.0,260000.0,9,3,9,False,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,FEMENINO,GORRO,13.0,4.0,260000.0,8,3,8,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,FEMENINO,GORRO,9.0,6.0,260000.0,7,5,7,False,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,FEMENINO,GORRO,4.0,11.0,260000.0,3,8,3,False,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,AP CROWN,FEMENINO,GORRO,15.0,4.0,260000.0,9,4,9,False,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,AP CROWN,FEMENINO,GORRO,12.0,5.0,260000.0,8,5,8,False,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,GORRO,16.0,2.0,260000.0,9,2,9,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,FEMENINO,JEAN,8.0,3.0,435000.0,8,2,8,False,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS CARACOLI BUCARAMANGA,AP CROWN,FEMENINO,JEAN,2.0,3.0,450000.0,2,3,2,False,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,FEMENINO,JEAN,7.0,2.0,420000.0,7,2,7,False,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,AP CROWN,FEMENINO,JEAN,6.0,2.0,420000.0,6,2,6,False,True
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,AP CROWN,FEMENINO,JEAN,5.0,4.0,420000.0,5,4,5,False,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,AP CROWN,FEMENINO,JEAN,7.0,0.0,450000.0,7,0,7,False,False
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,AP CROWN,FEMENINO,JEAN,3.0,1.0,450000.0,3,1,3,False,True
Pilatos,Linea,PILATOS PORTAL DEL QUINDIO ARMENIA,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Franquicia,PILATOS UNICENTRO VILLAVICENCIO,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,AP CROWN,FEMENINO,JEAN,3.0,0.0,450000.0,3,0,3,False,False
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,AP CROWN,FEMENINO,JEAN,4.0,0.0,450000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,JEAN,8.0,1.0,435000.0,8,1,8,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,BERMUDA,18.0,14.0,370000.0,17,14,17,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,AP CROWN,MASCULINO,BERMUDA,4.0,0.0,360000.0,4,0,4,False,False
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,MASCULINO,BERMUDA,2.0,3.0,360000.0,2,3,2,False,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,AP CROWN,MASCULINO,BERMUDA,4.0,1.0,360000.0,4,1,4,False,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,AP CROWN,MASCULINO,BERMUDA,4.0,0.0,360000.0,4,0,4,False,False
Pilatos,Linea,PILATOS JARDIN PLAZA CALI,AP CROWN,MASCULINO,BERMUDA,2.0,3.0,360000.0,2,2,2,False,True
Pilatos,Mixta,PILATOS MAYORCA SABANETA,AP CROWN,MASCULINO,BERMUDA,1.0,2.0,360000.0,1,2,1,False,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,AP CROWN,MASCULINO,BERMUDA,26.0,0.0,370000.0,19,0,19,True,False
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,AP CROWN,MASCULINO,BERMUDA,4.0,0.0,360000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA BARRANQUILLA,AP CROWN,MASCULINO,BERMUDA,4.0,0.0,360000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,AP CROWN,MASCULINO,BERMUDA,4.0,0.0,360000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,BERMUDA,3.0,1.0,360000.0,3,1,3,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,BOLSO,2.0,1.0,535000.0,2,1,2,False,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,AP CROWN,MASCULINO,BOLSO,2.0,0.0,380000.0,2,0,2,False,False
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,BUZO,17.0,4.0,420000.0,16,4,16,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,AP CROWN,MASCULINO,BUZO,11.0,1.0,420000.0,11,1,11,True,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,MASCULINO,BUZO,9.0,8.0,420000.0,9,8,9,False,True
Pilatos,Linea,PILATOS FLORIDA PARQUE COMERCIAL,AP CROWN,MASCULINO,BUZO,4.0,5.0,370000.0,4,5,4,False,True
Pilatos,Linea,PILATOS GRAN ESTACION BOGOTA,AP CROWN,MASCULINO,BUZO,19.0,2.0,420000.0,19,2,19,True,True
Pilatos,Linea,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,AP CROWN,MASCULINO,BUZO,12.0,1.0,420000.0,12,1,12,True,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,AP CROWN,MASCULINO,BUZO,8.0,0.0,370000.0,8,0,8,False,False
Pilatos,Linea,PILATOS SANTAFE MEDELLIN,AP CROWN,MASCULINO,BUZO,9.0,4.0,420000.0,9,4,9,False,True
Pilatos,Linea,PILATOS UNICENTRO ARMENIA,AP CROWN,MASCULINO,BUZO,4.0,0.0,420000.0,4,0,4,False,False
Pilatos,Linea,PILATOS VIVA LC 143 ENVIGADO,AP CROWN,MASCULINO,BUZO,8.0,3.0,420000.0,8,3,8,False,True
Pilatos,Linea,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,BUZO,3.0,1.0,530000.0,3,1,3,False,True
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,CAMISA,4.0,2.0,200000.0,4,2,4,False,True
Pilatos,Linea,PILATOS EL TESORO MEDELLIN,AP CROWN,MASCULINO,CAMISA,2.0,3.0,200000.0,2,3,2,False,True
Pilatos,Outlet,PILATOS PLAZA CENTRAL  BOGOTA,AP CROWN,MASCULINO,CAMISA,8.0,0.0,325000.0,6,0,6,False,False
Pilatos,Linea,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,AP CROWN,MASCULINO,CAMISETA,31.0,1.0,350000.0,31,1,31,True,True
Pilatos,Linea,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,CAMISETA,11.0,0.0,350000.0,11,0,11,True,False
Pilatos,Linea,PILATOS ARBOLEDA PEREIRA,AP CROWN,MASCULINO,CAMISETA,72.0,46.0,350000.0,61,45,61,True,True
Pilatos,Linea,PILATOS ARKADIA LC 175 MEDELLIN,AP CROWN,MASCULINO,CAMISETA,37.0,7.0,340000.0,37,6,37,True,True
