CO,Tienda,Marca,Genero,Tipo,Cantidad,Precio_unitario_promedio,Precio_Intervalo
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,4.0,315000.0,"[315000.0, 340500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,8.0,390000.0,"[366000.0, 391500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,7.0,410000.0,"[391500.0, 417000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,10.0,420000.0,"[417000.0, 442500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,15.0,430000.0,"[417000.0, 442500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,3.0,440000.0,"[417000.0, 442500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,10.0,450000.0,"[442500.0, 468000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,2.0,480000.0,"[468000.0, 493500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,2.0,510000.0,"[493500.0, 519000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,1.0,530000.0,"[519000.0, 544500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,2.0,540000.0,"[519000.0, 544500.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,JEAN,3.0,700000.0,"[700000.0, 705000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,JEAN,1.0,750000.0,"[745000.0, 750050.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,POLO,9.0,450000.0,"[450000.0, 454000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,TENIS,6.0,1200000.0,"[1200000.0, 1200240.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,UNISEX,GORRO,4.0,320000.0,"[312000.0, 325000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,UNISEX,GORRO,8.0,340000.0,"[338000.0, 351000.0)"
138,PILATOS VIVA BARRANQUILLA,MONASTERY,UNISEX,GORRO,1.0,350000.0,"[338000.0, 351000.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,31.0,599900.0,"[599900.0, 606400.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,2.0,649900.0,"[645400.0, 651900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,6.0,659900.0,"[658400.0, 664965.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,FEMENINO,TENIS,5.0,664900.0,"[658400.0, 664965.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,1.0,589900.0,"[589900.0, 630900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,4.0,594900.0,"[589900.0, 630900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,3.0,719900.0,"[712900.0, 753900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,11.0,779900.0,"[753900.0, 794900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,1.0,849900.0,"[835900.0, 876900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,8.0,899900.0,"[876900.0, 917900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,1.0,919900.0,"[917900.0, 958900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,2.0,969900.0,"[958900.0, 1000310.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,2.0,994900.0,"[958900.0, 1000310.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,2.0,999900.0,"[958900.0, 1000310.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,13.0,649900.0,"[649900.0, 684900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,2.0,719900.0,"[719900.0, 754900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,6.0,899900.0,"[894900.0, 929900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,21.0,949900.0,"[929900.0, 964900.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,1.0,964900.0,"[964900.0, 1000250.0)"
138,PILATOS VIVA BARRANQUILLA,NEW BALANCE,UNISEX,TENIS,1.0,999900.0,"[964900.0, 1000250.0)"
138,PILATOS VIVA BARRANQUILLA,NIKE,FEMENINO,TENIS,1.0,599950.0,"[579950.0, 622950.0)"
138,PILATOS VIVA BARRANQUILLA,NIKE,FEMENINO,TENIS,1.0,619950.0,"[579950.0, 622950.0)"
138,PILATOS VIVA BARRANQUILLA,NIKE,FEMENINO,TENIS,2.0,659950.0,"[622950.0, 665950.0)"
138,PILATOS VIVA BARRANQUILLA,NIKE,FEMENINO,TENIS,5.0,969950.0,"[966950.0, 1010380.0)"
138,PILATOS VIVA BARRANQUILLA,OAKLEY,MASCULINO,GORRO,4.0,125900.0,"[125900.0, 132900.0)"
138,PILATOS VIVA BARRANQUILLA,OAKLEY,MASCULINO,GORRO,9.0,149900.0,"[146900.0, 153900.0)"
138,PILATOS VIVA BARRANQUILLA,OAKLEY,MASCULINO,GORRO,4.0,172900.0,"[167900.0, 174900.0)"
138,PILATOS VIVA BARRANQUILLA,OAKLEY,MASCULINO,GORRO,9.0,175900.0,"[174900.0, 181900.0)"
138,PILATOS VIVA BARRANQUILLA,ON,FEMENINO,TENIS,3.0,899990.0,"[899990.0, 909990.0)"
138,PILATOS VIVA BARRANQUILLA,ON,FEMENINO,TENIS,2.0,949990.0,"[949990.0, 959990.0)"
138,PILATOS VIVA BARRANQUILLA,ON,FEMENINO,TENIS,5.0,999990.0,"[989990.0, 1000090.0)"
138,PILATOS VIVA BARRANQUILLA,ON,MASCULINO,TENIS,1.0,849990.0,"[849990.0, 864990.0)"
138,PILATOS VIVA BARRANQUILLA,ON,MASCULINO,TENIS,3.0,949990.0,"[939990.0, 954990.0)"
138,PILATOS VIVA BARRANQUILLA,ON,MASCULINO,TENIS,11.0,999990.0,"[984990.0, 1000140.0)"
138,PILATOS VIVA BARRANQUILLA,PILATOS,UNISEX,PROTECCION,5.0,39900.0,"[39900.0, 39907.98)"
138,PILATOS VIVA BARRANQUILLA,REPLAY,FEMENINO,TENIS,2.0,549900.0,"[549900.0, 584900.0)"
138,PILATOS VIVA BARRANQUILLA,REPLAY,MASCULINO,CAMISETA,1.0,179900.0,"[179900.0, 191900.0)"
138,PILATOS VIVA BARRANQUILLA,REPLAY,MASCULINO,TENIS,2.0,449900.0,"[449900.0, 484900.0)"
138,PILATOS VIVA BARRANQUILLA,REPLAY,MASCULINO,TENIS,4.0,549900.0,"[519900.0, 554900.0)"
138,PILATOS VIVA BARRANQUILLA,REPLAY,MASCULINO,TENIS,2.0,799900.0,"[764900.0, 800250.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,FEMENINO,CAMISETA,2.0,219900.0,"[214900.0, 221900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,FEMENINO,CAMISETA,4.0,229900.0,"[228900.0, 235900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,FEMENINO,CAMISETA,4.0,249900.0,"[242900.0, 249970.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,CAMISETA,5.0,219900.0,"[219900.0, 225900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,CAMISETA,2.0,229900.0,"[225900.0, 231900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,CAMISETA,7.0,249900.0,"[249900.0, 255900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,CAMISETA,3.0,279900.0,"[273900.0, 279960.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,GORRO,1.0,159900.0,"[159900.0, 163900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,MORRAL,2.0,419900.0,"[408900.0, 435900.0)"
138,PILATOS VIVA BARRANQUILLA,SUPERDRY,MASCULINO,MORRAL,2.0,449900.0,"[435900.0, 462900.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,9.0,125900.0,"[125900.0, 130300.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,6.0,129900.0,"[125900.0, 130300.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,4.0,135900.0,"[134700.0, 139100.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,2.0,145900.0,"[143500.0, 147900.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,3.0,155900.0,"[152300.0, 156700.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,1.0,159900.0,"[156700.0, 161100.0)"
139,PILATOS VIVA VILLAVICENCIO,ALPINESTARS,MASCULINO,GORRO,4.0,169900.0,"[165500.0, 169944.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,CAMISETA,1.0,280000.0,"[271000.0, 282000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,CAMISETA,1.0,320000.0,"[315000.0, 326000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,GORRO,1.0,250000.0,"[250000.0, 253000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,FEMENINO,GORRO,1.0,280000.0,"[277000.0, 280030.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,BERMUDA,1.0,360000.0,"[360000.0, 360072.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,1.0,260000.0,"[260000.0, 276000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,2.0,270000.0,"[260000.0, 276000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,1.0,280000.0,"[276000.0, 292000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,1.0,340000.0,"[340000.0, 356000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,6.0,360000.0,"[356000.0, 372000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,CAMISETA,3.0,390000.0,"[388000.0, 404000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,GORRO,1.0,225000.0,"[220000.0, 226000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,GORRO,1.0,230000.0,"[226000.0, 232000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,PANTALON,1.0,320000.0,"[320000.0, 366500.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,PANTALON,2.0,520000.0,"[506000.0, 552500.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,PANTALON,1.0,540000.0,"[506000.0, 552500.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,UNISEX,GORRO,1.0,230000.0,"[227000.0, 234000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,UNISEX,GORRO,1.0,240000.0,"[234000.0, 241000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,UNISEX,GORRO,2.0,260000.0,"[255000.0, 262000.0)"
139,PILATOS VIVA VILLAVICENCIO,AP CROWN,UNISEX,GORRO,4.0,280000.0,"[276000.0, 283000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,MASCULINO,CAMISETA,1.0,320000.0,"[320000.0, 329000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,MASCULINO,CAMISETA,5.0,370000.0,"[365000.0, 374000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,MASCULINO,CAMISETA,4.0,390000.0,"[383000.0, 392000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,MASCULINO,GORRO,1.0,290000.0,"[290000.0, 291000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,MASCULINO,GORRO,1.0,300000.0,"[299000.0, 300010.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,UNISEX,GORRO,2.0,270000.0,"[270000.0, 273000.0)"
139,PILATOS VIVA VILLAVICENCIO,CLEMONT,UNISEX,GORRO,1.0,300000.0,"[297000.0, 300030.0)"
139,PILATOS VIVA VILLAVICENCIO,CONVERSE,FEMENINO,TENIS,3.0,399950.0,"[399950.0, 401450.0)"
139,PILATOS VIVA VILLAVICENCIO,CONVERSE,FEMENINO,TENIS,1.0,414950.0,"[413450.0, 414965.0)"
139,PILATOS VIVA VILLAVICENCIO,CONVERSE,UNISEX,TENIS,5.0,279950.0,"[279950.0, 294450.0)"
139,PILATOS VIVA VILLAVICENCIO,CONVERSE,UNISEX,TENIS,1.0,424950.0,"[410450.0, 425095.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,FEMENINO,TENIS,4.0,849900.0,"[849900.0, 924900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,FEMENINO,TENIS,1.0,1299900.0,"[1299900.0, 1374900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,FEMENINO,TENIS,2.0,1599900.0,"[1524900.0, 1600650.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,CAMISETA,4.0,349900.0,"[349900.0, 434900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,CAMISETA,5.0,399900.0,"[349900.0, 434900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,CAMISETA,2.0,449900.0,"[434900.0, 519900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,CAMISETA,6.0,499900.0,"[434900.0, 519900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,419900.0,"[417918.0, 421927.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,FRAGANCIA,1.0,424900.0,"[421927.0, 425936.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,5.0,799900.0,"[799900.0, 929900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,1.0,799920.0,"[799900.0, 929900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,3.0,849900.0,"[799900.0, 929900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,1.0,899900.0,"[799900.0, 929900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,6.0,999900.0,"[929900.0, 1059900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,3.0,1099900.0,"[1059900.0, 1189900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,1.0,1299900.0,"[1189900.0, 1319900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,1.0,1599900.0,"[1579900.0, 1709900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,POLO,3.0,399900.0,"[399900.0, 399979.98)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,23.0,949900.0,"[949900.0, 1014900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,17.0,999900.0,"[949900.0, 1014900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,5.0,1099900.0,"[1079900.0, 1144900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,3.0,1149900.0,"[1144900.0, 1209900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,8.0,1199900.0,"[1144900.0, 1209900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,2.0,1249900.0,"[1209900.0, 1274900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,3.0,1349900.0,"[1339900.0, 1404900.0)"
139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,TENIS,1.0,1399900.0,"[1339900.0, 1404900.0)"
139,PILATOS VIVA VILLAVICENCIO,GOORIN BROS,MASCULINO,GORRO,41.0,269900.0,"[269900.0, 278900.0)"
139,PILATOS VIVA VILLAVICENCIO,GOORIN BROS,MASCULINO,GORRO,2.0,299900.0,"[296900.0, 305900.0)"
139,PILATOS VIVA VILLAVICENCIO,GOORIN BROS,MASCULINO,GORRO,8.0,319900.0,"[314900.0, 323900.0)"
139,PILATOS VIVA VILLAVICENCIO,GOORIN BROS,MASCULINO,GORRO,7.0,359900.0,"[350900.0, 359990.0)"
139,PILATOS VIVA VILLAVICENCIO,GOORIN BROS,UNISEX,GORRO,1.0,269900.0,"[269900.0, 269953.98)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,109900.0,"[109900.0, 132900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,119900.0,"[109900.0, 132900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,6.0,139900.0,"[132900.0, 155900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,149900.0,"[132900.0, 155900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,169900.0,"[155900.0, 178900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,3.0,189900.0,"[178900.0, 201900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,12.0,199900.0,"[178900.0, 201900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,219900.0,"[201900.0, 224900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,2.0,239900.0,"[224900.0, 247900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,1.0,249900.0,"[247900.0, 270900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,1.0,249900.0,"[249900.0, 254900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,6.0,299900.0,"[294900.0, 299950.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,299900.0,"[299900.0, 334900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,349900.0,"[334900.0, 369900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,499900.0,"[474900.0, 509900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,1.0,549900.0,"[544900.0, 579900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,2.0,349900.0,"[349900.0, 378900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,1.0,549900.0,"[523900.0, 552900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,3.0,399900.0,"[399900.0, 405900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,3.0,89900.0,"[89900.0, 110900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,11.0,109900.0,"[89900.0, 110900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,28.0,139900.0,"[131900.0, 152900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,7.0,169900.0,"[152900.0, 173900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,43.0,189900.0,"[173900.0, 194900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,1.0,199900.0,"[194900.0, 215900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,209900.0,"[194900.0, 215900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,20.0,239900.0,"[236900.0, 257900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,4.0,249900.0,"[236900.0, 257900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,6.0,259900.0,"[257900.0, 278900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,2.0,279900.0,"[278900.0, 300110.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,1.0,299900.0,"[278900.0, 300110.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,2.0,199900.0,"[199900.0, 202900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,249900.0,"[249900.0, 291900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,5.0,349900.0,"[333900.0, 375900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,7.0,399900.0,"[375900.0, 417900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,3.0,449900.0,"[417900.0, 459900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,1.0,499900.0,"[459900.0, 501900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,2.0,549900.0,"[543900.0, 585900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,2.0,669900.0,"[627900.0, 670320.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,4.0,349900.0,"[349900.0, 371900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,2.0,449900.0,"[437900.0, 459900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,5.0,199900.0,"[198900.0, 211900.0)"
139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,3.0,249900.0,"[237900.0, 250900.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,5.0,290000.0,"[290000.0, 303000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,7.0,300000.0,"[290000.0, 303000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,10.0,310000.0,"[303000.0, 316000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,2.0,320000.0,"[316000.0, 329000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,2.0,420000.0,"[407000.0, 420130.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,JEAN,2.0,590000.0,"[590000.0, 600000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,JEAN,1.0,690000.0,"[680000.0, 690100.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,BUZO,2.0,690000.0,"[649000.0, 696000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISA,3.0,530000.0,"[530000.0, 530106.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,1.0,315000.0,"[315000.0, 352500.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,8.0,390000.0,"[390000.0, 427500.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,8.0,410000.0,"[390000.0, 427500.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,2.0,420000.0,"[390000.0, 427500.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,10.0,430000.0,"[427500.0, 465000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,3.0,450000.0,"[427500.0, 465000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,1.0,540000.0,"[540000.0, 577500.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CHAQUETA,1.0,1100000.0,"[1100000.0, 1100220.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,JEAN,6.0,700000.0,"[696000.0, 702000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,JEAN,1.0,750000.0,"[744000.0, 750060.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,POLO,5.0,450000.0,"[450000.0, 450090.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,UNISEX,GORRO,1.0,290000.0,"[287000.0, 296000.0)"
139,PILATOS VIVA VILLAVICENCIO,MONASTERY,UNISEX,GORRO,2.0,320000.0,"[314000.0, 323000.0)"
