Mes_Cierre,Codigo_Tienda,Tienda,Ciudad,Formato,Jefe_Zona,Target_Tasa_Recompra,Ticket_Promedio_3M,AUR_Neto_3M,Porcentaje_Descuento_3M,Tasa_Devolucion_Dinero_3M,Share_Bottoms_3M,Share_Tops_3M,Share_Calzado_3M,Share_Accesorios_3M,Share_MarcasPropias_3M,Share_Outlet_3M,Share_Femenino_3M,Share_Masculino_3M,UPT_3M,Penetracion_Bottoms_3M,Tasa_Outfit_Completo_3M,Tasa_Captura_HabeasData_3M,Tasa_Captura_Email_3M,Tasa_Captura_Celular_3M,Antiguedad_Promedio_Ponderada_3M
2024-11-01,481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1645,898304.95,484880.52,0.5115,0.0577,0.4369,0.2066,0.3099,0.1627,1.0,0.9515,0.1527,0.8379,1.94,0.4737,0.0947,0.2491,0.2421,0.2561,112.0
2024-11-01,166,PILATOS CAMPANARIO POPAYAN,Popayán,Pilatos,PARRA NAVIA KAROL YESENIA,0.1644,477664.34,297741.55,0.1832,0.0593,0.0934,0.325,0.4995,0.1598,0.8529,0.7913,0.2059,0.7659,1.69,0.0773,0.0266,0.1682,0.1717,0.1837,0.0
2024-11-01,141,PILATOS BUENAVISTA MONTERIA,Montería,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1637,537258.71,298781.63,0.2051,0.0645,0.2664,0.259,0.311,0.2376,0.7558,0.6524,0.125,0.811,1.87,0.2041,0.0573,0.2294,0.2385,0.2339,14.0
2024-11-01,739,MFG FUNDADORES MANIZALES,Manizales,MFG,HENAO LOPEZ MARIBEL,0.1631,303280.17,197621.27,0.1473,0.0782,0.3997,0.4083,0.0812,0.2577,0.9505,0.7953,0.3213,0.6735,1.67,0.2904,0.0561,0.1353,0.1683,0.1848,0.0
2024-11-01,193,PILATOS UNICENTRO TUNJA,Tunja,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1581,642266.44,357202.53,0.2642,0.1,0.1995,0.4027,0.3041,0.3553,0.8857,0.8187,0.21,0.7567,1.9,0.1857,0.0879,0.1922,0.1987,0.2052,0.0
2024-11-01,718,SUPERDRY CAMPANARIO POPAYAN,Popayán,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1579,398002.55,284706.84,0.2346,0.0608,0.0636,0.7964,0.0704,0.5972,1.0,0.799,0.1799,0.8201,1.49,0.0598,0.0186,0.134,0.1423,0.132,0.0
2024-11-01,08P,PILATOS UNICO BARRANQUILLA,Barranquilla,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1563,314714.33,156915.9,0.4509,0.0536,0.3136,0.3754,0.2176,0.2293,0.8985,0.8944,0.1618,0.8107,2.08,0.3273,0.1057,0.2801,0.2846,0.306,43.7
2024-11-01,188,PILATOS CACIQUE BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1548,682639.37,339481.34,0.1855,0.0623,0.3132,0.2697,0.3333,0.1509,0.8611,0.7284,0.2002,0.772,2.1,0.2611,0.0842,0.1552,0.1697,0.1564,0.0
2024-11-01,429,DIESEL LA QUINTA BUCARAMANGA,Bucaramanga,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1538,1201435.7,782459.28,0.2416,0.1229,0.58,0.1513,0.2125,0.1091,1.0,0.8345,0.1936,0.8064,1.72,0.4858,0.0709,0.344,0.3475,0.3475,60.4
2024-11-01,101,PILATOS BUENAVISTA BARRANQUILLA,Barranquilla,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1507,615661.94,343474.55,0.2073,0.0765,0.2322,0.266,0.3924,0.1981,0.6663,0.679,0.1642,0.7729,1.9,0.2132,0.0566,0.3566,0.3528,0.3604,141.6
2024-11-01,M03,MFG CARACOLI BUCARAMANGA,Floridablanca,MFG,HENAO LOPEZ MARIBEL,0.1486,432879.09,203855.85,0.1462,0.0463,0.5311,0.3344,0.0443,0.2127,0.9922,0.7663,0.2937,0.7047,2.22,0.5123,0.214,0.1193,0.144,0.1255,37.0
2024-11-01,421,DIESEL FONTANAR CHIA,Chía,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1478,1394231.21,878828.21,0.2291,0.093,0.4613,0.207,0.2639,0.1882,1.0,0.836,0.2156,0.7616,1.74,0.4436,0.0714,0.2782,0.2744,0.2782,63.2
2024-11-01,14P,PILATOS SAN NICOLAS RIONEGRO,Rionegro,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1475,530202.07,337302.24,0.3137,0.1096,0.0878,0.2218,0.6447,0.1732,0.8015,0.8716,0.2717,0.6828,1.71,0.147,0.0485,0.1405,0.1729,0.1422,12.0
2024-11-01,11P,PILATOS UNICO PEREIRA,Dosquebradas,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1468,428875.95,218620.77,0.4213,0.0874,0.1443,0.3534,0.422,0.2348,0.7141,0.8157,0.1358,0.8171,2.07,0.1582,0.0578,0.1114,0.1437,0.1284,233.2
2024-11-01,728,SUPERDRY PASTO,Pasto,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1429,487238.2,332881.14,0.2942,0.0338,0.028,0.8615,0.0346,0.8189,1.0,0.8017,0.2345,0.7655,1.51,0.0398,0.0094,0.0656,0.0913,0.0913,0.0
2024-11-01,218,NEW BALANCE ARBOLEDA,Pereira,NewBalance,LLANOS GIRALDO ERIKA MARCELA,0.1429,761767.48,588237.43,0.0877,0.0749,0.0169,0.0362,0.9325,0.0384,1.0,0.815,0.3382,0.4989,1.39,0.0358,0.0025,0.12,0.1383,0.1425,58.5
2024-11-01,607,SUPERDRY DE MODA PRIME OUTLET LC 110,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.1418,378641.4,186271.61,0.4426,0.0502,0.088,0.6908,0.1022,0.5085,1.0,0.9184,0.153,0.847,2.15,0.125,0.0491,0.0893,0.1131,0.1146,102.9
2024-11-01,334,PILATOS OUTLET CHAPINERO,"Bogotá, D.C.",Pilatos,,0.1394,318682.91,158916.55,0.5909,0.063,0.1801,0.3426,0.3361,0.3824,0.8371,0.9878,0.2504,0.7286,2.09,0.2326,0.0749,0.1283,0.115,0.1257,23.2
2024-11-01,142,PILATOS MEGAMALL BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1365,555708.65,308135.46,0.2026,0.0784,0.2381,0.27,0.4164,0.1526,0.8355,0.7618,0.2324,0.7396,1.94,0.27,0.0864,0.2225,0.1944,0.1879,34.5
2024-11-01,223,NEW BALANCE MALL PLAZA MANIZALES,Manizales,NewBalance,LLANOS GIRALDO ERIKA MARCELA,0.1359,604226.44,524315.25,0.1175,0.083,0.0147,0.0492,0.9089,0.0547,1.0,0.8618,0.3965,0.5403,1.24,0.0264,0.0078,0.0949,0.1182,0.1182,13.7
2024-11-01,430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.1352,946588.61,481289.14,0.4962,0.0485,0.2814,0.2133,0.4429,0.1534,1.0,0.9239,0.1994,0.7794,2.05,0.2724,0.0631,0.1993,0.2458,0.2492,258.9
2024-11-01,601,SUPERDRY TITAN PLAZA BOGOTA,"Bogotá, D.C.",Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1343,467262.52,336670.57,0.2793,0.1013,0.0589,0.8208,0.0484,0.7295,1.0,0.8231,0.2191,0.7809,1.54,0.0673,0.0247,0.1996,0.2085,0.213,17.4
2024-11-01,138,PILATOS VIVA BARRANQUILLA,Barranquilla,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1341,446526.06,280182.84,0.1995,0.0762,0.1297,0.3419,0.3873,0.2379,0.6143,0.6918,0.0971,0.8133,1.69,0.1226,0.035,0.338,0.3485,0.3608,75.9
2024-11-01,426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1336,1305956.18,790523.37,0.249,0.0709,0.3359,0.1555,0.4304,0.1648,1.0,0.7845,0.1225,0.8586,1.76,0.3297,0.0842,0.1868,0.2125,0.2015,26.9
2024-11-01,192,PILATOS MALL PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1335,475578.47,320887.62,0.2025,0.055,0.1014,0.321,0.4702,0.2412,0.7159,0.7355,0.1962,0.7394,1.57,0.0876,0.0279,0.1394,0.1633,0.1753,0.2
2024-11-01,P03,PILATOS BARRANQUILLA,Soledad,Pilatos,,0.1321,313653.42,67338.02,0.0038,0.0,0.0881,0.6896,0.1176,0.4004,0.9186,1.0,0.1779,0.799,4.66,0.2105,0.1447,0.1974,0.1974,0.1711,0.0
2024-11-01,116,PILATOS ARBOLEDA PEREIRA,Pereira,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1312,585687.27,348087.92,0.1832,0.0906,0.1219,0.285,0.4585,0.2289,0.5042,0.5886,0.1741,0.7488,1.8,0.0983,0.0384,0.161,0.1788,0.1863,65.6
2024-11-01,737,PILATOS LA ESTACION IBAGUE,Ibagué,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1302,407992.33,249985.95,0.1651,0.0457,0.1461,0.4176,0.3177,0.2369,0.8137,0.7962,0.1787,0.7743,1.7,0.1313,0.0473,0.1359,0.1435,0.1557,0.0
2024-11-01,317,PILATOS UNICENTRO PEREIRA,Pereira,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1302,497643.62,332319.06,0.1835,0.0848,0.1368,0.4003,0.3397,0.2795,0.594,0.6842,0.2002,0.737,1.6,0.1131,0.0276,0.1683,0.1709,0.191,16.2
2024-11-01,744,PILATOS  LETICIA AMAZONAS,Leticia,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1298,405312.31,216166.57,0.2365,0.0185,0.2243,0.4335,0.227,0.2461,0.8207,0.7989,0.2818,0.6912,1.93,0.2,0.0938,0.025,0.0313,0.0375,0.0
2024-11-01,122,PILATOS ARRECIFE SANTA MARTA,Santa Marta,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1298,461148.32,244903.63,0.1839,0.0518,0.2571,0.3009,0.2354,0.3611,0.627,0.679,0.1731,0.7507,1.97,0.234,0.0665,0.1968,0.2101,0.2101,146.8
2024-11-01,712,SUPERDRY IPIALES,Ipiales,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1271,550594.03,375638.92,0.2681,0.0213,0.0265,0.9106,0.0138,0.8613,1.0,0.8891,0.2537,0.7463,1.49,0.0342,0.0068,0.1233,0.1233,0.1096,0.0
2024-11-01,630,SUPERDRY SAN NICOLAS RIONEGRO,Rionegro,Superdry,ACEVEDO GALLO CLARA INES,0.1271,485366.98,314475.52,0.2126,0.0551,0.0621,0.7915,0.1083,0.6193,1.0,0.7236,0.2615,0.7385,1.63,0.0784,0.0252,0.112,0.1176,0.1317,6.3
2024-11-01,720,PILATOS PASTO,Pasto,Pilatos,PARRA NAVIA KAROL YESENIA,0.1258,631526.7,388330.08,0.194,0.0288,0.1326,0.4284,0.3358,0.3392,0.8208,0.692,0.2045,0.7567,1.67,0.1212,0.0556,0.1086,0.1162,0.1136,0.0
2024-11-01,M12,MFG CENTRO COMERCIAL EL EDÉN,"Bogotá, D.C.",MFG,HENAO LOPEZ MARIBEL,0.125,247774.35,98567.17,0.6049,0.0562,0.3622,0.4769,0.0,0.5448,1.0,1.0,0.3281,0.6563,2.64,0.4587,0.2294,0.0367,0.0367,0.055,0.9
2024-11-01,107,PILATOS MALL PLAZA CARTAGENA,Cartagena De Indias,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.125,426195.41,269149.47,0.1616,0.049,0.1621,0.3406,0.3406,0.2473,0.6208,0.6771,0.1697,0.7658,1.64,0.1576,0.06,0.197,0.227,0.2289,2.5
2024-11-01,183,PILATOS IPIALES,Ipiales,Pilatos,PARRA NAVIA KAROL YESENIA,0.1241,702422.15,398948.5,0.1974,0.0423,0.1177,0.4198,0.3885,0.3726,0.8216,0.771,0.2623,0.715,1.82,0.1111,0.057,0.1795,0.1937,0.1937,64.0
2024-11-01,721,PILATOS ACCESORIOS SAN SILVIESTRE,Barrancabermeja,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1237,422055.26,328420.48,0.1467,0.0411,0.0095,0.1407,0.5797,0.324,0.515,0.6631,0.2451,0.6237,1.34,0.0213,0.0,0.0468,0.0511,0.0596,0.0
2024-11-01,M09,MFG CHIPICHAPE CALI,Cali,MFG,HENAO LOPEZ MARIBEL,0.1221,384315.78,207738.26,0.1507,0.0603,0.4917,0.375,0.0338,0.2846,0.9729,0.7947,0.3664,0.6336,1.97,0.4375,0.1563,0.1313,0.15,0.1625,75.4
2024-11-01,12P,PILATOS UNICO VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1205,307875.65,173432.14,0.4082,0.0485,0.1734,0.362,0.3547,0.2125,0.7702,0.8578,0.1188,0.8373,1.84,0.1767,0.0543,0.1566,0.1566,0.1674,37.9
2024-11-01,139,PILATOS VIVA VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1192,584744.58,346623.92,0.151,0.0516,0.2819,0.2662,0.3315,0.1853,0.7224,0.677,0.1157,0.8357,1.77,0.181,0.0541,0.2318,0.2386,0.242,73.5
2024-11-01,402,DIESEL BUENAVISTA BARRANQUILLA,Barranquilla,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.119,1263449.98,849911.13,0.21,0.0783,0.5517,0.1308,0.2103,0.1266,1.0,0.803,0.1944,0.7699,1.57,0.4627,0.0746,0.3582,0.3701,0.394,45.7
2024-11-01,150,PILATOS PASEO VILLA DEL RIO BOGOTA,"Bogotá, D.C.",Pilatos,,0.1189,374270.97,211666.35,0.4246,0.0437,0.3274,0.3723,0.225,0.312,0.8014,0.8608,0.1904,0.7759,1.85,0.3444,0.0927,0.0497,0.0596,0.0662,12.0
2024-11-01,13P,PILATOS NQS MALL PLAZA BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.1181,544164.17,364634.6,0.1813,0.0937,0.132,0.356,0.361,0.3696,0.7792,0.7403,0.1474,0.7899,1.61,0.1315,0.0367,0.1223,0.1284,0.1407,47.4
2024-11-01,17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,Rionegro,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1178,559437.95,390340.19,0.1924,0.0818,0.0117,0.171,0.7147,0.1568,0.6093,0.7733,0.2192,0.636,1.54,0.0172,0.0095,0.1374,0.145,0.1412,20.5
2024-11-01,422,DIESEL OUTLET MAYORCA SABANETA,Sabaneta,Diesel,ACEVEDO GALLO CLARA INES,0.1174,936726.44,706469.66,0.2697,0.0857,0.2334,0.1441,0.5405,0.139,1.0,0.8232,0.2127,0.7451,1.44,0.1926,0.0259,0.1704,0.1889,0.1556,74.6
2024-11-01,119,PILATOS CARIBE PLAZA CARTAGENA,Cartagena De Indias,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1159,463572.86,268095.83,0.1904,0.0476,0.1252,0.3248,0.3889,0.2678,0.6422,0.7496,0.1123,0.7946,1.79,0.1124,0.0426,0.1959,0.1993,0.1891,35.8
2024-11-01,102,PILATOS PORTAL DEL QUINDIO ARMENIA,Armenia,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1146,398033.19,315534.85,0.1994,0.0892,0.0074,0.2247,0.5505,0.2242,0.6509,0.7151,0.1418,0.6932,1.38,0.0054,0.0,0.1267,0.1429,0.1321,1.8
2024-11-01,416,DIESEL JARDIN PLAZA CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1145,1212560.37,854383.32,0.1758,0.0558,0.3087,0.2376,0.3404,0.1834,1.0,0.786,0.2105,0.7668,1.5,0.2536,0.0409,0.2147,0.2127,0.1984,60.6
2024-11-01,411,DIESEL EL TESORO MEDELLIN,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.1144,1719267.43,984593.0,0.2147,0.0554,0.5006,0.1955,0.1352,0.2805,1.0,0.7364,0.3249,0.6408,1.83,0.4814,0.0788,0.2713,0.2998,0.3063,71.2
2024-11-01,622,SUPERDRY PLAZA FABRICATO BELLO,Bello,Superdry,ACEVEDO GALLO CLARA INES,0.114,416417.19,282025.0,0.2249,0.0635,0.0297,0.7072,0.1552,0.5687,1.0,0.8168,0.2429,0.7571,1.59,0.0399,0.0153,0.0493,0.0599,0.0587,29.2
2024-11-01,129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,Bello,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1131,607980.48,437591.05,0.1652,0.0796,0.0035,0.1155,0.7823,0.1332,0.5665,0.7696,0.2376,0.6429,1.5,0.0079,0.0029,0.06,0.0796,0.0629,48.5
2024-11-01,09P,PILATOS UNICO CALI,Cali,Pilatos,,0.1124,386653.48,180926.43,0.4553,0.0557,0.2018,0.4004,0.3222,0.183,0.8844,0.9061,0.1469,0.8154,2.22,0.2102,0.0614,0.1449,0.1632,0.1632,65.7
2024-11-01,732,PILATOS CC PLAZA BARCELONA SOGAMOSO,Sogamoso,Pilatos,,0.1111,474156.62,327874.26,0.2598,0.0048,0.1858,0.2978,0.4331,0.2048,0.7964,0.7885,0.2216,0.7024,1.48,0.1692,0.0462,0.2154,0.2154,0.1846,0.0
2024-11-01,410,DIESEL UNICENTRO CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1111,1091252.72,768714.97,0.2057,0.0489,0.3745,0.1749,0.4012,0.099,1.0,0.7771,0.1642,0.8358,1.5,0.3427,0.0699,0.3077,0.3077,0.3077,61.4
2024-11-01,143,PILATOS CARACOLI BUCARAMANGA,Floridablanca,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1097,495772.08,298539.06,0.2056,0.0832,0.3709,0.2557,0.2726,0.1615,0.8153,0.7832,0.2009,0.7645,1.78,0.3063,0.0676,0.1592,0.1742,0.1622,36.0
2024-11-01,145,PILATOS DE MODA PRIME OUTLET LC 108,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1079,369797.93,163031.3,0.4579,0.0415,0.186,0.428,0.2671,0.3067,0.8333,0.9066,0.1831,0.7606,2.35,0.2108,0.0814,0.1485,0.1928,0.1569,564.9
2024-11-01,405,DIESEL GRAN ESTACION BOGOTA,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1075,1392820.04,760923.06,0.271,0.0852,0.5194,0.1765,0.2174,0.1896,1.0,0.8152,0.1524,0.8291,1.97,0.487,0.0696,0.3043,0.3174,0.3087,44.0
2024-11-01,110,PILATOS JARDIN PLAZA CALI,Cali,Pilatos,PARRA NAVIA KAROL YESENIA,0.1057,560860.26,314081.75,0.1578,0.0493,0.1657,0.3394,0.3552,0.2238,0.7164,0.6751,0.1191,0.8068,1.85,0.1296,0.0498,0.1769,0.1752,0.1694,108.8
2024-11-01,M10,MFG SAN NICOLAS RIONEGRO,Rionegro,MFG,HENAO LOPEZ MARIBEL,0.1029,331383.02,205660.95,0.1224,0.0304,0.3881,0.4359,0.0939,0.3029,0.9429,0.8035,0.3066,0.6905,1.65,0.3534,0.0883,0.1237,0.1378,0.1343,135.1
2024-11-01,618,SUPERDRY EL RETIRO BOGOTA,"Bogotá, D.C.",Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.1022,551348.8,397260.05,0.1592,0.1102,0.0411,0.8324,0.0745,0.702,1.0,0.7807,0.1472,0.8528,1.58,0.0727,0.0182,0.2182,0.2182,0.2121,4.2
2024-11-01,488,DIESEL CENTRO COMERCIAL EL EDEN,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1017,1014490.38,436616.11,0.5822,0.0211,0.3675,0.3449,0.2237,0.2824,1.0,0.958,0.1995,0.7891,2.38,0.5294,0.2647,0.2941,0.2941,0.2941,44.0
2024-11-01,149,PILATOS NUESTRO BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.1,407115.28,261013.43,0.2779,0.0846,0.1142,0.2955,0.4185,0.321,0.7243,0.7764,0.1825,0.7045,1.69,0.1195,0.0252,0.0943,0.1195,0.1321,18.5
2024-11-01,111,PILATOS UNICENTRO CALI,Cali,Pilatos,PARRA NAVIA KAROL YESENIA,0.0971,514335.58,301643.73,0.1683,0.0404,0.2186,0.2897,0.3275,0.246,0.6765,0.7285,0.1349,0.7968,1.77,0.1591,0.054,0.2161,0.2423,0.2219,54.6
2024-11-01,738,PILATOS ACCESORIOS MALL PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.0971,498375.65,403761.29,0.1754,0.0709,0.0048,0.009,0.7886,0.1994,0.5973,0.7664,0.2437,0.6232,1.31,0.0082,0.0027,0.0436,0.0572,0.0545,0.2
2024-11-01,423,DIESEL PARQUE LA COLINA BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.0946,1288061.14,885762.59,0.1869,0.059,0.5897,0.1389,0.2047,0.1497,1.0,0.7678,0.1497,0.8465,1.55,0.4502,0.0319,0.2709,0.2749,0.2948,24.1
2024-11-01,302,PILATOS PLAZA CENTRAL  BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0936,529235.59,273725.57,0.4155,0.0863,0.3305,0.2884,0.3107,0.2293,0.8922,0.8339,0.1936,0.7795,2.06,0.3471,0.1097,0.1259,0.1403,0.1457,68.2
2024-11-01,121,PILATOS TITAN PLAZA BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0933,572953.99,323394.13,0.211,0.0728,0.1803,0.3397,0.3741,0.288,0.6371,0.7153,0.1788,0.7612,1.9,0.1979,0.07,0.1766,0.2131,0.1933,128.5
2024-11-01,664,KIPLING LA QUINTA BUCARAMANGA,Bucaramanga,Kipling,HERNANDEZ TELLEZ SANDRA PAOLA,0.0933,473169.32,371879.25,0.1727,0.0587,0.0,0.0,0.0,1.0,1.0,0.591,1.0,0.0,1.33,0.0,0.0,0.1673,0.2179,0.2023,54.0
2024-11-01,409,DIESEL CHIPICHAPE CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.0932,1339497.63,825469.2,0.2245,0.0437,0.4456,0.1586,0.2813,0.1557,1.0,0.7662,0.1429,0.8044,1.69,0.3553,0.0733,0.1868,0.2234,0.2198,20.5
2024-11-01,170,PILATOS UNICENTRO VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.093,576026.2,317138.02,0.1809,0.0361,0.3689,0.3152,0.2254,0.1886,0.7207,0.7633,0.1587,0.7972,1.88,0.3163,0.0867,0.2704,0.2806,0.2806,0.0
2024-11-01,483,DIESEL TITAN PLAZA BOGOTA,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.0927,1147286.24,781037.17,0.2169,0.0884,0.3879,0.1459,0.379,0.1792,1.0,0.7908,0.1512,0.8116,1.56,0.2825,0.0452,0.1977,0.2203,0.2034,52.3
2024-11-01,146,PILATOS VIVA LC 143 ENVIGADO,Envigado,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.0926,562997.15,334742.15,0.1933,0.0779,0.1051,0.3245,0.4488,0.2108,0.6068,0.6876,0.1389,0.7786,1.8,0.0984,0.0471,0.1241,0.1284,0.1298,49.0
2024-11-01,210,NEW BALANCE EL TESORO MEDELLIN,Medellín,NewBalance,POSADA RESTREPO MALORY DEL PILAR,0.0925,680605.61,574278.29,0.087,0.0883,0.0132,0.0282,0.9343,0.0473,1.0,0.8323,0.2964,0.5415,1.29,0.028,0.0019,0.1475,0.1659,0.1601,55.2
2024-11-01,212,NEW BALANCE CARACOLI BUCARAMANGA,Floridablanca,NewBalance,SANTOS HERNANDEZ ANGELICA MARIA,0.0921,697302.5,527807.06,0.0703,0.0761,0.0271,0.0512,0.8866,0.0776,1.0,0.8443,0.3449,0.5727,1.4,0.0416,0.0067,0.1082,0.1131,0.1148,43.9
2024-11-01,108,PILATOS GRAN ESTACION BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.091,607651.48,358410.02,0.2087,0.0818,0.3375,0.2532,0.2999,0.2326,0.764,0.7386,0.1966,0.7477,1.81,0.2811,0.0806,0.2116,0.2228,0.2206,22.1
2024-11-01,623,SUPERDRY CARACOLI BUCARAMANGA,Floridablanca,Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0896,405451.3,261547.6,0.1917,0.0313,0.1128,0.6746,0.1373,0.3889,1.0,0.857,0.1434,0.8442,1.6,0.1245,0.0321,0.1807,0.1847,0.1847,7.2
2024-11-01,15P,PILATOS UNICENTRO MEDELLIN,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.0889,334386.02,175954.22,0.4014,0.0357,0.1998,0.4467,0.1939,0.3345,0.7352,0.8713,0.225,0.7258,1.94,0.1909,0.0747,0.1432,0.1722,0.166,5.6
2024-11-01,605,SUPERDRY MAYORCA SABANETA,Sabaneta,Superdry,ACEVEDO GALLO CLARA INES,0.0882,389293.27,261433.65,0.3031,0.0636,0.0518,0.7541,0.0925,0.592,1.0,0.8497,0.1866,0.8134,1.58,0.0669,0.0232,0.0902,0.1038,0.0929,28.1
2024-11-01,224,NEW BALANCE PLAZA FABRICATO BELLO,Bello,NewBalance,GONZALEZ PULGARIN OLGA PATRICIA,0.0874,641525.9,557797.33,0.0975,0.0916,0.0023,0.026,0.9576,0.028,1.0,0.8328,0.3748,0.5206,1.25,0.0063,0.0021,0.0698,0.0803,0.0803,11.4
2024-11-01,104,PILATOS BUENAVISTA SANTA MARTA,Santa Marta,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.087,390734.56,271815.35,0.1369,0.0499,0.0972,0.2959,0.4608,0.1969,0.6241,0.7168,0.0696,0.8351,1.51,0.0806,0.0222,0.1452,0.1492,0.125,69.8
2024-11-01,606,SUPERDRY OVIEDO MEDELLIN,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.0865,420175.6,299996.34,0.2016,0.0779,0.0931,0.7022,0.1041,0.5555,1.0,0.8145,0.2457,0.7543,1.48,0.1054,0.0331,0.1175,0.1446,0.1566,17.0
2024-11-01,113,PILATOS EL TESORO MEDELLIN,Medellín,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.086,558745.63,349216.02,0.1493,0.0936,0.2379,0.3261,0.285,0.2836,0.6485,0.7048,0.1853,0.7585,1.75,0.1964,0.0521,0.1927,0.2158,0.2012,72.0
2024-11-01,213,NEW BALANCE DE MODA PRIME OUTLET LC 121,Medellín,NewBalance,GONZALEZ PULGARIN OLGA PATRICIA,0.0858,458131.81,321644.5,0.2933,0.075,0.0408,0.0729,0.8214,0.1211,1.0,0.8923,0.3542,0.5215,1.51,0.0855,0.0164,0.0724,0.0888,0.0954,37.6
2024-11-01,M02,MFG OVIEDO MEDELLIN,Medellín,MFG,HENAO LOPEZ MARIBEL,0.0852,397943.11,221971.94,0.1287,0.0395,0.5621,0.3059,0.0323,0.2404,0.9776,0.7699,0.3816,0.6167,1.86,0.4836,0.1184,0.2368,0.2697,0.2664,10.2
