Mes_Cierre,Codigo_Tienda,Tienda,Ciudad,Formato,Jefe_Zona,Target_Tasa_Recompra,Ticket_Promedio_3M,AUR_Neto_3M,Porcentaje_Descuento_3M,Tasa_Devolucion_Dinero_3M,Share_Bottoms_3M,Share_Tops_3M,Share_Calzado_3M,Share_Accesorios_3M,Share_MarcasPropias_3M,Share_Outlet_3M,Share_Femenino_3M,Share_Masculino_3M,UPT_3M,Penetracion_Bottoms_3M,Tasa_Outfit_Completo_3M,Tasa_Captura_HabeasData_3M,Tasa_Captura_Email_3M,Tasa_Captura_Celular_3M,Antiguedad_Promedio_Ponderada_3M
2025-05-01,616,SUPERDRY PASEO VILLA DEL RIO BOGOTA,"Bogotá, D.C.",Superdry,,0.0596,374920.57,246658.27,0.4018,0.0558,0.066,0.7521,0.0128,0.7709,1.0,0.9286,0.1608,0.8392,1.62,0.0971,0.0229,0.0743,0.0971,0.08,4.6
2025-05-01,P04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.058,669028.57,630578.65,0.0204,0.0851,0.015,0.0013,0.8168,0.1682,0.3095,0.3395,0.2507,0.5705,1.16,0.0163,0.0,0.1301,0.1463,0.1382,19.3
2025-05-01,222,NEW BALANCE MALL PLAZA CARTAGENA,Cartagena De Indias,NewBalance,ARNEDO GARCIA CARMEN ELISA,0.0563,664584.96,502803.33,0.0513,0.0375,0.0275,0.0655,0.8512,0.098,1.0,0.5179,0.3297,0.5446,1.36,0.0602,0.0023,0.1319,0.125,0.1273,31.7
2025-05-01,615,SUPERDRY NUESTRO BOGOTA,"Bogotá, D.C.",Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0558,489191.72,300753.07,0.3638,0.0683,0.0403,0.8316,0.019,0.8242,1.0,0.9183,0.2269,0.7731,1.72,0.0705,0.0083,0.0954,0.1037,0.1079,9.7
2025-05-01,03P,PILATOS GRAN ESTACION 2 BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0544,537569.57,405665.93,0.0611,0.1245,0.2885,0.3748,0.2008,0.3182,0.7471,0.5728,0.2137,0.759,1.46,0.2209,0.0552,0.184,0.1963,0.2025,26.5
2025-05-01,743,MFG CACIQUE,Bucaramanga,MFG,HENAO LOPEZ MARIBEL,0.0541,304680.92,209715.44,0.1092,0.041,0.4805,0.3883,0.0324,0.2655,0.9676,0.5869,0.3315,0.6561,1.51,0.3679,0.066,0.0708,0.0849,0.0755,0.0
2025-05-01,658,KIPLING TITAN PLAZA BOGOTA,"Bogotá, D.C.",Kipling,VASQUEZ CLAVIJO LAURA LILIANA,0.0523,503909.74,383453.23,0.1183,0.0665,0.0,0.0,0.0,1.0,1.0,0.5912,1.0,0.0,1.39,0.0,0.0,0.199,0.1832,0.1675,88.9
2025-05-01,135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0497,638272.04,481035.92,0.0487,0.0553,0.137,0.279,0.4407,0.3192,0.6619,0.5657,0.2183,0.6709,1.39,0.1274,0.0277,0.1745,0.205,0.1773,18.8
2025-05-01,611,SUPERDRY SANTAFE LC 240 BOGOTA,"Bogotá, D.C.",Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0481,533254.02,402520.77,0.107,0.0532,0.0876,0.7878,0.0277,0.7352,1.0,0.6435,0.168,0.8246,1.4,0.1111,0.0256,0.188,0.2222,0.1709,26.0
2025-05-01,624,SUPERDRY NQS MALL PLAZA BOGOTA,"Bogotá, D.C.",Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.0479,635788.43,435237.72,0.1032,0.0376,0.0671,0.8002,0.055,0.7579,1.0,0.5882,0.162,0.838,1.52,0.0882,0.0343,0.1176,0.1225,0.1176,9.9
2025-05-01,666,KIPLING DE MODA PRIME OUTLET LC 152,Medellín,Kipling,ACEVEDO GALLO CLARA INES,0.047,356461.74,235769.97,0.4056,0.0107,0.0,0.0,0.0,1.0,1.0,0.9222,1.0,0.0,1.54,0.0,0.0,0.1905,0.2321,0.244,5.2
2025-05-01,618,SUPERDRY EL RETIRO BOGOTA,"Bogotá, D.C.",Superdry,HERNANDEZ TELLEZ SANDRA PAOLA,0.0461,615101.49,442441.43,0.0948,0.0601,0.0152,0.838,0.0471,0.8129,1.0,0.645,0.2003,0.7957,1.48,0.0305,0.0061,0.1707,0.1646,0.1585,4.1
2025-05-01,664,KIPLING LA QUINTA BUCARAMANGA,Bucaramanga,Kipling,HERNANDEZ TELLEZ SANDRA PAOLA,0.037,478501.06,404753.58,0.14,0.0224,0.0,0.0,0.0,1.0,1.0,0.5841,1.0,0.0,1.22,0.0,0.0,0.1314,0.1398,0.1525,50.4
2025-05-01,668,KIPLING SANTAFE MEDELLIN,Medellín,Kipling,ACEVEDO GALLO CLARA INES,0.0345,556023.2,414463.49,0.0672,0.0367,0.0,0.0,0.0,1.0,1.0,0.4318,1.0,0.0,1.39,0.0,0.0,0.1761,0.1937,0.1866,38.8
2025-05-01,609,SUPERDRY VIVA LC 142 ENVIGADO,Envigado,Superdry,ACEVEDO GALLO CLARA INES,0.0337,447364.26,357891.41,0.1149,0.0597,0.0417,0.7777,0.0741,0.6889,1.0,0.5715,0.2654,0.7283,1.34,0.0398,0.0022,0.1173,0.1482,0.1327,85.0
2025-05-01,712,SUPERDRY IPIALES,Ipiales,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.0337,622437.51,438336.27,0.1349,0.026,0.0404,0.8329,0.0544,0.8249,1.0,0.6103,0.267,0.733,1.45,0.03,0.01,0.1,0.12,0.13,0.0
2025-05-01,P05,PILATOS JEANS ANDINO BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.0305,648177.19,498814.62,0.0344,0.0478,0.6827,0.1948,0.0358,0.1041,0.6238,0.4547,0.1605,0.8063,1.37,0.5932,0.0678,0.209,0.2034,0.209,51.0
2025-04-01,713,PILATOS ARAUCA,Arauca,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.2262,309645.81,252106.26,0.0553,0.106,0.1488,0.4605,0.1675,0.2851,0.6546,0.5612,0.263,0.6729,1.34,0.0847,0.0165,0.3741,0.4,0.3694,0.0
2025-04-01,319,PILATOS OUTLET LA TORRE ITAGUI,Itagüí,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.2252,293061.6,123562.68,0.5076,0.1142,0.1944,0.4374,0.2455,0.3728,0.8545,0.9913,0.2941,0.6982,2.52,0.2776,0.1106,0.1671,0.1788,0.1812,449.9
2025-04-01,481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1985,778775.43,481326.48,0.515,0.1014,0.4129,0.2386,0.3033,0.2059,1.0,0.9922,0.1895,0.8105,1.8,0.4045,0.0674,0.1517,0.1461,0.1517,96.6
2025-04-01,734,PILATOS FUSAGASUGA,Fusagasugá,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.1983,418975.74,318040.67,0.0748,0.1141,0.0765,0.4193,0.2968,0.3648,0.5479,0.5235,0.2162,0.6524,1.45,0.0719,0.024,0.0599,0.0599,0.0659,0.0
2025-04-01,123,PILATOS UNICENTRO ARMENIA,Armenia,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1882,571036.08,414226.66,0.0469,0.0962,0.1147,0.356,0.3743,0.2707,0.6417,0.545,0.2383,0.6294,1.52,0.0972,0.0335,0.196,0.2161,0.206,104.2
2025-04-01,172,PILATOS UNICENTRO YOPAL,Yopal,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1868,394578.01,289150.49,0.0565,0.0673,0.1685,0.4766,0.1553,0.3124,0.6689,0.5652,0.193,0.7249,1.46,0.1059,0.0389,0.8458,0.8579,0.8432,0.0
2025-04-01,190,PILATOS QUIBDO,Quibdó,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1818,582229.55,456736.46,0.0503,0.0724,0.0233,0.2433,0.6436,0.117,0.6866,0.6398,0.1732,0.7357,1.4,0.0224,0.0032,0.0671,0.0703,0.0639,0.0
2025-04-01,161,PILATOS LLANOGRANDE PALMIRA,Palmira,Pilatos,PARRA NAVIA KAROL YESENIA,0.1806,443432.03,338560.77,0.0433,0.1113,0.0575,0.4125,0.4259,0.1686,0.5746,0.553,0.1855,0.7455,1.44,0.0537,0.0268,0.1854,0.2268,0.2146,0.0
2025-04-01,334,PILATOS OUTLET CHAPINERO,"Bogotá, D.C.",Pilatos,,0.1788,291445.19,139285.05,0.5261,0.1058,0.2176,0.3773,0.2595,0.4243,0.8987,1.0,0.2356,0.7349,2.26,0.2731,0.0714,0.1303,0.1345,0.1429,16.1
2025-04-01,194,PILATOS SAN SILVESTRE BARRANCABERMEJA,Barrancabermeja,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1737,297288.27,248139.81,0.0164,0.0788,0.0541,0.6263,0.106,0.2993,0.6107,0.4708,0.1642,0.7418,1.29,0.0386,0.0,0.0966,0.1159,0.1063,0.0
2025-04-01,177,PILATOS ACCESORIOS CALLE 6 POPAYAN,Popayán,Pilatos,PARRA NAVIA KAROL YESENIA,0.1695,367360.05,300937.01,0.0901,0.104,0.0051,0.2521,0.555,0.2354,0.681,0.5813,0.1511,0.7889,1.34,0.009,0.0,0.0631,0.0631,0.0766,0.0
2025-04-01,166,PILATOS CAMPANARIO POPAYAN,Popayán,Pilatos,PARRA NAVIA KAROL YESENIA,0.1687,504362.59,364613.32,0.0287,0.0811,0.1317,0.3555,0.3848,0.1988,0.7572,0.5293,0.1879,0.7695,1.47,0.0962,0.0331,0.1514,0.1609,0.1593,0.0
2025-04-01,744,PILATOS  LETICIA AMAZONAS,Leticia,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.165,374916.02,259104.26,0.082,0.0611,0.2085,0.3595,0.2877,0.2873,0.8707,0.7893,0.2866,0.6696,1.5,0.197,0.0606,0.0379,0.0909,0.0909,0.0
2025-04-01,411,DIESEL EL TESORO MEDELLIN,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.1557,1897337.47,1209511.1,0.0752,0.0723,0.5431,0.1932,0.1213,0.2501,1.0,0.6222,0.2928,0.6913,1.68,0.5055,0.0879,0.2198,0.2445,0.25,55.4
2025-04-01,131,PILATOS GRAN PLAZA IPIALES,Ipiales,Pilatos,PARRA NAVIA KAROL YESENIA,0.1538,575687.41,453132.11,0.0639,0.189,0.1281,0.4285,0.3145,0.4639,0.7922,0.6195,0.1907,0.7413,1.48,0.1014,0.0214,0.1797,0.1833,0.1815,18.5
2025-04-01,727,PILATOS FUNDADORES MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.15,599664.6,451599.27,0.0478,0.095,0.0764,0.2405,0.5799,0.2058,0.7002,0.5753,0.2618,0.6197,1.46,0.071,0.0073,0.1184,0.1311,0.1421,0.0
2025-04-01,M12,MFG CENTRO COMERCIAL EL EDÉN,"Bogotá, D.C.",MFG,HENAO LOPEZ MARIBEL,0.1462,232738.09,96697.13,0.4749,0.0339,0.384,0.4593,0.0549,0.4631,0.9594,1.0,0.3247,0.6658,2.48,0.4842,0.2063,0.1117,0.1146,0.149,8.8
2025-04-01,10P,PILATOS UNICO PASTO,Pasto,Pilatos,PARRA NAVIA KAROL YESENIA,0.1448,443081.88,311317.93,0.3537,0.0673,0.0309,0.5386,0.3669,0.4505,0.8978,0.8936,0.2522,0.7307,1.52,0.0482,0.0088,0.0592,0.0636,0.057,30.2
2025-04-01,730,PILATOS SANTA ROSA,Santa Rosa De Cabal,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1429,398842.35,309501.66,0.0784,0.1097,0.0569,0.2993,0.5175,0.1839,0.582,0.7531,0.3603,0.5881,1.39,0.0412,0.0206,0.0619,0.0722,0.0825,0.0
2025-04-01,419,DIESEL SANTAFE BOGOTA,"Bogotá, D.C.",Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1429,1205398.28,893286.22,0.1124,0.1383,0.4708,0.2946,0.1853,0.2715,1.0,0.6096,0.1405,0.8523,1.54,0.4217,0.1205,0.2651,0.2651,0.2771,15.6
2025-04-01,M07,MFG PLAZA FABRICATO BELLO,Bello,MFG,HENAO LOPEZ MARIBEL,0.1405,289683.99,200951.96,0.0909,0.1019,0.266,0.4886,0.0978,0.3195,0.9625,0.6891,0.2085,0.7802,1.59,0.1861,0.0346,0.039,0.0519,0.0476,3.5
2025-04-01,317,PILATOS UNICENTRO PEREIRA,Pereira,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1395,445911.57,359648.92,0.1257,0.1273,0.1584,0.3395,0.3239,0.2712,0.5994,0.5197,0.3179,0.5911,1.39,0.1144,0.0111,0.1956,0.1993,0.2103,15.5
2025-04-01,218,NEW BALANCE ARBOLEDA,Pereira,NewBalance,LLANOS GIRALDO ERIKA MARCELA,0.138,823602.38,678969.76,0.0216,0.0985,0.0159,0.0352,0.9195,0.0557,1.0,0.6161,0.3674,0.5043,1.34,0.0402,0.0012,0.1314,0.1444,0.142,52.1
2025-04-01,488,DIESEL CENTRO COMERCIAL EL EDEN,"Bogotá, D.C.",Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1345,631930.02,452263.64,0.5469,0.1053,0.3573,0.3354,0.2517,0.2805,1.0,1.0,0.2199,0.7679,1.53,0.363,0.089,0.2123,0.226,0.2329,28.8
2025-04-01,11P,PILATOS UNICO PEREIRA,Dosquebradas,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1326,402797.73,257463.95,0.3733,0.1205,0.1316,0.3455,0.4134,0.2538,0.7912,0.8507,0.1857,0.7395,1.73,0.1416,0.0317,0.1501,0.1691,0.1734,191.1
2025-04-01,726,PILATOS CABLE PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1321,376541.42,287682.09,0.4192,0.1023,0.0881,0.343,0.453,0.3489,0.8745,0.8847,0.2523,0.7013,1.46,0.1004,0.0232,0.0965,0.112,0.139,52.6
2025-04-01,731,PILATOS LA HERRADURA TULUA,Tuluá,Pilatos,DUQUE GARCIA ANGELA MARIA,0.132,374504.53,326992.76,0.0244,0.1327,0.078,0.3236,0.4575,0.2107,0.5569,0.6299,0.2069,0.692,1.26,0.0641,0.0171,0.0385,0.0385,0.0299,-2.4
2025-04-01,415,DIESEL ARBOLEDA PEREIRA,Pereira,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1311,1155473.35,868117.41,0.088,0.0638,0.3497,0.1918,0.3202,0.1927,1.0,0.6429,0.2341,0.7272,1.44,0.2578,0.0453,0.2648,0.2822,0.2892,23.2
2025-04-01,188,PILATOS CACIQUE BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1298,593120.17,398380.9,0.0262,0.0724,0.1927,0.4401,0.244,0.2417,0.6519,0.4714,0.1956,0.7412,1.59,0.1592,0.0251,0.1592,0.176,0.1508,2.9
2025-04-01,728,SUPERDRY PASTO,Pasto,Superdry,VASQUEZ CLAVIJO LAURA LILIANA,0.1234,531975.38,420193.21,0.1174,0.0712,0.0424,0.8493,0.0517,0.7971,1.0,0.6813,0.2481,0.746,1.36,0.0577,0.0353,0.0641,0.1154,0.109,0.0
2025-04-01,416,DIESEL JARDIN PLAZA CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.123,1215603.56,867032.9,0.0415,0.0786,0.326,0.2751,0.2818,0.2215,1.0,0.6492,0.2625,0.7303,1.51,0.2669,0.0777,0.2365,0.2095,0.223,65.5
2025-04-01,143,PILATOS CARACOLI BUCARAMANGA,Floridablanca,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1212,450316.39,336897.15,0.0823,0.1099,0.3054,0.3263,0.2164,0.2442,0.6885,0.5468,0.2204,0.7324,1.49,0.2618,0.0549,0.1721,0.1895,0.1746,76.8
2025-04-01,192,PILATOS MALL PLAZA MANIZALES,Manizales,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1209,480160.83,391202.46,0.0639,0.1063,0.0815,0.3328,0.4976,0.2236,0.7021,0.6631,0.2379,0.7025,1.33,0.0795,0.011,0.1589,0.1753,0.1945,0.3
2025-04-01,183,PILATOS IPIALES,Ipiales,Pilatos,PARRA NAVIA KAROL YESENIA,0.1206,562185.82,428506.45,0.0581,0.0828,0.1076,0.4888,0.3359,0.4035,0.8191,0.7558,0.2613,0.7131,1.41,0.1154,0.0385,0.2265,0.2436,0.235,0.5
2025-04-01,729,PILATOS DORADA,La Dorada,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1194,347594.14,225162.2,0.2584,0.0823,0.1828,0.4532,0.1548,0.3232,0.5407,0.5902,0.2363,0.6433,1.68,0.225,0.0688,0.0438,0.0563,0.0438,0.0
2025-04-01,145,PILATOS DE MODA PRIME OUTLET LC 108,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1185,347522.17,193399.93,0.3972,0.0945,0.18,0.3971,0.3054,0.3239,0.8284,0.9178,0.2146,0.7602,1.92,0.2075,0.0662,0.1302,0.1589,0.1634,449.3
2025-04-01,737,PILATOS LA ESTACION IBAGUE,Ibagué,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1169,409216.17,299750.85,0.0463,0.0631,0.1558,0.3973,0.3022,0.256,0.7131,0.5969,0.1906,0.7542,1.44,0.1365,0.0444,0.1331,0.1331,0.1365,0.0
2025-04-01,M11,MFG FLORIDA PARQUE COMERCIAL,Medellín,MFG,HENAO LOPEZ MARIBEL,0.1162,264252.8,195244.11,0.0932,0.0732,0.2592,0.5157,0.0424,0.4101,0.9871,0.6659,0.2864,0.7078,1.47,0.181,0.0517,0.0603,0.0733,0.0733,18.6
2025-04-01,142,PILATOS MEGAMALL BUCARAMANGA,Bucaramanga,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.1162,475250.41,339876.05,0.05,0.113,0.1913,0.2806,0.4229,0.1687,0.7584,0.5726,0.1796,0.7445,1.52,0.1822,0.0339,0.1229,0.1186,0.1017,5.0
2025-04-01,429,DIESEL LA QUINTA BUCARAMANGA,Bucaramanga,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1145,1293682.5,921527.26,0.1082,0.0903,0.5837,0.1365,0.139,0.1742,1.0,0.6196,0.2769,0.7127,1.54,0.4615,0.0513,0.25,0.25,0.2692,62.5
2025-04-01,430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,Medellín,Diesel,ACEVEDO GALLO CLARA INES,0.1135,791935.53,517893.33,0.4272,0.1059,0.3486,0.2435,0.3472,0.1499,1.0,0.9342,0.2393,0.7443,1.7,0.2556,0.0583,0.1659,0.2197,0.2197,261.7
2025-04-01,15P,PILATOS UNICENTRO MEDELLIN,Medellín,Pilatos,GONZALEZ PULGARIN OLGA PATRICIA,0.1125,389268.51,267845.3,0.2935,0.0559,0.2034,0.4142,0.252,0.3499,0.7293,0.8472,0.2511,0.6902,1.54,0.2067,0.0367,0.1867,0.2033,0.19,2.6
2025-04-01,116,PILATOS ARBOLEDA PEREIRA,Pereira,Pilatos,LLANOS GIRALDO ERIKA MARCELA,0.1101,655216.76,465109.57,0.0206,0.0775,0.0794,0.2394,0.532,0.2249,0.3494,0.373,0.2393,0.6519,1.52,0.0842,0.0203,0.1856,0.1981,0.2028,48.9
2025-04-01,421,DIESEL FONTANAR CHIA,Chía,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1088,1384836.47,1055404.01,0.0415,0.1026,0.5185,0.2544,0.1757,0.2259,1.0,0.6071,0.2909,0.7091,1.46,0.4624,0.0694,0.2081,0.1965,0.2139,62.3
2025-04-01,224,NEW BALANCE PLAZA FABRICATO BELLO,Bello,NewBalance,GONZALEZ PULGARIN OLGA PATRICIA,0.1085,726811.08,583831.85,0.023,0.1163,0.0252,0.0322,0.9039,0.0653,1.0,0.5839,0.4454,0.4686,1.38,0.0466,0.0,0.0554,0.0641,0.0729,13.2
2025-04-01,225,NEW BALANCE FLORIDA PARQUE COMERCIAL,Medellín,NewBalance,POSADA RESTREPO MALORY DEL PILAR,0.1076,740732.3,612651.79,0.032,0.0835,0.0091,0.0239,0.9395,0.0385,1.0,0.5644,0.3867,0.4717,1.31,0.0209,0.0,0.0697,0.0697,0.0767,7.8
2025-04-01,M03,MFG CARACOLI BUCARAMANGA,Floridablanca,MFG,HENAO LOPEZ MARIBEL,0.1075,438554.1,251222.64,0.0645,0.0504,0.5488,0.2852,0.0511,0.231,0.9633,0.6551,0.422,0.5706,1.83,0.521,0.1432,0.1432,0.1679,0.1407,63.7
2025-04-01,607,SUPERDRY DE MODA PRIME OUTLET LC 110,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.107,343376.47,211529.08,0.3852,0.0537,0.0521,0.7419,0.0466,0.6748,1.0,0.9463,0.2157,0.7843,1.73,0.0813,0.0298,0.0867,0.122,0.1247,12.5
2025-04-01,M02,MFG OVIEDO MEDELLIN,Medellín,MFG,HENAO LOPEZ MARIBEL,0.1067,413379.02,232995.45,0.0767,0.0497,0.4987,0.3821,0.0221,0.2787,0.982,0.7189,0.3308,0.659,1.86,0.4516,0.1548,0.1839,0.1903,0.1677,14.3
2025-04-01,739,MFG FUNDADORES MANIZALES,Manizales,MFG,HENAO LOPEZ MARIBEL,0.1065,290014.12,212677.02,0.0798,0.0652,0.2552,0.5524,0.0972,0.3694,0.9598,0.7786,0.262,0.6998,1.47,0.1869,0.0556,0.1364,0.1869,0.1818,0.0
2025-04-01,111,PILATOS UNICENTRO CALI,Cali,Pilatos,PARRA NAVIA KAROL YESENIA,0.1054,494344.74,326016.0,0.045,0.0752,0.1751,0.3334,0.2802,0.3316,0.6849,0.5727,0.2039,0.7232,1.59,0.1454,0.0326,0.1988,0.2166,0.2136,66.2
2025-04-01,139,PILATOS VIVA VILLAVICENCIO,Villavicencio,Pilatos,SANTOS HERNANDEZ ANGELICA MARIA,0.105,564610.55,393210.92,0.0497,0.0589,0.2348,0.3086,0.2903,0.226,0.628,0.5117,0.0624,0.8598,1.52,0.1538,0.033,0.2747,0.2747,0.2747,76.4
2025-04-01,720,PILATOS PASTO,Pasto,Pilatos,PARRA NAVIA KAROL YESENIA,0.1043,630456.94,464844.37,0.0896,0.042,0.0788,0.5148,0.2959,0.4507,0.8542,0.6431,0.2116,0.7457,1.41,0.0607,0.0162,0.0972,0.0972,0.1053,0.0
2025-04-01,409,DIESEL CHIPICHAPE CALI,Cali,Diesel,VASQUEZ CLAVIJO LAURA LILIANA,0.1042,1181149.44,807906.22,0.0863,0.0752,0.3583,0.2272,0.2412,0.2466,1.0,0.6543,0.1349,0.8191,1.57,0.2807,0.0643,0.2632,0.2807,0.269,28.1
2025-04-01,193,PILATOS UNICENTRO TUNJA,Tunja,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.104,536772.22,382649.5,0.0826,0.1065,0.2307,0.4312,0.1959,0.4194,0.7879,0.5923,0.2397,0.6974,1.53,0.1736,0.0278,0.1528,0.1528,0.1528,0.0
2025-04-01,424,DIESEL VIVA BARRANQUILLA,Barranquilla,Diesel,HERNANDEZ TELLEZ SANDRA PAOLA,0.1038,948962.08,791849.15,0.1163,0.0785,0.4661,0.1578,0.2298,0.2187,1.0,0.6381,0.2278,0.7529,1.31,0.3413,0.0397,0.3175,0.3095,0.3333,11.7
2025-04-01,P06,PILATOS FLORIDA PARQUE COMERCIAL,Medellín,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.1034,520468.62,398530.26,0.0556,0.1086,0.0434,0.2476,0.5556,0.2792,0.7017,0.6394,0.1967,0.6993,1.41,0.0709,0.0336,0.0299,0.0672,0.0485,33.6
2025-04-01,149,PILATOS NUESTRO BOGOTA,"Bogotá, D.C.",Pilatos,RAMIREZ BALVIN VICTOR MANUEL,0.102,332059.65,274725.61,0.347,0.1531,0.1053,0.217,0.552,0.2274,0.8033,0.8828,0.1868,0.6855,1.38,0.0957,0.0261,0.1391,0.1652,0.1478,3.4
2025-04-01,110,PILATOS JARDIN PLAZA CALI,Cali,Pilatos,PARRA NAVIA KAROL YESENIA,0.1012,558600.16,359708.04,0.0303,0.04,0.1511,0.3336,0.335,0.2944,0.5953,0.4888,0.1569,0.7171,1.62,0.122,0.0274,0.142,0.1407,0.142,109.1
2025-04-01,622,SUPERDRY PLAZA FABRICATO BELLO,Bello,Superdry,ACEVEDO GALLO CLARA INES,0.1011,450249.32,335467.45,0.109,0.1006,0.0199,0.7782,0.094,0.679,1.0,0.6809,0.1858,0.8043,1.49,0.0246,0.0019,0.0321,0.0416,0.0435,16.5
2025-04-01,625,SUPERDRY FLORIDA PARQUE COMERCIAL,Medellín,Superdry,ACEVEDO GALLO CLARA INES,0.1004,481893.46,344884.53,0.0988,0.0882,0.0056,0.8159,0.0709,0.7363,1.0,0.7189,0.2095,0.7862,1.51,0.0068,0.0,0.0274,0.0342,0.0342,41.8
2025-04-01,630,SUPERDRY SAN NICOLAS RIONEGRO,Rionegro,Superdry,ACEVEDO GALLO CLARA INES,0.1,482889.23,352419.16,0.0817,0.0782,0.0345,0.8359,0.0581,0.662,1.0,0.6753,0.199,0.801,1.48,0.0468,0.0085,0.0723,0.0936,0.0681,9.9
2025-04-01,605,SUPERDRY MAYORCA SABANETA,Sabaneta,Superdry,ACEVEDO GALLO CLARA INES,0.0986,439169.5,335601.19,0.095,0.0826,0.0441,0.7916,0.0433,0.6855,1.0,0.7189,0.2414,0.7586,1.43,0.0564,0.0178,0.1098,0.1217,0.1157,5.8
2025-04-01,141,PILATOS BUENAVISTA MONTERIA,Montería,Pilatos,POSADA RESTREPO MALORY DEL PILAR,0.0982,432064.72,338947.32,0.0285,0.0941,0.1916,0.2676,0.286,0.3137,0.688,0.4493,0.1133,0.7765,1.37,0.0989,0.0403,0.2234,0.2491,0.2271,13.5
2025-04-01,M08,MFG BUENAVISTA BARRANQUILLA,Barranquilla,MFG,HENAO LOPEZ MARIBEL,0.0974,478360.46,243767.25,0.0631,0.0678,0.4288,0.3649,0.0695,0.345,0.962,0.7476,0.3326,0.643,2.09,0.4301,0.1774,0.2742,0.2581,0.2634,57.6
2025-04-01,101,PILATOS BUENAVISTA BARRANQUILLA,Barranquilla,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.0972,573422.84,435731.64,0.0189,0.0763,0.2393,0.2585,0.3721,0.1775,0.507,0.4812,0.1484,0.7957,1.42,0.168,0.024,0.228,0.232,0.26,73.1
2025-04-01,122,PILATOS ARRECIFE SANTA MARTA,Santa Marta,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.0971,533832.92,335667.67,0.0354,0.0226,0.2489,0.3759,0.1742,0.3679,0.5419,0.4577,0.1534,0.765,1.62,0.2369,0.0442,0.2209,0.2249,0.2329,76.9
2025-04-01,212,NEW BALANCE CARACOLI BUCARAMANGA,Floridablanca,NewBalance,SANTOS HERNANDEZ ANGELICA MARIA,0.0969,749888.12,601496.36,0.0194,0.0941,0.0278,0.0495,0.8841,0.0754,1.0,0.6073,0.3827,0.5412,1.37,0.0546,0.0038,0.1149,0.1186,0.113,48.2
2025-04-01,138,PILATOS VIVA BARRANQUILLA,Barranquilla,Pilatos,ARNEDO GARCIA CARMEN ELISA,0.0956,539949.4,397730.58,0.0536,0.0588,0.1681,0.3011,0.3939,0.2124,0.5793,0.4827,0.1954,0.6825,1.45,0.1242,0.0273,0.2545,0.2545,0.2545,71.0
