CodigoAlmacen,nombrealmacen,Marca,Genero,Tipo,f126_precio,Despacho
PLP16,PILATOS MALL PLAZA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1899900.0,1.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,949900.0,55.0
PF192,PILATOS MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,TENIS,959900.0,2.0
PL07P,PILATOS PREMIUM SOPO,SUPERDRY,FEMENINO,BUZO,449900.0,4.0
PF738,PILATOS ACCESORIOS MALL PLAZA MANIZALES,GOORIN BROS,MASCULINO,GORRO,269900.0,26.0
PL123,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,299900.0,4.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,PILATOS,NO APLICA,MATERIAL DE EMPAQUE,73.0,1246.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,ADIDAS,FEMENINO,CAMISETA,239990.0,7.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,899900.0,2.0
ML224,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,MASCULINO,MEDIAS,94900.0,1.0
PL147,PILATOS MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,MEDIAS,199900.0,2.0
PL153,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,1399900.0,1.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,NEW BALANCE,UNISEX,MEDIAS,112900.0,1.0
PL113,PILATOS EL TESORO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,199900.0,24.0
ML221,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,UNISEX,GORRO,219900.0,2.0
PL15P,PILATOS UNICENTRO MEDELLIN,SUPERDRY,MASCULINO,CHAQUETA,899900.0,26.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,RELOJ,1199900.0,1.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,779900.0,11.0
pf745,PILATOS VIVA TUNJA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8900.0,8.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,UNISEX,TENIS,619900.0,2.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,MASCULINO,CAMISETA,179900.0,16.0
PF183,PILATOS IPIALES,NEW BALANCE,MASCULINO,TENIS,669900.0,8.0
PLP15,PILATOS NUESTRO ATLANTICO,DIESEL ADULTO,FEMENINO,JEAN,2499900.0,1.0
BBC1 ,BROKEN CHAINS MEDELLIN,NIKE,MASCULINO,TENIS,944950.0,92.0
MLM06,MFG VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,499900.0,3.0
ML430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,DIESEL ADULTO,FEMENINO,TENIS,699900.0,9.0
ML611,SUPERDRY SANTAFE LC 240 BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,649900.0,27.0
PL149,PILATOS NUESTRO BOGOTA,NEW BALANCE,FEMENINO,TENIS,559900.0,2.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MONASTERY,MASCULINO,SUDADERA,750000.0,4.0
PL116,PILATOS ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,9.0
PL153,PILATOS PLAZA FABRICATO BELLO,NIKE,MASCULINO,TENIS,659950.0,14.0
PF193,PILATOS UNICENTRO TUNJA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,7109.0,5.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,199900.0,2.0
PL03P,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,489900.0,3.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,UNISEX,TENIS,449900.0,21.0
MLM10,MFG SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,199900.0,2.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,MASCULINO,CAMISETA,194900.0,6.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,CAMISA,159900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,MASCULINO,CAMISETA,199950.0,12.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,MASCULINO,CHAQUETA,1399900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,MASCULINO,CAMISETA,430000.0,484.0
PL19P,PILATOS LA HERRADURA TULUA,CONVERSE,UNISEX,TENIS,399950.0,5.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,CLEMONT,MASCULINO,CAMISETA,480000.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NIKE,FEMENINO,TENIS,659950.0,2.0
ML213,NEW BALANCE DE MODA PRIME OUTLET LC 121,NEW BALANCE,NIÑO,TENIS,559900.0,16.0
PL113,PILATOS EL TESORO MEDELLIN,MONASTERY,MASCULINO,JEAN,700000.0,2.0
PL122,PILATOS ARRECIFE SANTA MARTA,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,1.0
PF190,PILATOS QUIBDO,NEW BALANCE,MASCULINO,TENIS,999900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,UNISEX,RELOJ,1499900.0,47.0
PF192,PILATOS MALL PLAZA MANIZALES,MONASTERY,FEMENINO,CAMISETA,390000.0,2.0
PL10P,PILATOS UNICO PASTO,DIESEL ADULTO,MASCULINO,CAMISA,999900.0,2.0
PF193,PILATOS UNICENTRO TUNJA,PILATOS,UNISEX,PROTECCION,39900.0,6.0
PF183,PILATOS IPIALES,DIESEL ADULTO,MASCULINO,JEAN,1599900.0,1.0
PLP05,PILATOS JEANS ANDINO BOGOTA,NEW ERA,UNISEX,GORRO,149990.0,1.0
MLM03,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,279900.0,44.0
PL139,PILATOS VIVA VILLAVICENCIO,DIESEL ADULTO,MASCULINO,CAMISETA,699900.0,4.0
PLP05,PILATOS JEANS ANDINO BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,1349900.0,7.0
pf745,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,239900.0,10.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISA,179900.0,10.0
ML426,DIESEL MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,BOLSO,1949900.0,1.0
PL122,PILATOS ARRECIFE SANTA MARTA,NEW BALANCE,FEMENINO,TENIS,995900.0,1.0
ML618,SUPERDRY EL RETIRO BOGOTA,SUPERDRY,NO APLICA,MATERIAL DE EMPAQUE,1.0,332.0
ML424,DIESEL VIVA BARRANQUILLA,DIESEL ADULTO,UNISEX,RELOJ,1399900.0,2.0
PF727,PILATOS FUNDADORES MANIZALES,REPLAY,MASCULINO,TENIS,499900.0,3.0
PO317,PILATOS UNICENTRO PEREIRA,SUPERDRY,MASCULINO,GORRO,159900.0,2.0
ML669,KIPLING CENTRO COMERCIAL EL EDÉN,KIPLING,FEMENINO,BILLETERA,349900.0,2.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,BUZO,449900.0,15.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,SUPERDRY,MASCULINO,CHAQUETA,799900.0,10.0
BBC3 ,BROKEN CHAINS CALI,ADIDAS,UNISEX,SANDALIAS,349950.0,9.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,549900.0,13.0
BBC3 ,BROKEN CHAINS CALI,VEJA,MASCULINO,TENIS,990000.0,18.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,NEW ERA,UNISEX,GORRO,169990.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,FEMENINO,CAMISETA,400000.0,95.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,FEMENINO,TENIS,649900.0,160.0
PO317,PILATOS UNICENTRO PEREIRA,REPLAY,FEMENINO,JEAN,449900.0,8.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,389900.0,4.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,REPLAY,FEMENINO,CAMISETA,179900.0,4.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,NEW BALANCE,FEMENINO,TENIS,604900.0,3.0
PF730,PILATOS SANTA ROSA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,299900.0,15.0
PL123,PILATOS UNICENTRO ARMENIA,NIKE,FEMENINO,TENIS,579950.0,6.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,FEMENINO,ROPA INTERIOR,249900.0,4.0
MLM11,MFG FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,119900.0,8.0
PL113,PILATOS EL TESORO MEDELLIN,AP CROWN,MASCULINO,SUDADERA,460000.0,4.0
PLP15,PILATOS NUESTRO ATLANTICO,DIESEL ADULTO,MASCULINO,JEAN,1599900.0,2.0
PLP13,PILATOS UNICO CALI 2,KIPLING,FEMENINO,LONCHERA,449900.0,3.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,POLO,699900.0,12.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,NEW BALANCE,MASCULINO,TENIS,589900.0,2.0
PF734,PILATOS FUSAGASUGA,PILATOS,MASCULINO,MEDIAS,19900.0,7.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,TENIS,1009900.0,11.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,MONASTERY,UNISEX,GORRO,290000.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,684.0
PL116,PILATOS ARBOLEDA PEREIRA,REMANENCE,UNISEX,CHAQUETA,899900.0,1.0
PL07P,PILATOS PREMIUM SOPO,MONASTERY,FEMENINO,CAMISETA,310000.0,4.0
ML405,DIESEL GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,4799900.0,1.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,PILATOS,NO APLICA,MATERIAL DE EMPAQUE,73.0,60.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,NIKE,MASCULINO,TENIS,459950.0,5.0
ML601,SUPERDRY TITAN PLAZA BOGOTA,SUPERDRY,FEMENINO,SUDADERA,499900.0,1.0
PLP13,PILATOS UNICO CALI 2,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,349900.0,15.0
PL111,PILATOS UNICENTRO CALI,CLEMONT,UNISEX,GORRO,300000.0,10.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,MASCULINO,POLO,699900.0,1.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,199900.0,1.0
PF744,PILATOS  LETICIA AMAZONAS,MONASTERY,MASCULINO,CAMISETA,480000.0,5.0
PL113,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,JEAN,2299900.0,1.0
ML624,SUPERDRY NQS MALL PLAZA BOGOTA,SUPERDRY,MASCULINO,ROPA INTERIOR,229900.0,16.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,149900.0,19.0
MF718,SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,MASCULINO,CORREA,189900.0,1.0
PL15P,PILATOS UNICENTRO MEDELLIN,GOORIN BROS,MASCULINO,GORRO,359000.0,3.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,SUPERDRY,FEMENINO,CHAQUETA,799900.0,2.0
PL111,PILATOS UNICENTRO CALI,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,249900.0,21.0
MLM05,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,249900.0,10.0
PLP05,PILATOS JEANS ANDINO BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,1799900.0,3.0
PL10P,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,349900.0,65.0
PL141,PILATOS BUENAVISTA MONTERIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,449900.0,15.0
ML483,DIESEL TITAN PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,1349900.0,1.0
ML419,DIESEL SANTAFE BOGOTA,DIESEL ADULTO,MASCULINO,GORRO,499900.0,2.0
PF172,PILATOS UNICENTRO YOPAL,SUPERDRY,MASCULINO,CAMISETA,269900.0,5.0
ML655,KIPLING EL TESORO MEDELLIN,KIPLING,FEMENINO,CARTUCHERA,279900.0,3.0
PF737,PILATOS LA ESTACION IBAGUE,SUPERDRY,MASCULINO,CAMISETA,199900.0,2.0
PL153,PILATOS PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,209900.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,BUZO,549900.0,605.0
PLP15,PILATOS NUESTRO ATLANTICO,SUPERDRY,MASCULINO,CAMISETA,47900.0,14.0
PF713,PILATOS ARAUCA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,289900.0,2.0
PF727,PILATOS FUNDADORES MANIZALES,MONASTERY,MASCULINO,POLO,450000.0,17.0
PL123,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,FEMENINO,TENIS,799900.0,11.0
PF726,PILATOS CABLE PLAZA MANIZALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,449900.0,4.0
PF192,PILATOS MALL PLAZA MANIZALES,MONASTERY,FEMENINO,VESTIDO,450000.0,1.0
ML419,DIESEL SANTAFE BOGOTA,DIESEL ADULTO,MASCULINO,MEDIAS,149900.0,15.0
PL146,PILATOS VIVA LC 143 ENVIGADO,CLEMONT,FEMENINO,CAMISETA,280000.0,4.0
PL08P,PILATOS UNICO BARRANQUILLA,SUPERDRY,MASCULINO,TENIS,549900.0,2.0
ML221,NEW BALANCE NQS MALLPLAZA BOGOTA,NEW BALANCE,MASCULINO,TENIS,839900.0,2.0
PL123,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,FEMENINO,BOLSO,2399900.0,1.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,LE COQ SPORTIF,MASCULINO,TENIS,455000.0,2.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,PILATOS,UNISEX,MATERIAL PUBLICITARIO,7109.0,7.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,AP CROWN,FEMENINO,CAMISETA,295000.0,4.0
PL147,PILATOS MAYORCA SABANETA,GOORIN BROS,MASCULINO,GORRO,375900.0,5.0
BBC3 ,BROKEN CHAINS CALI,NEW BALANCE,MASCULINO,SUDADERA,538900.0,1.0
MLM08,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,399900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,DIESEL ADULTO,MASCULINO,JEAN,1949900.0,3.0
PF183,PILATOS IPIALES,NEW BALANCE,FEMENINO,TENIS,599900.0,127.0
BBC2 ,BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,BOLSO,299950.0,6.0
PL110,PILATOS JARDIN PLAZA CALI,REPLAY,MASCULINO,JEAN,499900.0,6.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,REPLAY,MASCULINO,SUDADERA,699900.0,3.0
PL139,PILATOS VIVA VILLAVICENCIO,AP CROWN,MASCULINO,BERMUDA,360000.0,4.0
PL108,PILATOS GRAN ESTACION BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,749900.0,10.0
PL116,PILATOS ARBOLEDA PEREIRA,MONASTERY,FEMENINO,BUZO,790000.0,5.0
PLP13,PILATOS UNICO CALI 2,NEW BALANCE,FEMENINO,BERMUDA,409900.0,15.0
PF734,PILATOS FUSAGASUGA,NEW BALANCE,UNISEX,TENIS,649900.0,16.0
PL116,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,419900.0,5.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NIKE,FEMENINO,TENIS,554950.0,7.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1799900.0,9.0
MLM06,MFG VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,439900.0,8.0
PL11P,PILATOS UNICO PEREIRA,CLEMONT,MASCULINO,CAMISETA,420000.0,7.0
PL116,PILATOS ARBOLEDA PEREIRA,NEW BALANCE,FEMENINO,TENIS,779900.0,2.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,SUPERDRY,MASCULINO,CHAQUETA,879900.0,2.0
PLP05,PILATOS JEANS ANDINO BOGOTA,PILATOS,UNISEX,PROTECCION,39900.0,3.0
PO317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,TENIS,1199900.0,20.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,589900.0,2.0
PL11P,PILATOS UNICO PEREIRA,KIPLING,FEMENINO,CARTUCHERA,349900.0,1.0
ML609,SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,FEMENINO,GORRO,159900.0,5.0
ML224,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,UNISEX,GORRO,199900.0,4.0
PF161,PILATOS LLANOGRANDE PALMIRA,NEW BALANCE,MASCULINO,TENIS,594900.0,36.0
PL07P,PILATOS PREMIUM SOPO,DIESEL ADULTO,FEMENINO,JEAN,1249900.0,9.0
PL147,PILATOS MAYORCA SABANETA,REPLAY,MASCULINO,TENIS,749900.0,16.0
PL149,PILATOS NUESTRO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,79900.0,18.0
PL107,PILATOS MALL PLAZA CARTAGENA,SUPERDRY,FEMENINO,CAMISETA,219900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,FEMENINO,BUZO,749950.0,1.0
PF737,PILATOS LA ESTACION IBAGUE,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,46.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,POLO,299900.0,350.0
MLM03,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,449900.0,90.0
ML630,SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,NO APLICA,MATERIAL DE EMPAQUE,1.0,407.0
PL132,PILATOS SANTAFE MEDELLIN,AP CROWN,FEMENINO,CAMISETA,260000.0,8.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MONASTERY,MASCULINO,POLO,430000.0,2.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,FRAGANCIA,399900.0,3.0
ML218,NEW BALANCE ARBOLEDA,NEW BALANCE,MASCULINO,PANTALON,499900.0,12.0
ML488,DIESEL CENTRO COMERCIAL EL EDEN,DIESEL ADULTO,FEMENINO,JEAN,1649900.0,1.0
BBC2 ,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,SUDADERA,360000.0,28.0
ML626,SUPERDRY CENTRO COMERCIAL EL EDÉN,NO APLICA,NO APLICA,TARJETA REGALO,,8.0
PF183,PILATOS IPIALES,REPLAY,MASCULINO,TENIS,449900.0,5.0
PL139,PILATOS VIVA VILLAVICENCIO,MONASTERY,FEMENINO,CAMISETA,300000.0,1.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1799900.0,2.0
ML606,SUPERDRY OVIEDO MEDELLIN,SUPERDRY,MASCULINO,CAMISETA,179900.0,20.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,NEW BALANCE,MASCULINO,MEDIAS,139900.0,2.0
PL08P,PILATOS UNICO BARRANQUILLA,NEW BALANCE,MASCULINO,TENIS,649900.0,9.0
ML411,DIESEL EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,CAMISETA,449900.0,12.0
PL147,PILATOS MAYORCA SABANETA,REPLAY,MASCULINO,CHAQUETA,2949900.0,3.0
PL147,PILATOS MAYORCA SABANETA,SUPERDRY,MASCULINO,BOLSO,199900.0,1.0
ML429,DIESEL LA QUINTA BUCARAMANGA,DIESEL ADULTO,MASCULINO,BOLSO,1199900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,REPLAY,MASCULINO,TENIS,499900.0,76.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,17.0
PLP13,PILATOS UNICO CALI 2,REPLAY,FEMENINO,BERMUDA,249900.0,9.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,PILATOS,UNISEX,PROTECCION,39900.0,10.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,MASCULINO,CAMISETA,799900.0,11.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,9.0
ML219,NEW BALANCE VIVA ENVIGADO,NEW BALANCE,MASCULINO,TENIS,504900.0,1.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,FEMENINO,CHAQUETA,7999900.0,1.0
PL108,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,2099900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,FEMENINO,BERMUDA,369900.0,20.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,DIESEL ADULTO,MASCULINO,JEAN,849900.0,1.0
MF739,MFG FUNDADORES MANIZALES,CONVERSE,UNISEX,TENIS,279950.0,3.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,119900.0,4.0
PL108,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,MASCULINO,TENIS,999900.0,133.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,CAMISETA,279900.0,145.0
ML630,SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,FEMENINO,BUZO,599900.0,5.0
PL108,PILATOS GRAN ESTACION BOGOTA,NEW BALANCE,MASCULINO,TENIS,517900.0,2.0
PL198,MOVIL 2,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,169900.0,1.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,649900.0,2.0
PL101,PILATOS BUENAVISTA BARRANQUILLA,PILATOS,UNISEX,PROTECCION,39900.0,8.0
ML609,SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,MASCULINO,GORRO,189900.0,8.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,NO APLICA,MATERIAL PUBLICITARIO,5000.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,FEMENINO,MALETA,1999900.0,1.0
PL03P,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,169900.0,1.0
PL138,PILATOS VIVA BARRANQUILLA,MONASTERY,FEMENINO,CAMISETA,310000.0,12.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,ROPA INTERIOR,249900.0,16.0
PLP15,PILATOS NUESTRO ATLANTICO,PILATOS,MASCULINO,MEDIAS,49900.0,1.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BERMUDA,399900.0,7.0
ML212,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,MASCULINO,PANTALON,549900.0,7.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,75.0
PO317,PILATOS UNICENTRO PEREIRA,NIKE,MASCULINO,TENIS,549950.0,6.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,MASCULINO,JEAN,1749900.0,8.0
PL113,PILATOS EL TESORO MEDELLIN,NEW BALANCE,UNISEX,TENIS,544900.0,3.0
MLM07,MFG PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,UNISEX,BUZO,549900.0,3.0
ML622,SUPERDRY PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,BUZO,349900.0,12.0
ML211,NEW BALANCE MAYORCA SABANETA,NEW BALANCE,UNISEX,BOLSO,186900.0,3.0
ML602,SUPERDRY EL TESORO MEDELLIN,SUPERDRY,MASCULINO,GORRO,159900.0,30.0
ML668,KIPLING SANTAFE MEDELLIN,KIPLING,FEMENINO,COSMETIQUERA,149900.0,2.0
PL116,PILATOS ARBOLEDA PEREIRA,DIESEL ADULTO,MASCULINO,CAMISETA,749900.0,1.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,249900.0,15.0
ML602,SUPERDRY EL TESORO MEDELLIN,SUPERDRY,MASCULINO,CAMISETA,229900.0,94.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,UNISEX,MEDIAS,94900.0,9.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,109900.0,112.0
PL146,PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,FEMENINO,CAMISETA,229900.0,15.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,199900.0,51.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,REPLAY,MASCULINO,CAMISETA,299900.0,17.0
MO422,DIESEL OUTLET MAYORCA SABANETA,DIESEL ADULTO,MASCULINO,JEAN,1299900.0,37.0
PLP16,PILATOS MALL PLAZA BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,2099900.0,3.0
PL08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,239900.0,5.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NIKE,MASCULINO,TENIS,459950.0,8.0
pf745,PILATOS VIVA TUNJA,CLEMONT,MASCULINO,CAMISETA,360000.0,10.0
PLP15,PILATOS NUESTRO ATLANTICO,NEW BALANCE,FEMENINO,BERMUDA,455900.0,2.0
PF161,PILATOS LLANOGRANDE PALMIRA,NEW BALANCE,FEMENINO,TENIS,1069900.0,2.0
