CodigoAlmacen,nombrealmacen,Marca,Genero,Tipo,f126_precio,Despacho
PL132,PILATOS SANTAFE MEDELLIN,REPLAY,MASCULINO,CAMISETA,299900.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,199900.0,14.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,UNISEX,TENIS,449900.0,9.0
PL148,PILATOS ARKADIA MEDELLIN,DIESEL ADULTO,MASCULINO,FRAGANCIA,424900.0,2.0
PL10P,PILATOS UNICO PASTO,SUPERDRY,MASCULINO,BUZO,499900.0,13.0
PL12P,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,189900.0,27.0
PO317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,VESTIDO,299900.0,1.0
PL147,PILATOS MAYORCA SABANETA,NEW ERA,UNISEX,GORRO,219990.0,1.0
PF727,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,109900.0,10.0
ML625,SUPERDRY FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,CORREA,189900.0,1.0
PL147,PILATOS MAYORCA SABANETA,LE COQ SPORTIF,MASCULINO,TENIS,620000.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,179900.0,163.0
PL122,PILATOS ARRECIFE SANTA MARTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,349900.0,4.0
ML411,DIESEL EL TESORO MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,1249900.0,31.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,149900.0,2.0
ML409,DIESEL CHIPICHAPE CALI,DIESEL ADULTO,UNISEX,MATERIAL PUBLICITARIO,1.0,50.0
CDEDM,CENTRO DE DISTRIBUCION EDM,SUPERDRY,MASCULINO,BOLSO,199900.0,66.0
PL146,PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,MASCULINO,CAMISETA,299900.0,6.0
PF737,PILATOS LA ESTACION IBAGUE,DIESEL ADULTO,MASCULINO,CAMISETA,349900.0,18.0
PL08P,PILATOS UNICO BARRANQUILLA,DIESEL ADULTO,MASCULINO,TENIS,1399900.0,2.0
ML614,SUPERDRY PLAZA CENTRAL BOGOTA,SUPERDRY,MASCULINO,CAMISETA,279900.0,89.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,NIKE,FEMENINO,TENIS,814950.0,1.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,MASCULINO,BUZO,549900.0,16.0
ML402,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,FEMENINO,CHAQUETA,1599900.0,2.0
PL138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,109900.0,3.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,MASCULINO,TENIS,2649900.0,1.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,FEMENINO,FALDA,499900.0,4.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,BUZO,699900.0,6.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,109900.0,44.0
PL07P,PILATOS PREMIUM SOPO,KIPLING,FEMENINO,MORRAL,399900.0,6.0
PL17P,PILATOS ACCESORIOS SAN NICOLAS RIONEGRO,DIESEL ADULTO,MASCULINO,JEAN,799900.0,1.0
ML606,SUPERDRY OVIEDO MEDELLIN,SUPERDRY,MASCULINO,POLO,329900.0,5.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,NEW BALANCE,FEMENINO,BERMUDA,267900.0,2.0
PL198,MOVIL 2,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,119900.0,2.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,FEMENINO,FALDA,999900.0,2.0
PL139,PILATOS VIVA VILLAVICENCIO,SUPERDRY,FEMENINO,CAMISETA,179900.0,15.0
PO317,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,399900.0,2.0
ML402,DIESEL BUENAVISTA BARRANQUILLA,DIESEL ADULTO,FEMENINO,JEAN,2099900.0,7.0
ML212,NEW BALANCE CARACOLI BUCARAMANGA,NEW BALANCE,MASCULINO,MEDIAS,127900.0,5.0
PL08P,PILATOS UNICO BARRANQUILLA,VANS,UNISEX,GORRO,199000.0,1.0
PF192,PILATOS MALL PLAZA MANIZALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,149900.0,24.0
CDEDM,CENTRO DE DISTRIBUCION EDM,AP CROWN,MASCULINO,BOLSO,320000.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,NIKE,FEMENINO,TENIS,894950.0,4.0
PL112,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,259900.0,1.0
BBC1 ,BROKEN CHAINS MEDELLIN,NEW BALANCE,MASCULINO,TENIS,1187900.0,24.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,NEW BALANCE,MASCULINO,TENIS,1069900.0,12.0
PF734,PILATOS FUSAGASUGA,REPLAY,FEMENINO,CAMISETA,199900.0,7.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,109900.0,9.0
PL08P,PILATOS UNICO BARRANQUILLA,SUPERDRY,MASCULINO,BUZO,349900.0,9.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,MASCULINO,CAMISA,379900.0,12.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,SUDADERA,299900.0,3.0
PL141,PILATOS BUENAVISTA MONTERIA,REPLAY,MASCULINO,TENIS,599900.0,7.0
pl141,PILATOS BUENAVISTA MONTERIA,REPLAY,MASCULINO,TENIS,599900.0,12.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,UNISEX,TENIS,649900.0,149.0
PL132,PILATOS SANTAFE MEDELLIN,SUPERDRY,MASCULINO,CAMISETA,229900.0,31.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,PANTALON,499900.0,27.0
PL113,PILATOS EL TESORO MEDELLIN,NIKE,FEMENINO,TENIS,679950.0,2.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,219900.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,NEW BALANCE,MASCULINO,BERMUDA,239900.0,2.0
PL108,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,549900.0,11.0
PL113,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,1099900.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,REPLAY,MASCULINO,CAMISETA,149900.0,18.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,FEMENINO,POLO,48000.0,2.0
ML609,SUPERDRY VIVA LC 142 ENVIGADO,SUPERDRY,FEMENINO,BUZO,499900.0,21.0
PL13P,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,649900.0,8.0
ML214,NEW BALANCE BUENAVISTA BARRANQUILLA,NEW BALANCE,MASCULINO,BERMUDA,329900.0,2.0
PL119,PILATOS CARIBE PLAZA CARTAGENA,NEW ERA,UNISEX,GORRO,209990.0,2.0
ML619,SUPERDRY ARBOLEDA PEREIRA,SUPERDRY,FEMENINO,BUZO,399900.0,55.0
CDEDM,CENTRO DE DISTRIBUCION EDM,KIPLING,FEMENINO,PAÑALERA,1099900.0,10.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,FEMENINO,CAMISETA,649900.0,7.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,UNISEX,RELOJ,1399900.0,15.0
PL149,PILATOS NUESTRO BOGOTA,REPLAY,MASCULINO,JEAN,899900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,MASCULINO,SUDADERA,569900.0,5.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,KIPLING,FEMENINO,LONCHERA,339900.0,2.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,AP CROWN,MASCULINO,GORRO,190000.0,1.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,MONASTERY,UNISEX,MORRAL,850000.0,1.0
PF183,PILATOS IPIALES,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,499900.0,12.0
PL123,PILATOS UNICENTRO ARMENIA,REPLAY,MASCULINO,CAMISETA,299900.0,11.0
PL198,MOVIL 2,NEW BALANCE,MASCULINO,SUDADERA,357900.0,1.0
ML222,NEW BALANCE MALL PLAZA CARTAGENA,NEW BALANCE,FEMENINO,CAMISETA,225900.0,1.0
PF172,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,119900.0,5.0
CDEDM,CENTRO DE DISTRIBUCION EDM,ADIDAS,MASCULINO,TENIS,1099950.0,21.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,RELOJ,1399900.0,2.0
PL112,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,139900.0,116.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,MONASTERY,UNISEX,GORRO,285000.0,2.0
PL111,PILATOS UNICENTRO CALI,DIESEL ADULTO,FEMENINO,ROPA INTERIOR,299900.0,1.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,REPLAY,MASCULINO,CAMISETA,249900.0,16.0
PL153,PILATOS PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,249900.0,2.0
MLM02,MFG OVIEDO MEDELLIN,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISA,149900.0,7.0
PF194,PILATOS SAN SILVESTRE BARRANCABERMEJA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,14.0
PL810,SMART SALE,CONVERSE,FEMENINO,TENIS,414950.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,UNISEX,PROTECCION,29900.0,15.0
PL18P,PILATOS UNICO BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,MEDIAS,39900.0,6.0
PL116,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,149900.0,7.0
PL129,PILATOS ACCESORIOS PUERTA DEL NORTE BELL,NIKE,MASCULINO,TENIS,944950.0,1.0
PLP08,PILATOS CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,339900.0,3.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,ON,MASCULINO,TENIS,799990.0,1.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,SUPERDRY,MASCULINO,GORRO,179900.0,2.0
ML430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,DIESEL ADULTO,MASCULINO,JEAN,2449900.0,6.0
ML658,KIPLING TITAN PLAZA BOGOTA,KIPLING,FEMENINO,MORRAL,399900.0,9.0
MF739,MFG FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,239900.0,20.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,MASCULINO,TENIS,579900.0,2.0
ML429,DIESEL LA QUINTA BUCARAMANGA,DIESEL ADULTO,MASCULINO,JEAN,1999900.0,2.0
PF192,PILATOS MALL PLAZA MANIZALES,SUPERDRY,MASCULINO,GORRO,159900.0,18.0
PL110,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,MASCULINO,JEAN,899900.0,31.0
PL146,PILATOS VIVA LC 143 ENVIGADO,SUPERDRY,FEMENINO,BUZO,469900.0,18.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,MASCULINO,PANTALON,2399900.0,2.0
PL07P,PILATOS PREMIUM SOPO,SUPERDRY,MASCULINO,BOLSO,399900.0,1.0
BBC2 ,BROKEN CHAINS BOGOTA,NIKE,MASCULINO,BUZO,569950.0,21.0
PL111,PILATOS UNICENTRO CALI,DIESEL ADULTO,MASCULINO,BOLSO,1499900.0,1.0
PF720,PILATOS PASTO,SUPERDRY,MASCULINO,CAMISETA,249900.0,25.0
ML224,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,BUZO,569900.0,7.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW ERA,MASCULINO,GORRO,134995.0,1.0
BBC2 ,BROKEN CHAINS BOGOTA,MONOIC,UNISEX,CAMISETA,290000.0,33.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MONASTERY,MASCULINO,JEAN,690000.0,68.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISA,309900.0,4.0
PL116,PILATOS ARBOLEDA PEREIRA,OAKLEY,MASCULINO,TENIS,629900.0,14.0
PL113,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,BOLSO,2399900.0,3.0
ML605,SUPERDRY MAYORCA SABANETA,SUPERDRY,FEMENINO,CAMISETA,229900.0,107.0
PF190,PILATOS QUIBDO,SUPERDRY,MASCULINO,CAMISETA,219900.0,9.0
MF718,SUPERDRY CAMPANARIO POPAYAN,SUPERDRY,FEMENINO,BUZO,599900.0,4.0
MLM09,MFG CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,FEMENINO,PANTALON,449900.0,1.0
PL149,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1449900.0,11.0
PL131,PILATOS GRAN PLAZA IPIALES,SUPERDRY,MASCULINO,CAMISETA,159900.0,12.0
PF726,PILATOS CABLE PLAZA MANIZALES,MONASTERY,UNISEX,MORRAL,810000.0,1.0
PLP13,PILATOS UNICO CALI 2,KIPLING,FEMENINO,BILLETERA,299900.0,34.0
PL110,PILATOS JARDIN PLAZA CALI,SALOMON,UNISEX,TENIS,1299900.0,15.0
PF192,PILATOS MALL PLAZA MANIZALES,NEW BALANCE,MASCULINO,MEDIAS,19900.0,5.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,FEMENINO,BUZO,399900.0,64.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,DIESEL ADULTO,MASCULINO,JEAN,1199900.0,3.0
PF166,PILATOS CAMPANARIO POPAYAN,MONASTERY,MASCULINO,CAMISETA,440000.0,4.0
PL139,PILATOS VIVA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,6.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,JEAN,389900.0,26.0
BBC3 ,BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,549950.0,110.0
PL149,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,MASCULINO,JEAN,1149900.0,7.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,CAMISETA,1799900.0,4.0
ML630,SUPERDRY SAN NICOLAS RIONEGRO,SUPERDRY,MASCULINO,CAMISA,399900.0,2.0
PL138,PILATOS VIVA BARRANQUILLA,SUPERDRY,FEMENINO,CAMISETA,219900.0,1.0
ML223,NEW BALANCE MALL PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,649900.0,67.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,ALPINESTARS,MASCULINO,GORRO,129900.0,4.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,4999900.0,3.0
PF192,PILATOS MALL PLAZA MANIZALES,CLEMONT,FEMENINO,CHAQUETA,500000.0,12.0
PF720,PILATOS PASTO,DIESEL ADULTO,FEMENINO,JEAN,1199900.0,6.0
PL19P,PILATOS LA HERRADURA TULUA,CLEMONT,FEMENINO,CAMISETA,350000.0,1.0
ML213,NEW BALANCE DE MODA PRIME OUTLET LC 121,NEW BALANCE,MASCULINO,TENIS,534900.0,24.0
PF172,PILATOS UNICENTRO YOPAL,DIESEL ADULTO,MASCULINO,JEAN,1349900.0,1.0
PL104,PILATOS BUENAVISTA SANTA MARTA,CLEMONT,MASCULINO,SUDADERA,500000.0,5.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,FEMENINO,CHAQUETA,499900.0,8.0
PF713,PILATOS ARAUCA,SUPERDRY,MASCULINO,BUZO,499900.0,7.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,VANS,UNISEX,TENIS,329900.0,4.0
ML605,SUPERDRY MAYORCA SABANETA,SUPERDRY,MASCULINO,CHAQUETA,829900.0,44.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,FEMENINO,JEAN,1249900.0,6.0
PLP04,PILATOS ACCESORIOS PARQUE LA COLINA BOGO,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,649900.0,4.0
PL123,PILATOS UNICENTRO ARMENIA,NIKE,FEMENINO,TENIS,979950.0,4.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,SUPERDRY,MASCULINO,CAMISA,349900.0,43.0
PF746,PILATOS PRIMAVERA URBANA VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,299900.0,2.0
PL123,PILATOS UNICENTRO ARMENIA,PILATOS,UNISEX,PROTECCION,29900.0,1.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,NEW BALANCE,MASCULINO,TENIS,589900.0,5.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,249900.0,1.0
ML429,DIESEL LA QUINTA BUCARAMANGA,DIESEL ADULTO,MASCULINO,CORREA,849900.0,8.0
PL335,PILATOS OUTLET AMERICAS 2 BOG,REPLAY,MASCULINO,CAMISETA,249900.0,42.0
ML613,SUPERDRY ARKADIA MEDELLIN,SUPERDRY,MASCULINO,GORRO,169900.0,3.0
ML414,DIESEL SANTAFE MEDELLIN,DIESEL ADULTO,FEMENINO,CAMISETA,1099900.0,1.0
PF744,PILATOS  LETICIA AMAZONAS,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,399900.0,19.0
MLM08,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,UNISEX,TENIS,449900.0,1.0
PL18P,PILATOS UNICO BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,195.0
PF192,PILATOS MALL PLAZA MANIZALES,PILATOS,UNISEX,MATERIAL PUBLICITARIO,8130.0,6.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,FEMENINO,BOLSO,1899900.0,6.0
PO317,PILATOS UNICENTRO PEREIRA,NEW BALANCE,MASCULINO,TENIS,779900.0,2.0
PL102,PILATOS PORTAL DEL QUINDIO ARMENIA,MARITHE FRANCOIS GIRBAUD,FEMENINO,BUZO,299900.0,2.0
PL12P,PILATOS UNICO VILLAVICENCIO,KIPLING,FEMENINO,MORRAL,749900.0,1.0
PL08P,PILATOS UNICO BARRANQUILLA,PILATOS,MASCULINO,POLO,19900.0,4.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,449900.0,2.0
PLP15,PILATOS NUESTRO ATLANTICO,DIESEL ADULTO,MASCULINO,JEAN,1699900.0,6.0
PF727,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,249900.0,20.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MONASTERY,UNISEX,GORRO,285000.0,3.0
CDEDM,CENTRO DE DISTRIBUCION EDM,CLEMONT,MASCULINO,BUZO,650000.0,5.0
PO317,PILATOS UNICENTRO PEREIRA,MONASTERY,MASCULINO,CAMISETA,410000.0,29.0
PF177,PILATOS ACCESORIOS CALLE 6 POPAYAN,SUPERDRY,FEMENINO,CHAQUETA,699900.0,5.0
PF730,PILATOS SANTA ROSA,MONASTERY,UNISEX,GORRO,350000.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,BOLSO,1899900.0,8.0
PL12P,PILATOS UNICO VILLAVICENCIO,NEW BALANCE,FEMENINO,TENIS,604900.0,3.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,ESTUCHE,149900.0,1.0
ML605,SUPERDRY MAYORCA SABANETA,SUPERDRY,MASCULINO,CHAQUETA,649900.0,21.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,299900.0,1305.0
PL14P,PILATOS SAN NICOLAS RIONEGRO,CLEMONT,MASCULINO,BUZO,580000.0,4.0
PF188,PILATOS CACIQUE BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,569900.0,6.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,MASCULINO,TENIS,578900.0,15.0
PL135,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,PILATOS,MASCULINO,MEDIAS,19900.0,28.0
PL107,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,JEAN,1099900.0,7.0
PF166,PILATOS CAMPANARIO POPAYAN,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,399900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,GOORIN BROS,MASCULINO,GORRO,359900.0,446.0
PF166,PILATOS CAMPANARIO POPAYAN,NIKE,FEMENINO,TENIS,659950.0,6.0
PL148,PILATOS ARKADIA MEDELLIN,DIESEL ADULTO,MASCULINO,JEAN,1399900.0,3.0
PF188,PILATOS CACIQUE BUCARAMANGA,DIESEL ADULTO,FEMENINO,JEAN,1549900.0,1.0
pf170,PILATOS UNICENTRO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,42.0
PF170,PILATOS UNICENTRO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,FEMENINO,CAMISETA,139900.0,2.0
ML421,DIESEL FONTANAR BOGOTA,DIESEL ADULTO,MASCULINO,CAMISETA,549900.0,19.0
PL110,PILATOS JARDIN PLAZA CALI,NEW BALANCE,FEMENINO,TENIS,649900.0,55.0
BBC1 ,BROKEN CHAINS MEDELLIN,NEW BALANCE,UNISEX,TENIS,994900.0,1.0
ML617,SUPERDRY GRAN ESTACION BOGOTA,SUPERDRY,FEMENINO,CHAQUETA,589900.0,10.0
PL141,PILATOS BUENAVISTA MONTERIA,NEW BALANCE,UNISEX,TENIS,539900.0,1.0
ML430,DIESEL DE MODA PRIME OUTLET LC 109 MEDEL,DIESEL ADULTO,MASCULINO,JEAN,1499900.0,14.0
ML655,KIPLING EL TESORO MEDELLIN,KIPLING,FEMENINO,CARTUCHERA,349900.0,3.0
PL10P,PILATOS UNICO PASTO,REPLAY,MASCULINO,CHAQUETA,2999900.0,6.0
PL121,PILATOS TITAN PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,249900.0,17.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,REPLAY,MASCULINO,TENIS,899900.0,1.0
PL123,PILATOS UNICENTRO ARMENIA,DIESEL ADULTO,FEMENINO,JEAN,999900.0,11.0
ML607,SUPERDRY DE MODA PRIME OUTLET LC 110,SUPERDRY,MASCULINO,CHAQUETA,1049900.0,2.0
ML224,NEW BALANCE PLAZA FABRICATO BELLO,NEW BALANCE,FEMENINO,ROPA INTERIOR,269900.0,7.0
PL08P,PILATOS UNICO BARRANQUILLA,SUPERDRY,MASCULINO,GORRO,179900.0,2.0
PL151,PILATOS ACCESORIOS VIVA ENVIGADO,DIESEL ADULTO,MASCULINO,TENIS,1349900.0,2.0
PL116,PILATOS ARBOLEDA PEREIRA,AP CROWN,FEMENINO,CAMISETA,260000.0,8.0
PL11P,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISA,349900.0,4.0
PL153,PILATOS PLAZA FABRICATO BELLO,SUPERDRY,MASCULINO,SUDADERA,449900.0,5.0
PF744,PILATOS  LETICIA AMAZONAS,DIESEL ADULTO,MASCULINO,JEAN,1249900.0,5.0
MLM11,MFG FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,BERMUDA,349900.0,5.0
PL145,PILATOS DE MODA PRIME OUTLET LC 227,MARITHE FRANCOIS GIRBAUD,FEMENINO,FALDA,349900.0,1.0
CDEDM,CENTRO DE DISTRIBUCION EDM,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,209900.0,690.0
PL110,PILATOS JARDIN PLAZA CALI,OAKLEY,MASCULINO,GORRO,148900.0,2.0
PLP05,PILATOS JEANS ANDINO BOGOTA,MARITHE FRANCOIS GIRBAUD,FEMENINO,JEAN,499900.0,12.0
PF726,PILATOS CABLE PLAZA MANIZALES,NEW BALANCE,FEMENINO,TENIS,619900.0,1.0
PL10P,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,PANTALON,449900.0,1.0
PL138,PILATOS VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CAMISETA,229900.0,4.0
PLP06,PILATOS FLORIDA PARQUE COMERCIAL,NIKE,FEMENINO,BERMUDA,194950.0,1.0
MO481,DIESEL OUTLET AMERICAS FACTORY BOGOTA,DIESEL ADULTO,FEMENINO,CHAQUETA,3599900.0,2.0
CDEDM,CENTRO DE DISTRIBUCION EDM,DIESEL ADULTO,FEMENINO,JEAN,529990.0,1.0
PL108,PILATOS GRAN ESTACION BOGOTA,CLEMONT,FEMENINO,CAMISETA,310000.0,1.0
ML625,SUPERDRY FLORIDA PARQUE COMERCIAL,SUPERDRY,MASCULINO,JEAN,499900.0,14.0
PL132,PILATOS SANTAFE MEDELLIN,SALOMON,UNISEX,TENIS,999900.0,149.0
ML407,DIESEL EL RETIRO BOGOTA,DIESEL ADULTO,MASCULINO,CHAQUETA,1699900.0,8.0
PO319,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,FEMENINO,POLO,199900.0,4.0
MLM11,MFG FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,FEMENINO,CHAQUETA,549900.0,1.0
PO302,PILATOS PLAZA CENTRAL  BOGOTA,SUPERDRY,MASCULINO,GORRO,159900.0,7.0
CDEDM,CENTRO DE DISTRIBUCION EDM,NEW BALANCE,FEMENINO,TENIS,589900.0,487.0
PO317,PILATOS UNICENTRO PEREIRA,DIESEL ADULTO,MASCULINO,JEAN,1099900.0,14.0
PF188,PILATOS CACIQUE BUCARAMANGA,NEW BALANCE,MASCULINO,TENIS,969900.0,7.0
MF739,MFG FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,POLO,169900.0,2.0
