Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas,Cantidad_Propuesta_Inventario
PILATOS MALL PLAZA CARTAGENA,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",12.0,0.17647058823529413,0.1875,11.0
PILATOS MALL PLAZA CARTAGENA,MONASTERY,MASCULINO,CAMISETA,"[495000.0, 517500.0)",3.0,0.04411764705882353,0.14583333333333334,9.0
PILATOS MALL PLAZA CARTAGENA,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",2.0,0.029411764705882353,0.020833333333333332,1.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 352500.0)",8.0,0.07339449541284404,0.02564102564102564,3.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 427500.0)",58.0,0.5321100917431193,0.46153846153846156,50.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 465000.0)",25.0,0.22935779816513763,0.3333333333333333,36.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[465000.0, 502500.0)",12.0,0.11009174311926606,0.05128205128205128,6.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[502500.0, 540000.0)",1.0,0.009174311926605505,0.02564102564102564,3.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[540000.0, 577500.0)",2.0,0.01834862385321101,0.07692307692307693,8.0
PILATOS MALL PLAZA MANIZALES,MONASTERY,MASCULINO,CAMISETA,"[652500.0, 690375.0)",3.0,0.027522935779816515,0.02564102564102564,3.0
PILATOS MAYORCA SABANETA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 405000.0)",2.0,0.1111111111111111,0.42857142857142855,2.0
PILATOS MAYORCA SABANETA,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 435000.0)",2.0,0.1111111111111111,0.2857142857142857,1.0
PILATOS MAYORCA SABANETA,MONASTERY,MASCULINO,CAMISETA,"[525000.0, 540150.0)",1.0,0.05555555555555555,0.2857142857142857,1.0
PILATOS MEGAMALL BUCARAMANGA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 405000.0)",21.0,0.3088235294117647,0.3333333333333333,19.0
PILATOS MEGAMALL BUCARAMANGA,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 420000.0)",25.0,0.36764705882352944,0.2,12.0
PILATOS MEGAMALL BUCARAMANGA,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 435000.0)",11.0,0.16176470588235295,0.3333333333333333,19.0
PILATOS MEGAMALL BUCARAMANGA,MONASTERY,MASCULINO,CAMISETA,"[435000.0, 450000.0)",1.0,0.014705882352941176,0.13333333333333333,8.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 352500.0)",8.0,0.05925925925925926,0.045454545454545456,6.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 427500.0)",69.0,0.5111111111111111,0.38636363636363635,52.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 465000.0)",35.0,0.25925925925925924,0.36363636363636365,49.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[465000.0, 502500.0)",12.0,0.08888888888888889,0.06818181818181818,9.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[502500.0, 540000.0)",4.0,0.02962962962962963,0.022727272727272728,3.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[540000.0, 577500.0)",4.0,0.02962962962962963,0.09090909090909091,12.0
PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[652500.0, 690375.0)",3.0,0.022222222222222223,0.022727272727272728,3.0
PILATOS NQS MALL PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",25.0,0.36764705882352944,0.23076923076923078,15.0
PILATOS NQS MALL PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",13.0,0.19117647058823528,0.38461538461538464,24.0
PILATOS NQS MALL PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",11.0,0.16176470588235295,0.3076923076923077,19.0
PILATOS NQS MALL PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[474000.0, 486000.0)",14.0,0.20588235294117646,0.07692307692307693,5.0
PILATOS NUESTRO BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[119900.0, 150910.0)",2.0,0.13333333333333333,0.18181818181818182,3.0
PILATOS NUESTRO BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[336970.0, 367980.0)",3.0,0.2,0.2727272727272727,4.0
PILATOS NUESTRO BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[398990.0, 430310.1)",10.0,0.6666666666666666,0.5454545454545454,8.0
PILATOS NUESTRO MONTERIA,MONASTERY,MASCULINO,CAMISETA,"[410000.0, 420000.0)",8.0,0.8888888888888888,0.75,7.0
PILATOS NUESTRO MONTERIA,MONASTERY,MASCULINO,CAMISETA,"[500000.0, 510100.0)",1.0,0.1111111111111111,0.25,2.0
PILATOS OUTLET LA TORRE ITAGUI,MONASTERY,MASCULINO,CAMISETA,"[360000.0, 375000.0)",6.0,0.2608695652173913,0.4444444444444444,9.0
PILATOS OUTLET LA TORRE ITAGUI,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 420000.0)",2.0,0.08695652173913043,0.1111111111111111,2.0
PILATOS OUTLET LA TORRE ITAGUI,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 435000.0)",8.0,0.34782608695652173,0.2222222222222222,5.0
PILATOS OUTLET LA TORRE ITAGUI,MONASTERY,MASCULINO,CAMISETA,"[495000.0, 510150.0)",5.0,0.21739130434782608,0.2222222222222222,5.0
PILATOS PASTO,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 420000.0)",40.0,0.5333333333333333,0.55,32.0
PILATOS PASTO,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 450000.0)",18.0,0.24,0.4,24.0
PILATOS PASTO,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 480000.0)",1.0,0.013333333333333334,0.05,3.0
PILATOS PLAZA FABRICATO BELLO,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 400000.0)",18.0,0.34615384615384615,0.125,6.0
PILATOS PLAZA FABRICATO BELLO,MONASTERY,MASCULINO,CAMISETA,"[410000.0, 420000.0)",11.0,0.21153846153846154,0.4166666666666667,22.0
PILATOS PLAZA FABRICATO BELLO,MONASTERY,MASCULINO,CAMISETA,"[430000.0, 440000.0)",8.0,0.15384615384615385,0.16666666666666666,9.0
PILATOS PLAZA FABRICATO BELLO,MONASTERY,MASCULINO,CAMISETA,"[480000.0, 490100.0)",15.0,0.28846153846153844,0.08333333333333333,4.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",6.0,0.06818181818181818,0.03636363636363636,3.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",17.0,0.19318181818181818,0.23636363636363636,21.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",19.0,0.2159090909090909,0.12727272727272726,11.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",23.0,0.26136363636363635,0.43636363636363634,38.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",17.0,0.19318181818181818,0.03636363636363636,3.0
PILATOS PORTAL DEL QUINDIO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",6.0,0.06818181818181818,0.01818181818181818,2.0
PILATOS PREMIUM SOPO,MONASTERY,MASCULINO,CAMISETA,"[470000.0, 478000.0)",2.0,0.5,1.0,2.0
PILATOS PRIMAVERA URBANA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",37.0,0.25517241379310346,0.14285714285714285,17.0
PILATOS PRIMAVERA URBANA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",31.0,0.21379310344827587,0.2857142857142857,34.0
PILATOS PRIMAVERA URBANA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",45.0,0.3103448275862069,0.42857142857142855,51.0
PILATOS PRIMAVERA URBANA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[498000.0, 510120.0)",6.0,0.041379310344827586,0.14285714285714285,17.0
PILATOS QUIBDO,MONASTERY,MASCULINO,CAMISETA,"[374000.0, 391000.0)",6.0,0.15789473684210525,0.1875,7.0
PILATOS QUIBDO,MONASTERY,MASCULINO,CAMISETA,"[408000.0, 425000.0)",18.0,0.47368421052631576,0.3125,12.0
PILATOS QUIBDO,MONASTERY,MASCULINO,CAMISETA,"[425000.0, 442000.0)",3.0,0.07894736842105263,0.21875,8.0
PILATOS QUIBDO,MONASTERY,MASCULINO,CAMISETA,"[476000.0, 493000.0)",9.0,0.23684210526315788,0.21875,8.0
PILATOS QUIBDO,MONASTERY,MASCULINO,CAMISETA,"[493000.0, 510170.0)",1.0,0.02631578947368421,0.0625,2.0
PILATOS SAN NICOLAS RIONEGRO,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 420000.0)",12.0,0.5454545454545454,0.4166666666666667,7.0
PILATOS SAN NICOLAS RIONEGRO,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 465000.0)",1.0,0.045454545454545456,0.16666666666666666,3.0
PILATOS SAN NICOLAS RIONEGRO,MONASTERY,MASCULINO,CAMISETA,"[525000.0, 540150.0)",4.0,0.18181818181818182,0.16666666666666666,3.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",19.0,0.3220338983050847,0.26666666666666666,16.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",15.0,0.2542372881355932,0.23333333333333334,14.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",6.0,0.1016949152542373,0.3,18.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 462000.0)",3.0,0.05084745762711865,0.06666666666666667,4.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[474000.0, 486000.0)",14.0,0.23728813559322035,0.06666666666666667,4.0
PILATOS SAN SILVESTRE BARRANCABERMEJA,MONASTERY,MASCULINO,CAMISETA,"[498000.0, 510120.0)",2.0,0.03389830508474576,0.06666666666666667,4.0
PILATOS SANTA ROSA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",23.0,0.3382352941176471,0.2631578947368421,14.0
PILATOS SANTA ROSA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",19.0,0.27941176470588236,0.5263157894736842,27.0
PILATOS SANTA ROSA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",10.0,0.14705882352941177,0.15789473684210525,8.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",8.0,0.0975609756097561,0.03669724770642202,3.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",20.0,0.24390243902439024,0.2018348623853211,17.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",12.0,0.14634146341463414,0.22935779816513763,19.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",26.0,0.3170731707317073,0.30275229357798167,25.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",14.0,0.17073170731707318,0.01834862385321101,2.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[495000.0, 517500.0)",1.0,0.012195121951219513,0.08256880733944955,7.0
PILATOS SANTAFE MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",1.0,0.012195121951219513,0.11009174311926606,9.0
PILATOS TITAN PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 420000.0)",36.0,0.5217391304347826,0.38461538461538464,22.0
PILATOS TITAN PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 450000.0)",16.0,0.2318840579710145,0.46153846153846156,27.0
PILATOS TITAN PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 480000.0)",1.0,0.014492753623188406,0.038461538461538464,2.0
PILATOS TITAN PLAZA BOGOTA,MONASTERY,MASCULINO,CAMISETA,"[510000.0, 540000.0)",5.0,0.07246376811594203,0.038461538461538464,2.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 352500.0)",5.0,0.05555555555555555,0.06382978723404255,6.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 427500.0)",50.0,0.5555555555555556,0.3829787234042553,34.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 465000.0)",18.0,0.2,0.2765957446808511,25.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[465000.0, 502500.0)",12.0,0.13333333333333333,0.02127659574468085,2.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[502500.0, 540000.0)",1.0,0.011111111111111112,0.1276595744680851,11.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[540000.0, 577500.0)",3.0,0.03333333333333333,0.10638297872340426,10.0
PILATOS UNICENTRO ARMENIA,MONASTERY,MASCULINO,CAMISETA,"[652500.0, 690375.0)",1.0,0.011111111111111112,0.02127659574468085,2.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",4.0,0.04,0.08163265306122448,8.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",22.0,0.22,0.16326530612244897,16.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",31.0,0.31,0.22448979591836735,22.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",26.0,0.26,0.3469387755102041,35.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",9.0,0.09,0.02040816326530612,2.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[495000.0, 517500.0)",4.0,0.04,0.061224489795918366,6.0
PILATOS UNICENTRO CALI,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",4.0,0.04,0.04081632653061224,4.0
PILATOS UNICENTRO MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[360000.0, 378000.0)",4.0,0.11764705882352941,0.15789473684210525,4.0
PILATOS UNICENTRO MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[396000.0, 414000.0)",4.0,0.11764705882352941,0.21052631578947367,6.0
PILATOS UNICENTRO MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[414000.0, 432000.0)",12.0,0.35294117647058826,0.3157894736842105,9.0
PILATOS UNICENTRO MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 468000.0)",3.0,0.08823529411764706,0.15789473684210525,4.0
PILATOS UNICENTRO MEDELLIN,MONASTERY,MASCULINO,CAMISETA,"[522000.0, 540180.0)",4.0,0.11764705882352941,0.15789473684210525,4.0
PILATOS UNICENTRO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 399000.0)",6.0,0.21428571428571427,0.1,3.0
PILATOS UNICENTRO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[408000.0, 417000.0)",3.0,0.10714285714285714,0.325,9.0
PILATOS UNICENTRO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 435000.0)",10.0,0.35714285714285715,0.4,11.0
PILATOS UNICENTRO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[471000.0, 480090.0)",9.0,0.32142857142857145,0.05,1.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",18.0,0.26865671641791045,0.07692307692307693,4.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",17.0,0.2537313432835821,0.07692307692307693,4.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",13.0,0.19402985074626866,0.46153846153846156,27.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[438000.0, 450000.0)",4.0,0.05970149253731343,0.07692307692307693,4.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[486000.0, 498000.0)",1.0,0.014925373134328358,0.07692307692307693,4.0
PILATOS UNICENTRO TUNJA,MONASTERY,MASCULINO,CAMISETA,"[498000.0, 510120.0)",5.0,0.07462686567164178,0.15384615384615385,9.0
PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",6.0,0.05504587155963303,0.21428571428571427,23.0
PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",31.0,0.28440366972477066,0.21428571428571427,23.0
PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",23.0,0.21100917431192662,0.14285714285714285,15.0
PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",29.0,0.26605504587155965,0.2857142857142857,30.0
PILATOS UNICENTRO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",17.0,0.1559633027522936,0.07142857142857142,8.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",6.0,0.06896551724137931,0.045454545454545456,4.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",14.0,0.16091954022988506,0.09090909090909091,8.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",25.0,0.28735632183908044,0.29545454545454547,26.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",22.0,0.25287356321839083,0.4318181818181818,38.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",12.0,0.13793103448275862,0.045454545454545456,4.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[495000.0, 517500.0)",6.0,0.06896551724137931,0.045454545454545456,4.0
PILATOS UNICENTRO YOPAL,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",2.0,0.022988505747126436,0.022727272727272728,2.0
PILATOS UNICO BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[348000.0, 375000.0)",3.0,0.2,0.2631578947368421,3.0
PILATOS UNICO BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[375000.0, 402000.0)",2.0,0.13333333333333333,0.10526315789473684,1.0
PILATOS UNICO BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 429000.0)",3.0,0.2,0.3684210526315789,5.0
PILATOS UNICO BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[429000.0, 456000.0)",4.0,0.26666666666666666,0.21052631578947367,3.0
PILATOS UNICO BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[456000.0, 483000.0)",1.0,0.06666666666666667,0.05263157894736842,1.0
PILATOS UNICO CALI 2,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",15.0,0.42857142857142855,0.4444444444444444,13.0
PILATOS UNICO CALI 2,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",9.0,0.2571428571428571,0.3333333333333333,10.0
PILATOS UNICO CALI 2,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 462000.0)",3.0,0.08571428571428572,0.1111111111111111,3.0
PILATOS UNICO CALI 2,MONASTERY,MASCULINO,CAMISETA,"[498000.0, 510120.0)",2.0,0.05714285714285714,0.1111111111111111,3.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[250000.0, 279000.0)",3.0,0.05454545454545454,0.023809523809523808,1.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[308000.0, 337000.0)",1.0,0.01818181818181818,0.023809523809523808,1.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[337000.0, 366000.0)",6.0,0.10909090909090909,0.047619047619047616,3.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[366000.0, 395000.0)",4.0,0.07272727272727272,0.07142857142857142,4.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[395000.0, 424000.0)",9.0,0.16363636363636364,0.19047619047619047,10.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[424000.0, 453000.0)",26.0,0.4727272727272727,0.5,27.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[482000.0, 511000.0)",2.0,0.03636363636363636,0.09523809523809523,5.0
PILATOS UNICO PASTO,MONASTERY,MASCULINO,CAMISETA,"[511000.0, 540290.0)",3.0,0.05454545454545454,0.047619047619047616,3.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[310000.0, 330000.0)",1.0,0.018867924528301886,0.024390243902439025,1.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[350000.0, 370000.0)",5.0,0.09433962264150944,0.04878048780487805,3.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 410000.0)",11.0,0.20754716981132076,0.0975609756097561,5.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[410000.0, 430000.0)",11.0,0.20754716981132076,0.1951219512195122,10.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[430000.0, 450000.0)",11.0,0.20754716981132076,0.2682926829268293,14.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[450000.0, 470000.0)",4.0,0.07547169811320754,0.04878048780487805,3.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[470000.0, 490000.0)",4.0,0.07547169811320754,0.0975609756097561,5.0
PILATOS UNICO PEREIRA,MONASTERY,MASCULINO,CAMISETA,"[490000.0, 510200.0)",6.0,0.11320754716981132,0.21951219512195122,12.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[255000.0, 280000.0)",3.0,0.1111111111111111,0.14285714285714285,4.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[280000.0, 305000.0)",1.0,0.037037037037037035,0.047619047619047616,1.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[380000.0, 405000.0)",3.0,0.1111111111111111,0.23809523809523808,6.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 430000.0)",7.0,0.25925925925925924,0.14285714285714285,4.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[430000.0, 455000.0)",7.0,0.25925925925925924,0.3333333333333333,8.0
PILATOS UNICO VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[455000.0, 480250.0)",4.0,0.14814814814814814,0.09523809523809523,2.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 337500.0)",6.0,0.06593406593406594,0.02631578947368421,2.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[382500.0, 405000.0)",17.0,0.18681318681318682,0.18421052631578946,17.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[405000.0, 427500.0)",27.0,0.2967032967032967,0.21052631578947367,19.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 450000.0)",19.0,0.2087912087912088,0.39473684210526316,36.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[472500.0, 495000.0)",16.0,0.17582417582417584,0.02631578947368421,2.0
PILATOS VIVA BARRANQUILLA,MONASTERY,MASCULINO,CAMISETA,"[517500.0, 540225.0)",6.0,0.06593406593406594,0.02631578947368421,2.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[315000.0, 352500.0)",6.0,0.07894736842105263,0.016666666666666666,1.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 427500.0)",30.0,0.39473684210526316,0.3333333333333333,25.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[427500.0, 465000.0)",23.0,0.3026315789473684,0.4666666666666667,35.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[465000.0, 502500.0)",14.0,0.18421052631578946,0.03333333333333333,3.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[540000.0, 577500.0)",1.0,0.013157894736842105,0.03333333333333333,3.0
PILATOS VIVA LC 143 ENVIGADO,MONASTERY,MASCULINO,CAMISETA,"[652500.0, 690375.0)",2.0,0.02631578947368421,0.03333333333333333,3.0
PILATOS VIVA TUNJA,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 402000.0)",9.0,0.15789473684210525,0.16666666666666666,8.0
PILATOS VIVA TUNJA,MONASTERY,MASCULINO,CAMISETA,"[402000.0, 414000.0)",22.0,0.38596491228070173,0.3333333333333333,16.0
PILATOS VIVA TUNJA,MONASTERY,MASCULINO,CAMISETA,"[426000.0, 438000.0)",8.0,0.14035087719298245,0.08333333333333333,4.0
PILATOS VIVA TUNJA,MONASTERY,MASCULINO,CAMISETA,"[438000.0, 450000.0)",4.0,0.07017543859649122,0.25,12.0
PILATOS VIVA TUNJA,MONASTERY,MASCULINO,CAMISETA,"[498000.0, 510120.0)",4.0,0.07017543859649122,0.16666666666666666,8.0
PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[390000.0, 420000.0)",50.0,0.684931506849315,0.6,39.0
PILATOS VIVA VILLAVICENCIO,MONASTERY,MASCULINO,CAMISETA,"[420000.0, 450000.0)",15.0,0.2054794520547945,0.3,20.0
