Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas,Cantidad_Propuesta_Inventario
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,BERMUDA,"[219990.0, 235986.0)",4.0,0.26666666666666666,0.3333333333333333,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,BERMUDA,"[283974.0, 299970.0)",6.0,0.4,0.6666666666666666,7.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,BUZO,"[339950.0, 395950.0)",4.0,0.10526315789473684,0.16666666666666666,2.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,BUZO,"[395950.0, 451950.0)",6.0,0.15789473684210525,0.3333333333333333,5.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,BUZO,"[507950.0, 563950.0)",5.0,0.13157894736842105,0.5,8.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,BUZO,"[339950.0, 395950.0)",4.0,0.2857142857142857,1.0,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,BUZO,"[339950.0, 395950.0)",6.0,0.2,0.14285714285714285,3.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,BUZO,"[395950.0, 451950.0)",2.0,0.06666666666666667,0.2857142857142857,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,BUZO,"[619950.0, 675950.0)",3.0,0.1,0.14285714285714285,3.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,BUZO,"[675950.0, 731950.0)",3.0,0.1,0.2857142857142857,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,BUZO,"[843950.0, 900510.0)",4.0,0.13333333333333333,0.14285714285714285,3.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,BUZO,"[339950.0, 395950.0)",3.0,0.25,1.0,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISA,"[235950.0, 273950.0)",8.0,0.8,1.0,8.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISA,"[269950.0, 302950.0)",6.0,0.5,1.0,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISA,"[247950.0, 291950.0)",8.0,0.5714285714285714,1.0,8.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISETA,"[245950.0, 351950.0)",20.0,0.36363636363636365,0.37037037037037035,14.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISETA,"[351950.0, 457950.0)",9.0,0.16363636363636364,0.2962962962962963,11.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISETA,"[457950.0, 563950.0)",6.0,0.10909090909090909,0.14814814814814814,6.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CAMISETA,"[1093950.0, 1201010.0)",3.0,0.05454545454545454,0.037037037037037035,1.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,"[139950.0, 245950.0)",13.0,0.325,0.2,7.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,"[245950.0, 351950.0)",15.0,0.375,0.5,17.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,CAMISETA,"[351950.0, 457950.0)",6.0,0.15,0.2,7.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[139950.0, 245950.0)",14.0,0.21212121212121213,0.2727272727272727,18.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[245950.0, 351950.0)",33.0,0.5,0.18181818181818182,12.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[351950.0, 457950.0)",11.0,0.16666666666666666,0.2727272727272727,18.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[457950.0, 563950.0)",4.0,0.06060606060606061,0.09090909090909091,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[563950.0, 669950.0)",1.0,0.015151515151515152,0.09090909090909091,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CAMISETA,"[1093950.0, 1201010.0)",3.0,0.045454545454545456,0.09090909090909091,6.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CAMISETA,"[351950.0, 457950.0)",10.0,0.19607843137254902,1.0,10.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,"[489950.0, 579950.0)",5.0,0.18518518518518517,0.18181818181818182,4.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,"[579950.0, 669950.0)",4.0,0.14814814814814814,0.18181818181818182,4.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,"[669950.0, 759950.0)",1.0,0.037037037037037035,0.36363636363636365,9.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,"[939950.0, 1029950.0)",3.0,0.1111111111111111,0.09090909090909091,2.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,CHAQUETA,"[1209950.0, 1300850.0)",11.0,0.4074074074074074,0.18181818181818182,4.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,CHAQUETA,"[699950.0, 759950.0)",4.0,0.17391304347826086,1.0,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,CHAQUETA,"[939950.0, 1000550.0)",4.0,0.19047619047619047,0.3333333333333333,1.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,CHAQUETA,"[699950.0, 759950.0)",3.0,0.15789473684210525,1.0,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,FALDA,"[349950.0, 379950.0)",5.0,0.19230769230769232,0.75,8.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,FALDA,"[619950.0, 650250.0)",5.0,0.19230769230769232,0.25,2.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,FALDA,"[306950.0, 355950.0)",5.0,0.18518518518518517,0.5,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,FALDA,"[600950.0, 650440.0)",6.0,0.2222222222222222,0.5,6.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,FALDA,"[379950.0, 409950.0)",6.0,0.25,1.0,6.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,JEAN,"[543950.0, 569950.0)",16.0,0.6956521739130435,0.42857142857142855,8.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,JEAN,"[673950.0, 700210.0)",3.0,0.13043478260869565,0.42857142857142855,8.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,"[543950.0, 569950.0)",20.0,0.5555555555555556,0.4,12.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,"[647950.0, 673950.0)",2.0,0.05555555555555555,0.4,12.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,JEAN,"[673950.0, 700210.0)",7.0,0.19444444444444445,0.2,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,JEAN,"[439950.0, 465950.0)",6.0,0.14634146341463414,0.125,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,JEAN,"[543950.0, 569950.0)",21.0,0.5121951219512195,0.25,10.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,JEAN,"[647950.0, 673950.0)",5.0,0.12195121951219512,0.25,10.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,JEAN,"[673950.0, 700210.0)",9.0,0.21951219512195122,0.375,15.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,JEAN,"[439950.0, 465950.0)",6.0,0.14634146341463414,1.0,6.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[346950.0, 413950.0)",5.0,0.10204081632653061,0.09090909090909091,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[413950.0, 480950.0)",13.0,0.2653061224489796,0.09090909090909091,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[480950.0, 547950.0)",2.0,0.04081632653061224,0.09090909090909091,3.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[547950.0, 614950.0)",8.0,0.16326530612244897,0.18181818181818182,6.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[614950.0, 681950.0)",3.0,0.061224489795918366,0.18181818181818182,6.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,PANTALON,"[882950.0, 950620.0)",3.0,0.061224489795918366,0.36363636363636365,12.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,PANTALON,"[547950.0, 583950.0)",8.0,0.36363636363636365,0.5,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,PANTALON,"[319950.0, 367950.0)",3.0,0.12,0.14285714285714285,2.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,PANTALON,"[511950.0, 559950.0)",7.0,0.28,0.14285714285714285,2.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,PANTALON,"[607950.0, 655950.0)",2.0,0.08,0.2857142857142857,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,PANTALON,"[751950.0, 800430.0)",4.0,0.16,0.42857142857142855,7.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,TENIS,"[399950.0, 509950.0)",98.0,0.31210191082802546,0.38524590163934425,119.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,TENIS,"[509950.0, 619950.0)",144.0,0.4585987261146497,0.5491803278688525,169.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,TENIS,"[619950.0, 729950.0)",56.0,0.17834394904458598,0.04918032786885246,15.0
BROKEN CHAINS BOGOTA,ADIDAS,FEMENINO,TENIS,"[1389950.0, 1501050.0)",10.0,0.03184713375796178,0.01639344262295082,5.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,"[449950.0, 474950.0)",32.0,0.10191082802547771,0.13043478260869565,37.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,"[499950.0, 524950.0)",41.0,0.1305732484076433,0.2608695652173913,74.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,"[549950.0, 574950.0)",70.0,0.2229299363057325,0.41304347826086957,117.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,"[599950.0, 624950.0)",124.0,0.39490445859872614,0.08695652173913043,25.0
BROKEN CHAINS CALI,ADIDAS,FEMENINO,TENIS,"[649950.0, 674950.0)",16.0,0.050955414012738856,0.10869565217391304,31.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,TENIS,"[449950.0, 479950.0)",40.0,0.10335917312661498,0.19230769230769232,66.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,TENIS,"[479950.0, 509950.0)",68.0,0.17571059431524547,0.07692307692307693,26.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,TENIS,"[539950.0, 569950.0)",96.0,0.24806201550387597,0.36538461538461536,125.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,TENIS,"[599950.0, 629950.0)",123.0,0.3178294573643411,0.28846153846153844,99.0
BROKEN CHAINS MEDELLIN,ADIDAS,FEMENINO,TENIS,"[629950.0, 659950.0)",15.0,0.03875968992248062,0.07692307692307693,26.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,"[399950.0, 509950.0)",83.0,0.25382262996941896,0.22727272727272727,74.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,"[509950.0, 619950.0)",180.0,0.5504587155963303,0.7272727272727273,237.0
BROKEN CHAINS PEREIRA,ADIDAS,FEMENINO,TENIS,"[619950.0, 729950.0)",63.0,0.1926605504587156,0.045454545454545456,15.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,BERMUDA,"[249950.0, 289950.0)",7.0,0.20588235294117646,0.5,6.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,BERMUDA,"[609950.0, 650350.0)",4.0,0.11764705882352941,0.5,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,BERMUDA,"[279950.0, 280005.99)",4.0,1.0,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,BUZO,"[499950.0, 519950.0)",2.0,0.15384615384615385,0.14285714285714285,2.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,BUZO,"[539950.0, 559950.0)",7.0,0.5384615384615384,0.07142857142857142,1.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,BUZO,"[679950.0, 700150.0)",4.0,0.3076923076923077,0.7857142857142857,10.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,BUZO,"[499950.0, 504950.0)",1.0,0.14285714285714285,0.5,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,BUZO,"[544950.0, 550000.0)",6.0,0.8571428571428571,0.5,4.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISA,"[279950.0, 281950.0)",1.0,0.2,1.0,1.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[179950.0, 226950.0)",7.0,0.07291666666666667,0.06521739130434782,6.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[226950.0, 273950.0)",16.0,0.16666666666666666,0.08695652173913043,8.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[273950.0, 320950.0)",16.0,0.16666666666666666,0.10869565217391304,10.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[320950.0, 367950.0)",5.0,0.052083333333333336,0.043478260869565216,4.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[367950.0, 414950.0)",12.0,0.125,0.17391304347826086,15.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[414950.0, 461950.0)",5.0,0.052083333333333336,0.021739130434782608,2.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CAMISETA,"[461950.0, 508950.0)",27.0,0.28125,0.4782608695652174,42.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,"[179950.0, 226950.0)",1.0,0.024390243902439025,0.25,10.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,"[273950.0, 320950.0)",2.0,0.04878048780487805,0.125,5.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,"[367950.0, 414950.0)",13.0,0.3170731707317073,0.25,10.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,"[461950.0, 508950.0)",22.0,0.5365853658536586,0.125,5.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CAMISETA,"[602950.0, 650420.0)",3.0,0.07317073170731707,0.125,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[179950.0, 226950.0)",7.0,0.09722222222222222,0.0625,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[226950.0, 273950.0)",4.0,0.05555555555555555,0.03125,2.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[273950.0, 320950.0)",9.0,0.125,0.09375,7.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[320950.0, 367950.0)",1.0,0.013888888888888888,0.09375,7.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[367950.0, 414950.0)",17.0,0.2361111111111111,0.125,9.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[461950.0, 508950.0)",27.0,0.375,0.5625,40.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CAMISETA,"[602950.0, 650420.0)",7.0,0.09722222222222222,0.03125,2.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,"[179950.0, 231950.0)",1.0,0.02564102564102564,0.2,4.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,CAMISETA,"[439950.0, 491950.0)",21.0,0.5384615384615384,0.4,9.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CHAQUETA,"[619950.0, 729950.0)",13.0,0.26,0.3888888888888889,16.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CHAQUETA,"[729950.0, 839950.0)",12.0,0.24,0.16666666666666666,7.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CHAQUETA,"[1169950.0, 1279950.0)",11.0,0.22,0.3333333333333333,14.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,CHAQUETA,"[1389950.0, 1501050.0)",6.0,0.12,0.1111111111111111,5.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,CHAQUETA,"[699950.0, 700089.99)",3.0,1.0,1.0,3.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,CHAQUETA,"[699950.0, 704950.0)",6.0,0.75,1.0,6.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,GORRO,"[139950.0, 139977.99)",4.0,1.0,1.0,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,GORRO,"[119950.0, 119973.99)",1.0,1.0,1.0,1.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,JEAN,"[549950.0, 604950.0)",8.0,0.21052631578947367,0.42857142857142855,15.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,JEAN,"[604950.0, 659950.0)",19.0,0.5,0.14285714285714285,5.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,JEAN,"[879950.0, 934950.0)",3.0,0.07894736842105263,0.14285714285714285,5.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,JEAN,"[1044950.0, 1100500.0)",6.0,0.15789473684210525,0.2857142857142857,10.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,JEAN,"[549950.0, 584950.0)",5.0,0.45454545454545453,1.0,5.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,MEDIAS,"[69950.0, 70954.0)",3.0,0.6,1.0,3.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,PANTALON,"[429950.0, 494950.0)",18.0,0.34615384615384615,0.3333333333333333,11.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,PANTALON,"[494950.0, 559950.0)",14.0,0.2692307692307692,0.6666666666666666,21.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,PANTALON,"[549950.0, 579950.0)",4.0,0.36363636363636365,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[339950.0, 455950.0)",5.0,0.017921146953405017,0.009900990099009901,2.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[455950.0, 571950.0)",24.0,0.08602150537634409,0.1485148514851485,37.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[571950.0, 687950.0)",108.0,0.3870967741935484,0.2376237623762376,59.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[687950.0, 803950.0)",72.0,0.25806451612903225,0.5445544554455446,136.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[803950.0, 919950.0)",7.0,0.025089605734767026,0.019801980198019802,5.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[919950.0, 1035950.0)",28.0,0.1003584229390681,0.0297029702970297,7.0
BROKEN CHAINS BOGOTA,ADIDAS,MASCULINO,TENIS,"[1151950.0, 1267950.0)",5.0,0.017921146953405017,0.009900990099009901,2.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,"[499950.0, 559950.0)",12.0,0.17647058823529413,0.13636363636363635,6.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,"[619950.0, 679950.0)",17.0,0.25,0.045454545454545456,2.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,"[679950.0, 739950.0)",11.0,0.16176470588235295,0.6363636363636364,29.0
BROKEN CHAINS CALI,ADIDAS,MASCULINO,TENIS,"[739950.0, 799950.0)",5.0,0.07352941176470588,0.18181818181818182,8.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,TENIS,"[499950.0, 599950.0)",14.0,0.1346153846153846,0.06382978723404255,6.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,TENIS,"[599950.0, 699950.0)",42.0,0.40384615384615385,0.14893617021276595,14.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,TENIS,"[699950.0, 799950.0)",33.0,0.3173076923076923,0.7446808510638298,68.0
BROKEN CHAINS MEDELLIN,ADIDAS,MASCULINO,TENIS,"[799950.0, 899950.0)",2.0,0.019230769230769232,0.0425531914893617,4.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,"[499950.0, 599950.0)",23.0,0.32857142857142857,0.1111111111111111,7.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,"[599950.0, 699950.0)",30.0,0.42857142857142855,0.16666666666666666,11.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,"[699950.0, 799950.0)",10.0,0.14285714285714285,0.6666666666666666,43.0
BROKEN CHAINS PEREIRA,ADIDAS,MASCULINO,TENIS,"[1399950.0, 1500950.0)",1.0,0.014285714285714285,0.05555555555555555,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,BERMUDA,"[689950.0, 700050.0)",12.0,0.9230769230769231,1.0,12.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,BOLSO,"[506950.0, 550380.0)",2.0,0.3333333333333333,1.0,2.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,BOLSO,"[289950.0, 300050.0)",1.0,0.25,1.0,1.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,BUZO,"[979950.0, 1000150.0)",1.0,0.3333333333333333,1.0,1.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,CAMISETA,"[599950.0, 609950.0)",11.0,0.5789473684210527,0.2,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,CAMISETA,"[689950.0, 700050.0)",8.0,0.42105263157894735,0.8,15.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,CAMISETA,"[299950.0, 300009.99)",1.0,1.0,1.0,1.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,CAMISETA,"[199950.0, 199989.99)",1.0,1.0,1.0,1.0
BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,CAMISETA,"[299950.0, 300009.99)",4.0,1.0,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,CHAQUETA,"[299950.0, 369950.0)",2.0,0.25,0.09090909090909091,1.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,CHAQUETA,"[719950.0, 789950.0)",2.0,0.25,0.18181818181818182,1.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,CHAQUETA,"[929950.0, 1000650.0)",3.0,0.375,0.18181818181818182,1.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,GORRO,"[139950.0, 150950.0)",3.0,0.1875,0.4,6.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,GORRO,"[238950.0, 250060.0)",11.0,0.6875,0.6,8.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,GORRO,"[139950.0, 150950.0)",7.0,0.6363636363636364,0.2,2.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,GORRO,"[238950.0, 250060.0)",4.0,0.36363636363636365,0.8,9.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,GORRO,"[139950.0, 139977.99)",6.0,1.0,1.0,6.0
BROKEN CHAINS PEREIRA,ADIDAS,UNISEX,GORRO,"[139950.0, 150950.0)",4.0,0.5714285714285714,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,JEAN,"[549950.0, 564950.0)",4.0,0.8,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,MEDIAS,"[79950.0, 84950.0)",2.0,0.07692307692307693,0.6666666666666666,5.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,MEDIAS,"[124950.0, 130000.0)",6.0,0.23076923076923078,0.3333333333333333,3.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,MEDIAS,"[79950.0, 79965.99)",4.0,1.0,1.0,4.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,PANTALON,"[699950.0, 700089.99)",2.0,1.0,1.0,2.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[449950.0, 524950.0)",37.0,0.16666666666666666,0.0967741935483871,21.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[524950.0, 599950.0)",21.0,0.0945945945945946,0.021505376344086023,5.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[599950.0, 674950.0)",70.0,0.3153153153153153,0.40860215053763443,91.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[674950.0, 749950.0)",41.0,0.18468468468468469,0.3118279569892473,69.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[749950.0, 824950.0)",36.0,0.16216216216216217,0.06451612903225806,14.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[824950.0, 899950.0)",5.0,0.02252252252252252,0.03225806451612903,7.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[974950.0, 1049950.0)",7.0,0.03153153153153153,0.03225806451612903,7.0
BROKEN CHAINS BOGOTA,ADIDAS,UNISEX,TENIS,"[1124950.0, 1200700.0)",5.0,0.02252252252252252,0.03225806451612903,7.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,"[499950.0, 534950.0)",9.0,0.08108108108108109,0.03571428571428571,3.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,"[569950.0, 604950.0)",9.0,0.08108108108108109,0.10714285714285714,8.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,"[639950.0, 674950.0)",30.0,0.2702702702702703,0.2857142857142857,21.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,"[674950.0, 709950.0)",18.0,0.16216216216216217,0.5,36.0
BROKEN CHAINS CALI,ADIDAS,UNISEX,TENIS,"[744950.0, 779950.0)",7.0,0.06306306306306306,0.07142857142857142,5.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[499950.0, 534950.0)",17.0,0.09941520467836257,0.02564102564102564,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[534950.0, 569950.0)",23.0,0.13450292397660818,0.02564102564102564,4.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[569950.0, 604950.0)",21.0,0.12280701754385964,0.10256410256410256,16.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[639950.0, 674950.0)",45.0,0.2631578947368421,0.20512820512820512,32.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[674950.0, 709950.0)",23.0,0.13450292397660818,0.48717948717948717,76.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[779950.0, 814950.0)",12.0,0.07017543859649122,0.1282051282051282,20.0
BROKEN CHAINS MEDELLIN,ADIDAS,UNISEX,TENIS,"[814950.0, 850300.0)",14.0,0.08187134502923976,0.02564102564102564,4.0
