,Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas
9728,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 429900.0)",21.0,0.45652173913043476,0.48
9729,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[429900.0, 459900.0)",10.0,0.21739130434782608,0.04
9730,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[549900.0, 579900.0)",7.0,0.15217391304347827,0.4
9731,PILATOS CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 609900.0)",4.0,0.08695652173913043,0.08
9732,PILATOS EL TESORO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 429900.0)",3.0,0.2,0.5625
9733,PILATOS EL TESORO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[429900.0, 459900.0)",7.0,0.4666666666666667,0.4375
9734,PILATOS FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[388900.0, 400010.0)",2.0,0.6666666666666666,0.14285714285714285
9735,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[319900.0, 332900.0)",2.0,0.25,0.125
9736,PILATOS FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[436900.0, 450030.0)",4.0,0.5,0.25
9737,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 429900.0)",13.0,0.41935483870967744,0.4444444444444444
9738,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[429900.0, 459900.0)",5.0,0.16129032258064516,0.05555555555555555
9739,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[549900.0, 579900.0)",2.0,0.06451612903225806,0.2777777777777778
9740,PILATOS GRAN ESTACION 2 BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 609900.0)",4.0,0.12903225806451613,0.2222222222222222
9741,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",8.0,0.2962962962962963,0.21568627450980393
9742,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",11.0,0.4074074074074074,0.37254901960784315
9743,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",7.0,0.25925925925925924,0.17647058823529413
9744,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",1.0,0.037037037037037035,0.23529411764705882
9745,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[319900.0, 357900.0)",2.0,0.06060606060606061,0.21212121212121213
9746,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[395900.0, 433900.0)",15.0,0.45454545454545453,0.3484848484848485
9747,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[433900.0, 471900.0)",6.0,0.18181818181818182,0.22727272727272727
9748,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[547900.0, 585900.0)",1.0,0.030303030303030304,0.13636363636363635
9749,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[585900.0, 623900.0)",1.0,0.030303030303030304,0.07575757575757576
9750,PILATOS IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 414900.0)",3.0,0.5,1.0
9751,PILATOS JARDIN PLAZA CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 464900.0)",4.0,0.5,0.7272727272727273
9752,PILATOS JARDIN PLAZA CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[584900.0, 600050.0)",4.0,0.5,0.09090909090909091
9753,PILATOS JEANS ANDINO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 399979.98)",1.0,1.0,1.0
9754,PILATOS MALL PLAZA MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 399979.98)",3.0,1.0,1.0
9755,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[393900.0, 427900.0)",16.0,0.26229508196721313,0.32142857142857145
9756,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[427900.0, 461900.0)",16.0,0.26229508196721313,0.35714285714285715
9757,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[529900.0, 563900.0)",3.0,0.04918032786885246,0.07142857142857142
9758,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[597900.0, 631900.0)",21.0,0.3442622950819672,0.03571428571428571
9759,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[289900.0, 315900.0)",2.0,0.07142857142857142,0.08333333333333333
9760,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[393900.0, 419900.0)",16.0,0.5714285714285714,0.4166666666666667
9761,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[445900.0, 471900.0)",9.0,0.32142857142857145,0.2916666666666667
9762,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[523900.0, 550160.0)",1.0,0.03571428571428571,0.20833333333333334
9763,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[375900.0, 403900.0)",7.0,0.3333333333333333,0.10344827586206896
9764,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[431900.0, 459900.0)",7.0,0.3333333333333333,0.3103448275862069
9765,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[543900.0, 571900.0)",4.0,0.19047619047619047,0.034482758620689655
9766,PILATOS NQS MALL PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[571900.0, 600180.0)",2.0,0.09523809523809523,0.3448275862068966
9767,PILATOS NUESTRO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 449989.98)",5.0,1.0,1.0
9768,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[109900.0, 158900.0)",2.0,0.041666666666666664,0.0196078431372549
9769,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[305900.0, 354900.0)",6.0,0.125,0.23529411764705882
9770,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[354900.0, 403900.0)",18.0,0.375,0.35294117647058826
9771,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[403900.0, 452900.0)",17.0,0.3541666666666667,0.27450980392156865
9772,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[501900.0, 550900.0)",2.0,0.041666666666666664,0.0392156862745098
9773,PILATOS OUTLET CHAPINERO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[550900.0, 600390.0)",3.0,0.0625,0.0196078431372549
9774,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[109900.0, 158900.0)",3.0,0.06976744186046512,0.038461538461538464
9775,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[305900.0, 354900.0)",8.0,0.18604651162790697,0.1346153846153846
9776,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[354900.0, 403900.0)",11.0,0.2558139534883721,0.375
9777,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[403900.0, 452900.0)",15.0,0.3488372093023256,0.18269230769230768
9778,PILATOS OUTLET LA TORRE ITAGUI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[501900.0, 550900.0)",3.0,0.06976744186046512,0.009615384615384616
9779,PILATOS PASEO VILLA DEL RIO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",8.0,0.2857142857142857,0.3902439024390244
9780,PILATOS PASEO VILLA DEL RIO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",11.0,0.39285714285714285,0.2926829268292683
9781,PILATOS PASEO VILLA DEL RIO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",4.0,0.14285714285714285,0.2682926829268293
9782,PILATOS PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",14.0,0.4666666666666667,0.29411764705882354
9783,PILATOS PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",8.0,0.26666666666666666,0.35294117647058826
9784,PILATOS PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",6.0,0.2,0.23529411764705882
9785,PILATOS PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",2.0,0.06666666666666667,0.058823529411764705
9786,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",14.0,0.2641509433962264,0.2
9787,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",19.0,0.3584905660377358,0.36666666666666664
9788,PILATOS PLAZA CENTRAL  BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",20.0,0.37735849056603776,0.06666666666666667
9789,PILATOS PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 399979.98)",1.0,1.0,1.0
9790,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[79900.0, 131900.0)",1.0,0.05263157894736842,0.2857142857142857
9791,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[287900.0, 339900.0)",2.0,0.10526315789473684,0.02040816326530612
9792,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[391900.0, 443900.0)",2.0,0.10526315789473684,0.20408163265306123
9793,PILATOS PREMIUM SOPO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[443900.0, 495900.0)",11.0,0.5789473684210527,0.4897959183673469
9794,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",16.0,0.3333333333333333,0.5185185185185185
9795,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",15.0,0.3125,0.2222222222222222
9796,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",3.0,0.0625,0.07407407407407407
9797,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",14.0,0.2916666666666667,0.037037037037037035
9798,PILATOS SANTA ROSA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 399979.98)",1.0,1.0,1.0
9799,PILATOS SANTAFE MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[393900.0, 419900.0)",6.0,0.25,0.4
9800,PILATOS SANTAFE MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[445900.0, 471900.0)",12.0,0.5,0.3333333333333333
9801,PILATOS SANTAFE MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[523900.0, 550160.0)",4.0,0.16666666666666666,0.06666666666666667
9802,PILATOS TITAN PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",17.0,0.68,0.5348837209302325
9803,PILATOS TITAN PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",3.0,0.12,0.2558139534883721
9804,PILATOS TITAN PLAZA BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",5.0,0.2,0.09302325581395349
9805,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",11.0,0.5238095238095238,0.125
9806,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",6.0,0.2857142857142857,0.625
9807,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",1.0,0.047619047619047616,0.25
9808,PILATOS UNICENTRO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 399979.98)",2.0,1.0,1.0
9809,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[319900.0, 347900.0)",1.0,0.02631578947368421,0.05128205128205128
9810,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[375900.0, 403900.0)",7.0,0.18421052631578946,0.48717948717948717
9811,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[431900.0, 459900.0)",15.0,0.39473684210526316,0.10256410256410256
9812,PILATOS UNICENTRO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[543900.0, 571900.0)",8.0,0.21052631578947367,0.15384615384615385
9813,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 414900.0)",12.0,0.8571428571428571,1.0
9814,PILATOS UNICENTRO TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",10.0,0.4166666666666667,0.4
9815,PILATOS UNICENTRO TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",4.0,0.16666666666666666,0.4
9816,PILATOS UNICENTRO TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[539900.0, 559900.0)",7.0,0.2916666666666667,0.2
9817,PILATOS UNICO BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[349900.0, 374900.0)",1.0,0.03125,0.08333333333333333
9818,PILATOS UNICO BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 424900.0)",7.0,0.21875,0.3333333333333333
9819,PILATOS UNICO BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 474900.0)",13.0,0.40625,0.5833333333333334
9820,PILATOS UNICO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 419900.0)",1.0,0.08333333333333333,0.4166666666666667
9821,PILATOS UNICO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[439900.0, 459900.0)",9.0,0.75,0.5
9822,PILATOS UNICO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[579900.0, 600100.0)",2.0,0.16666666666666666,0.08333333333333333
9823,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[319900.0, 347900.0)",9.0,0.14754098360655737,0.04054054054054054
9824,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[375900.0, 403900.0)",6.0,0.09836065573770492,0.25675675675675674
9825,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[431900.0, 459900.0)",25.0,0.4098360655737705,0.22972972972972974
9826,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[543900.0, 571900.0)",4.0,0.06557377049180328,0.16216216216216217
9827,PILATOS UNICO PASTO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[571900.0, 600180.0)",17.0,0.2786885245901639,0.10810810810810811
9828,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[349900.0, 374900.0)",1.0,0.0625,0.45454545454545453
9829,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 424900.0)",6.0,0.375,0.36363636363636365
9830,PILATOS UNICO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 474900.0)",5.0,0.3125,0.18181818181818182
9831,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[399900.0, 424900.0)",3.0,0.12,0.5
9832,PILATOS UNICO VILLAVICENCIO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 474900.0)",12.0,0.48,0.5
9833,PILATOS VIVA LC 143 ENVIGADO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[449900.0, 459900.0)",4.0,0.5,1.0
9834,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[289900.0, 320900.0)",1.0,0.037037037037037035,0.1568627450980392
9835,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[382900.0, 413900.0)",15.0,0.5555555555555556,0.29411764705882354
9836,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[444900.0, 475900.0)",3.0,0.1111111111111111,0.09803921568627451
9837,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[537900.0, 568900.0)",4.0,0.14814814814814814,0.0784313725490196
9838,PILATOS VIVA TUNJA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CHAQUETA,"[568900.0, 600210.0)",4.0,0.14814814814814814,0.17647058823529413
9839,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",8.0,1.0,1.0
9840,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9841,MFG CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",7.0,1.0,1.0
9842,MFG FLORIDA PARQUE COMERCIAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",4.0,1.0,1.0
9843,MFG FUNDADORES MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",6.0,1.0,1.0
9844,MFG IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",11.0,1.0,1.0
9845,MFG MULTIPLAZA LA FELICIDAD BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",9.0,1.0,1.0
9846,MFG OVIEDO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",4.0,1.0,1.0
9847,MFG PLAZA FABRICATO BELLO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",7.0,1.0,1.0
9848,MFG SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",3.0,1.0,1.0
9849,MFG VIVA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",8.0,1.0,1.0
9850,PILATOS  LETICIA AMAZONAS,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",8.0,1.0,1.0
9851,PILATOS ARBOLEDA PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",3.0,1.0,1.0
9852,PILATOS BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",10.0,1.0,1.0
9853,PILATOS BUENAVISTA MONTERIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",7.0,1.0,1.0
9854,PILATOS BUENAVISTA SANTA MARTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9855,PILATOS CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",5.0,1.0,1.0
9856,PILATOS EL TESORO MEDELLIN,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",1.0,1.0,1.0
9857,PILATOS GRAN ESTACION BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",4.0,1.0,1.0
9858,PILATOS GRAN PLAZA IPIALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",9.0,1.0,1.0
9859,PILATOS JARDIN PLAZA CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",1.0,1.0,1.0
9860,PILATOS JEANS ANDINO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",5.0,1.0,1.0
9861,PILATOS LA HERRADURA TULUA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",6.0,1.0,1.0
9862,PILATOS MALL PLAZA MANIZALES,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",4.0,1.0,1.0
9863,PILATOS MAYORCA SABANETA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9864,PILATOS MEGAMALL BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",6.0,1.0,1.0
9865,PILATOS PASEO VILLA DEL RIO BOGOTA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9866,PILATOS SAN NICOLAS RIONEGRO,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",1.0,1.0,1.0
9867,PILATOS SANTA ROSA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",6.0,1.0,1.0
9868,PILATOS UNICENTRO ARMENIA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",3.0,1.0,1.0
9869,PILATOS UNICENTRO CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9870,PILATOS UNICENTRO PEREIRA,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",5.0,1.0,1.0
9871,PILATOS UNICENTRO YOPAL,MARITHE FRANCOIS GIRBAUD,MASCULINO,CORREA,"[169900.0, 169933.98)",2.0,1.0,1.0
9872,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[119900.0, 127900.0)",9.0,0.1836734693877551,0.4444444444444444
9873,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[143900.0, 151900.0)",7.0,0.14285714285714285,0.12962962962962962
9874,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[175900.0, 183900.0)",2.0,0.04081632653061224,0.1111111111111111
9875,MFG BUENAVISTA BARRANQUILLA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[191900.0, 199980.0)",31.0,0.6326530612244898,0.18518518518518517
9876,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[119900.0, 127900.0)",3.0,0.08571428571428572,0.5135135135135135
9877,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[143900.0, 151900.0)",6.0,0.17142857142857143,0.14414414414414414
9878,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[175900.0, 183900.0)",3.0,0.08571428571428572,0.07207207207207207
9879,MFG CARACOLI BUCARAMANGA,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[191900.0, 199980.0)",23.0,0.6571428571428571,0.2072072072072072
9880,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[119900.0, 122900.0)",4.0,0.36363636363636365,0.46846846846846846
9881,MFG CENTRO COMERCIAL EL EDÉN,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[146900.0, 149930.0)",7.0,0.6363636363636364,0.3333333333333333
9882,MFG CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[119900.0, 127900.0)",10.0,0.15625,0.5614035087719298
9883,MFG CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[127900.0, 135900.0)",1.0,0.015625,0.12280701754385964
9884,MFG CHIPICHAPE CALI,MARITHE FRANCOIS GIRBAUD,MASCULINO,GORRO,"[143900.0, 151900.0)",9.0,0.140625,0.10526315789473684
