,Tienda,Marca,Genero,Tipo,Precio_Intervalo,Cantidad_Inventario,Porcentaje_Actual,Porcentaje_Ventas
2032,PILATOS CACIQUE BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[989900.0, 1099900.0)",15.0,0.2459016393442623,0.3939393939393939
2033,PILATOS CACIQUE BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1099900.0, 1209900.0)",28.0,0.45901639344262296,0.2878787878787879
2034,PILATOS CACIQUE BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1539900.0, 1651000.0)",11.0,0.18032786885245902,0.10606060606060606
2035,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1064900.0)",35.0,0.3977272727272727,0.569672131147541
2036,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[1129900.0, 1194900.0)",5.0,0.056818181818181816,0.1680327868852459
2037,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[1194900.0, 1259900.0)",17.0,0.19318181818181818,0.08196721311475409
2038,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[1259900.0, 1324900.0)",3.0,0.03409090909090909,0.020491803278688523
2039,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[1324900.0, 1389900.0)",9.0,0.10227272727272728,0.045081967213114756
2040,PILATOS CAMPANARIO POPAYAN,DIESEL ADULTO,FEMENINO,TENIS,"[1584900.0, 1650550.0)",19.0,0.2159090909090909,0.06147540983606557
2041,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 949900.0)",4.0,0.06060606060606061,0.017857142857142856
2042,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1049900.0)",39.0,0.5909090909090909,0.5714285714285714
2043,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1199900.0, 1249900.0)",16.0,0.24242424242424243,0.05357142857142857
2044,PILATOS CARACOLI BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1299900.0, 1349900.0)",3.0,0.045454545454545456,0.23214285714285715
2045,PILATOS CARIBE PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 839900.0)",9.0,0.2,0.07692307692307693
2046,PILATOS CARIBE PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[879900.0, 919900.0)",12.0,0.26666666666666666,0.15384615384615385
2047,PILATOS CARIBE PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1039900.0)",18.0,0.4,0.717948717948718
2048,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 984900.0)",11.0,0.2037037037037037,0.19230769230769232
2049,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,TENIS,"[984900.0, 1169900.0)",9.0,0.16666666666666666,0.25
2050,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,TENIS,"[1169900.0, 1354900.0)",21.0,0.3888888888888889,0.5
2051,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,TENIS,"[1354900.0, 1539900.0)",4.0,0.07407407407407407,0.019230769230769232
2052,PILATOS CENTRO COMERCIAL EL EDÉN,DIESEL ADULTO,FEMENINO,TENIS,"[1724900.0, 1909900.0)",1.0,0.018518518518518517,0.038461538461538464
2053,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,"[704900.0, 809900.0)",8.0,0.13333333333333333,0.06153846153846154
2054,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,"[809900.0, 914900.0)",1.0,0.016666666666666666,0.06153846153846154
2055,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,"[914900.0, 1019900.0)",19.0,0.31666666666666665,0.5384615384615384
2056,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,"[1124900.0, 1229900.0)",10.0,0.16666666666666666,0.24615384615384617
2057,PILATOS CHIPICHAPE CALI,DIESEL ADULTO,FEMENINO,TENIS,"[1544900.0, 1650950.0)",15.0,0.25,0.03076923076923077
2058,PILATOS DORADA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1019900.0)",15.0,0.46875,0.6111111111111112
2059,PILATOS DORADA,DIESEL ADULTO,FEMENINO,TENIS,"[1179900.0, 1200100.0)",17.0,0.53125,0.05555555555555555
2060,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 974900.0)",2.0,0.0625,0.05405405405405406
2061,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[974900.0, 1049900.0)",7.0,0.21875,0.16216216216216217
2062,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[1049900.0, 1124900.0)",7.0,0.21875,0.10810810810810811
2063,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[1124900.0, 1199900.0)",2.0,0.0625,0.21621621621621623
2064,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[1199900.0, 1274900.0)",7.0,0.21875,0.10810810810810811
2065,PILATOS EL TESORO MEDELLIN,DIESEL ADULTO,FEMENINO,TENIS,"[1574900.0, 1650650.0)",7.0,0.21875,0.02702702702702703
2066,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 854900.0)",7.0,0.1076923076923077,0.013333333333333334
2067,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,"[854900.0, 909900.0)",5.0,0.07692307692307693,0.013333333333333334
2068,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,"[964900.0, 1019900.0)",45.0,0.6923076923076923,0.9066666666666666
2069,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,"[1129900.0, 1184900.0)",4.0,0.06153846153846154,0.02666666666666667
2070,PILATOS FLORIDA PARQUE COMERCIAL,DIESEL ADULTO,FEMENINO,TENIS,"[1184900.0, 1239900.0)",2.0,0.03076923076923077,0.04
2071,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 969900.0)",13.0,0.16455696202531644,0.07659574468085106
2072,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1039900.0)",31.0,0.3924050632911392,0.5957446808510638
2073,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1039900.0, 1109900.0)",6.0,0.0759493670886076,0.03829787234042553
2074,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1109900.0, 1179900.0)",7.0,0.08860759493670886,0.11914893617021277
2075,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1179900.0, 1249900.0)",6.0,0.0759493670886076,0.03829787234042553
2076,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1389900.0, 1459900.0)",14.0,0.17721518987341772,0.05531914893617021
2077,PILATOS FUNDADORES MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1529900.0, 1600600.0)",2.0,0.02531645569620253,0.03404255319148936
2078,PILATOS FUSAGASUGA,DIESEL ADULTO,FEMENINO,TENIS,"[884900.0, 969900.0)",1.0,0.012658227848101266,0.15789473684210525
2079,PILATOS FUSAGASUGA,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",13.0,0.16455696202531644,0.42105263157894735
2080,PILATOS FUSAGASUGA,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1224900.0)",26.0,0.3291139240506329,0.3684210526315789
2081,PILATOS FUSAGASUGA,DIESEL ADULTO,FEMENINO,TENIS,"[1394900.0, 1479900.0)",4.0,0.05063291139240506,0.05263157894736842
2082,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 929900.0)",1.0,0.017241379310344827,0.06060606060606061
2083,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[929900.0, 1059900.0)",9.0,0.15517241379310345,0.48484848484848486
2084,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1059900.0, 1189900.0)",4.0,0.06896551724137931,0.12121212121212122
2085,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1189900.0, 1319900.0)",18.0,0.3103448275862069,0.15151515151515152
2086,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1449900.0, 1579900.0)",9.0,0.15517241379310345,0.06060606060606061
2087,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1579900.0, 1709900.0)",16.0,0.27586206896551724,0.030303030303030304
2088,PILATOS GRAN ESTACION 2 BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1969900.0, 2101200.0)",1.0,0.017241379310344827,0.030303030303030304
2089,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1064900.0)",19.0,0.3877551020408163,0.5283018867924528
2090,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1129900.0, 1194900.0)",4.0,0.08163265306122448,0.12264150943396226
2091,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1194900.0, 1259900.0)",10.0,0.20408163265306123,0.10377358490566038
2092,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1259900.0, 1324900.0)",1.0,0.02040816326530612,0.02830188679245283
2093,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1389900.0, 1454900.0)",6.0,0.12244897959183673,0.09433962264150944
2094,PILATOS GRAN ESTACION BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1584900.0, 1650550.0)",9.0,0.1836734693877551,0.04716981132075472
2095,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 974900.0)",6.0,0.07058823529411765,0.04945054945054945
2096,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[974900.0, 1049900.0)",29.0,0.3411764705882353,0.6208791208791209
2097,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1199900.0, 1274900.0)",8.0,0.09411764705882353,0.06593406593406594
2098,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1274900.0, 1349900.0)",14.0,0.16470588235294117,0.027472527472527472
2099,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1349900.0, 1424900.0)",10.0,0.11764705882352941,0.11538461538461539
2100,PILATOS GRAN PLAZA IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1574900.0, 1650650.0)",18.0,0.21176470588235294,0.027472527472527472
2101,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 884900.0)",7.0,0.14285714285714285,0.08247422680412371
2102,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[884900.0, 969900.0)",9.0,0.1836734693877551,0.08247422680412371
2103,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",8.0,0.16326530612244897,0.5463917525773195
2104,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1054900.0, 1139900.0)",5.0,0.10204081632653061,0.13402061855670103
2105,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1224900.0)",8.0,0.16326530612244897,0.061855670103092786
2106,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1224900.0, 1309900.0)",4.0,0.08163265306122448,0.030927835051546393
2107,PILATOS IPIALES,DIESEL ADULTO,FEMENINO,TENIS,"[1564900.0, 1650750.0)",8.0,0.16326530612244897,0.010309278350515464
2108,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 964900.0)",1.0,0.02564102564102564,0.07758620689655173
2109,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,"[964900.0, 1029900.0)",17.0,0.4358974358974359,0.4827586206896552
2110,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,"[1094900.0, 1159900.0)",3.0,0.07692307692307693,0.08620689655172414
2111,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,"[1159900.0, 1224900.0)",8.0,0.20512820512820512,0.15517241379310345
2112,PILATOS JARDIN PLAZA CALI,DIESEL ADULTO,FEMENINO,TENIS,"[1484900.0, 1550550.0)",10.0,0.2564102564102564,0.02586206896551724
2113,PILATOS LA ESTACION IBAGUE,DIESEL ADULTO,FEMENINO,TENIS,"[769954.0, 899945.0)",3.0,0.07692307692307693,0.3023255813953488
2114,PILATOS LA ESTACION IBAGUE,DIESEL ADULTO,FEMENINO,TENIS,"[899945.0, 1029936.0)",23.0,0.5897435897435898,0.4883720930232558
2115,PILATOS LA ESTACION IBAGUE,DIESEL ADULTO,FEMENINO,TENIS,"[1419909.0, 1551199.91)",12.0,0.3076923076923077,0.11627906976744186
2116,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",33.0,0.4782608695652174,0.76
2117,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1224900.0)",9.0,0.13043478260869565,0.1
2118,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,FEMENINO,TENIS,"[1224900.0, 1309900.0)",9.0,0.13043478260869565,0.04
2119,PILATOS LA HERRADURA TULUA,DIESEL ADULTO,FEMENINO,TENIS,"[1309900.0, 1394900.0)",5.0,0.07246376811594203,0.02
2120,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 874900.0)",13.0,0.1566265060240964,0.06153846153846154
2121,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[874900.0, 949900.0)",9.0,0.10843373493975904,0.046153846153846156
2122,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[949900.0, 1024900.0)",30.0,0.3614457831325301,0.676923076923077
2123,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[1099900.0, 1174900.0)",2.0,0.024096385542168676,0.06153846153846154
2124,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[1174900.0, 1249900.0)",13.0,0.1566265060240964,0.015384615384615385
2125,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[1249900.0, 1324900.0)",6.0,0.07228915662650602,0.06153846153846154
2126,PILATOS LLANOGRANDE PALMIRA,DIESEL ADULTO,FEMENINO,TENIS,"[1324900.0, 1399900.0)",2.0,0.024096385542168676,0.07692307692307693
2127,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1019900.0)",4.0,0.3076923076923077,0.5384615384615384
2128,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1159900.0)",3.0,0.23076923076923078,0.23076923076923078
2129,PILATOS MALL PLAZA CARTAGENA,DIESEL ADULTO,FEMENINO,TENIS,"[1179900.0, 1200100.0)",6.0,0.46153846153846156,0.15384615384615385
2130,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 944900.0)",2.0,0.04878048780487805,0.12048192771084337
2131,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[989900.0, 1034900.0)",28.0,0.6829268292682927,0.6867469879518072
2132,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1124900.0, 1169900.0)",6.0,0.14634146341463414,0.10843373493975904
2133,PILATOS MALL PLAZA MANIZALES,DIESEL ADULTO,FEMENINO,TENIS,"[1304900.0, 1350350.0)",5.0,0.12195121951219512,0.012048192771084338
2134,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[749900.0, 884900.0)",31.0,0.25203252032520324,0.0945945945945946
2135,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[884900.0, 1019900.0)",18.0,0.14634146341463414,0.5472972972972973
2136,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[1019900.0, 1154900.0)",10.0,0.08130081300813008,0.0945945945945946
2137,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[1154900.0, 1289900.0)",15.0,0.12195121951219512,0.14189189189189189
2138,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[1289900.0, 1424900.0)",15.0,0.12195121951219512,0.08783783783783784
2139,PILATOS MAYORCA SABANETA,DIESEL ADULTO,FEMENINO,TENIS,"[1424900.0, 1559900.0)",20.0,0.16260162601626016,0.033783783783783786
2140,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[899900.0, 974900.0)",2.0,0.044444444444444446,0.0851063829787234
2141,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[974900.0, 1049900.0)",16.0,0.35555555555555557,0.5106382978723404
2142,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1199900.0, 1274900.0)",4.0,0.08888888888888889,0.0425531914893617
2143,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1349900.0, 1424900.0)",6.0,0.13333333333333333,0.0851063829787234
2144,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1499900.0, 1574900.0)",5.0,0.1111111111111111,0.14893617021276595
2145,PILATOS MEGAMALL BUCARAMANGA,DIESEL ADULTO,FEMENINO,TENIS,"[1574900.0, 1650650.0)",9.0,0.2,0.10638297872340426
2146,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 884900.0)",8.0,0.06611570247933884,0.056338028169014086
2147,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[884900.0, 969900.0)",4.0,0.03305785123966942,0.14084507042253522
2148,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",49.0,0.4049586776859504,0.6197183098591549
2149,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1054900.0, 1139900.0)",9.0,0.0743801652892562,0.014084507042253521
2150,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1224900.0)",10.0,0.08264462809917356,0.04225352112676056
2151,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1224900.0, 1309900.0)",18.0,0.1487603305785124,0.04225352112676056
2152,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1394900.0, 1479900.0)",8.0,0.06611570247933884,0.014084507042253521
2153,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1479900.0, 1564900.0)",6.0,0.049586776859504134,0.014084507042253521
2154,PILATOS MULTIPLAZA LA FELICIDAD BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1564900.0, 1650750.0)",9.0,0.0743801652892562,0.04225352112676056
2155,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1109900.0)",8.0,0.25806451612903225,0.7142857142857143
2156,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1109900.0, 1219900.0)",13.0,0.41935483870967744,0.23809523809523808
2157,PILATOS NQS MALL PLAZA BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1989900.0, 2101000.0)",2.0,0.06451612903225806,0.047619047619047616
2158,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[929900.0, 1019900.0)",31.0,0.2719298245614035,0.4444444444444444
2159,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1109900.0, 1199900.0)",8.0,0.07017543859649122,0.07407407407407407
2160,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1199900.0, 1289900.0)",3.0,0.02631578947368421,0.25925925925925924
2161,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1289900.0, 1379900.0)",15.0,0.13157894736842105,0.1111111111111111
2162,PILATOS NUESTRO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1469900.0, 1559900.0)",3.0,0.02631578947368421,0.037037037037037035
2163,PILATOS OUTLET CHAPINERO,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 984900.0)",15.0,0.1111111111111111,0.23076923076923078
2164,PILATOS OUTLET CHAPINERO,DIESEL ADULTO,FEMENINO,TENIS,"[984900.0, 1169900.0)",55.0,0.4074074074074074,0.358974358974359
2165,PILATOS OUTLET CHAPINERO,DIESEL ADULTO,FEMENINO,TENIS,"[1169900.0, 1354900.0)",42.0,0.3111111111111111,0.38461538461538464
2166,PILATOS OUTLET CHAPINERO,DIESEL ADULTO,FEMENINO,TENIS,"[1354900.0, 1539900.0)",10.0,0.07407407407407407,0.02564102564102564
2167,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 864900.0)",25.0,0.30120481927710846,0.05128205128205128
2168,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[864900.0, 929900.0)",5.0,0.060240963855421686,0.08974358974358974
2169,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[994900.0, 1059900.0)",14.0,0.1686746987951807,0.3076923076923077
2170,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[1124900.0, 1189900.0)",3.0,0.03614457831325301,0.05128205128205128
2171,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[1189900.0, 1254900.0)",2.0,0.024096385542168676,0.2948717948717949
2172,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[1254900.0, 1319900.0)",12.0,0.14457831325301204,0.14102564102564102
2173,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[1319900.0, 1384900.0)",7.0,0.08433734939759036,0.01282051282051282
2174,PILATOS OUTLET LA TORRE ITAGUI,DIESEL ADULTO,FEMENINO,TENIS,"[1384900.0, 1450550.0)",15.0,0.18072289156626506,0.02564102564102564
2175,PILATOS PASEO VILLA DEL RIO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",19.0,0.2878787878787879,0.4666666666666667
2176,PILATOS PASEO VILLA DEL RIO BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1224900.0, 1309900.0)",7.0,0.10606060606060606,0.2
2177,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 884900.0)",19.0,0.12418300653594772,0.07575757575757576
2178,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[969900.0, 1054900.0)",42.0,0.27450980392156865,0.5606060606060606
2179,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[1054900.0, 1139900.0)",7.0,0.0457516339869281,0.022727272727272728
2180,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[1139900.0, 1224900.0)",36.0,0.23529411764705882,0.2727272727272727
2181,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[1224900.0, 1309900.0)",20.0,0.13071895424836602,0.030303030303030304
2182,PILATOS PASTO,DIESEL ADULTO,FEMENINO,TENIS,"[1479900.0, 1564900.0)",10.0,0.06535947712418301,0.015151515151515152
2183,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[749900.0, 819900.0)",34.0,0.2518518518518518,0.02564102564102564
2184,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[889900.0, 959900.0)",5.0,0.037037037037037035,0.11538461538461539
2185,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[959900.0, 1029900.0)",2.0,0.014814814814814815,0.5641025641025641
2186,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1029900.0, 1099900.0)",14.0,0.1037037037037037,0.038461538461538464
2187,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1099900.0, 1169900.0)",3.0,0.022222222222222223,0.05128205128205128
2188,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1169900.0, 1239900.0)",20.0,0.14814814814814814,0.16666666666666666
2189,PILATOS PLAZA CENTRAL  BOGOTA,DIESEL ADULTO,FEMENINO,TENIS,"[1239900.0, 1309900.0)",27.0,0.2,0.02564102564102564
2190,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[799900.0, 874900.0)",12.0,0.1935483870967742,0.11904761904761904
2191,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[949900.0, 1024900.0)",14.0,0.22580645161290322,0.46825396825396826
2192,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[1024900.0, 1099900.0)",1.0,0.016129032258064516,0.015873015873015872
2193,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[1099900.0, 1174900.0)",3.0,0.04838709677419355,0.23015873015873015
2194,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[1174900.0, 1249900.0)",16.0,0.25806451612903225,0.10317460317460317
2195,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[1249900.0, 1324900.0)",5.0,0.08064516129032258,0.007936507936507936
2196,PILATOS PLAZA FABRICATO BELLO,DIESEL ADULTO,FEMENINO,TENIS,"[1474900.0, 1550650.0)",11.0,0.1774193548387097,0.03968253968253968
2197,PILATOS PORTAL DEL QUINDIO ARMENIA,DIESEL ADULTO,FEMENINO,TENIS,"[999900.0, 1064900.0)",20.0,0.3125,0.543859649122807
2198,PILATOS PORTAL DEL QUINDIO ARMENIA,DIESEL ADULTO,FEMENINO,TENIS,"[1064900.0, 1129900.0)",4.0,0.0625,0.07017543859649122
